event_id,participant_id,rank,medal,score_raw,points_awarded
icc_men_test_team_ranking_00,AUS,1,gold,icc_rating=117;icc_points=0;icc_matches=0,117.0
icc_men_test_team_ranking_00,ZAF,2,silver,icc_rating=116;icc_points=0;icc_matches=0,116.0
icc_men_test_team_ranking_00,LKA,3,bronze,icc_rating=101;icc_points=0;icc_matches=0,101.0
icc_men_test_team_ranking_00,ENG,4,,icc_rating=100;icc_points=0;icc_matches=0,100.0
icc_men_test_team_ranking_00,NZL,5,,icc_rating=91;icc_points=0;icc_matches=0,91.0
icc_men_test_team_ranking_00,PAK,6,,icc_rating=89;icc_points=0;icc_matches=0,89.0
icc_men_test_team_ranking_00,IND,7,,icc_rating=87;icc_points=0;icc_matches=0,87.0
icc_men_test_team_ranking_00,WIS,8,,icc_rating=86;icc_points=0;icc_matches=0,86.0
icc_men_test_team_ranking_00,ZWE,9,,icc_rating=62;icc_points=0;icc_matches=0,62.0
icc_men_test_team_ranking_01,AUS,1,gold,icc_rating=116;icc_points=0;icc_matches=0,116.0
icc_men_test_team_ranking_01,ZAF,2,silver,icc_rating=115;icc_points=0;icc_matches=0,115.0
icc_men_test_team_ranking_01,LKA,3,bronze,icc_rating=102;icc_points=0;icc_matches=0,102.0
icc_men_test_team_ranking_01,ENG,4,,icc_rating=98;icc_points=0;icc_matches=0,98.0
icc_men_test_team_ranking_01,NZL,5,,icc_rating=98;icc_points=0;icc_matches=0,98.0
icc_men_test_team_ranking_01,IND,6,,icc_rating=92;icc_points=0;icc_matches=0,92.0
icc_men_test_team_ranking_01,PAK,7,,icc_rating=87;icc_points=0;icc_matches=0,87.0
icc_men_test_team_ranking_01,WIS,8,,icc_rating=80;icc_points=0;icc_matches=0,80.0
icc_men_test_team_ranking_01,ZWE,9,,icc_rating=73;icc_points=0;icc_matches=0,73.0
icc_men_test_team_ranking_01,BGD,10,,icc_rating=0;icc_points=0;icc_matches=0,0.0
icc_men_test_team_ranking_02,AUS,1,gold,icc_rating=129;icc_points=0;icc_matches=0,129.0
icc_men_test_team_ranking_02,ZAF,2,silver,icc_rating=112;icc_points=0;icc_matches=0,112.0
icc_men_test_team_ranking_02,NZL,3,bronze,icc_rating=104;icc_points=0;icc_matches=0,104.0
icc_men_test_team_ranking_02,LKA,4,,icc_rating=101;icc_points=0;icc_matches=0,101.0
icc_men_test_team_ranking_02,ENG,5,,icc_rating=97;icc_points=0;icc_matches=0,97.0
icc_men_test_team_ranking_02,PAK,6,,icc_rating=94;icc_points=0;icc_matches=0,94.0
icc_men_test_team_ranking_02,IND,7,,icc_rating=91;icc_points=0;icc_matches=0,91.0
icc_men_test_team_ranking_02,WIS,8,,icc_rating=78;icc_points=0;icc_matches=0,78.0
icc_men_test_team_ranking_02,ZWE,9,,icc_rating=59;icc_points=0;icc_matches=0,59.0
icc_men_test_team_ranking_02,BGD,10,,icc_rating=0;icc_points=0;icc_matches=0,0.0
icc_men_test_team_ranking_03,AUS,1,gold,icc_rating=130;icc_points=0;icc_matches=0,130.0
icc_men_test_team_ranking_03,ZAF,2,silver,icc_rating=111;icc_points=0;icc_matches=0,111.0
icc_men_test_team_ranking_03,PAK,3,bronze,icc_rating=102;icc_points=0;icc_matches=0,102.0
icc_men_test_team_ranking_03,ENG,4,,icc_rating=101;icc_points=0;icc_matches=0,101.0
icc_men_test_team_ranking_03,NZL,5,,icc_rating=100;icc_points=0;icc_matches=0,100.0
icc_men_test_team_ranking_03,LKA,6,,icc_rating=96;icc_points=0;icc_matches=0,96.0
icc_men_test_team_ranking_03,IND,7,,icc_rating=95;icc_points=0;icc_matches=0,95.0
