competition_id,competition_name,year,event_date,discipline_key,discipline_name,event_name,gender,rank,medal,participant_type,participant_name,country_name,country_code,source_url
fig_artistic_gymnastics_world_championships,FIG Artistic Gymnastics World Championships,2001,2001-12-31,parallel-bars,Artistic Gymnastics - Parallel bars,Parallel bars,men,2,silver,athlete,Erick López,Cuba,CUB,https://en.wikipedia.org/wiki/2001_World_Artistic_Gymnastics_Championships
fig_artistic_gymnastics_world_championships,FIG Artistic Gymnastics World Championships,2001,2001-12-31,parallel-bars,Artistic Gymnastics - Parallel bars,Parallel bars,men,3,bronze,athlete,Ivan Ivankov,Belarus,BLR,https://en.wikipedia.org/wiki/2001_World_Artistic_Gymnastics_Championships
fig_artistic_gymnastics_world_championships,FIG Artistic Gymnastics World Championships,2001,2001-12-31,pommel-horse,Artistic Gymnastics - Pommel horse,Pommel horse,men,1,gold,athlete,Marius Urzică,Romania,ROU,https://en.wikipedia.org/wiki/2001_World_Artistic_Gymnastics_Championships
fig_artistic_gymnastics_world_championships,FIG Artistic Gymnastics World Championships,2001,2001-12-31,pommel-horse,Artistic Gymnastics - Pommel horse,Pommel horse,men,2,silver,athlete,Xiao Qin,China,CHN,https://en.wikipedia.org/wiki/2001_World_Artistic_Gymnastics_Championships
fig_artistic_gymnastics_world_championships,FIG Artistic Gymnastics World Championships,2001,2001-12-31,pommel-horse,Artistic Gymnastics - Pommel horse,Pommel horse,men,3,bronze,athlete,Alexander Beresh,Ukraine,UKR,https://en.wikipedia.org/wiki/2001_World_Artistic_Gymnastics_Championships
fig_artistic_gymnastics_world_championships,FIG Artistic Gymnastics World Championships,2001,2001-12-31,still-rings,Artistic Gymnastics - Still rings,Still rings,men,1,gold,athlete,Yordan Yovchev,Bulgaria,BGR,https://en.wikipedia.org/wiki/2001_World_Artistic_Gymnastics_Championships
fig_artistic_gymnastics_world_championships,FIG Artistic Gymnastics World Championships,2001,2001-12-31,still-rings,Artistic Gymnastics - Still rings,Still rings,men,2,silver,athlete,Szilveszter Csollány,Hungary,HUN,https://en.wikipedia.org/wiki/2001_World_Artistic_Gymnastics_Championships
fig_artistic_gymnastics_world_championships,FIG Artistic Gymnastics World Championships,2001,2001-12-31,still-rings,Artistic Gymnastics - Still rings,Still rings,men,3,bronze,athlete,Andrea Coppolino,Italy,ITA,https://en.wikipedia.org/wiki/2001_World_Artistic_Gymnastics_Championships
fig_artistic_gymnastics_world_championships,FIG Artistic Gymnastics World Championships,2001,2001-12-31,team,Artistic Gymnastics - Team,Team,men,1,gold,team,Belarus,Belarus,BLR,https://en.wikipedia.org/wiki/2001_World_Artistic_Gymnastics_Championships
fig_artistic_gymnastics_world_championships,FIG Artistic Gymnastics World Championships,2001,2001-12-31,team,Artistic Gymnastics - Team,Team,men,2,silver,team,United States,United States,USA,https://en.wikipedia.org/wiki/2001_World_Artistic_Gymnastics_Championships
fig_artistic_gymnastics_world_championships,FIG Artistic Gymnastics World Championships,2001,2001-12-31,team,Artistic Gymnastics - Team,Team,men,3,bronze,team,Ukraine,Ukraine,UKR,https://en.wikipedia.org/wiki/2001_World_Artistic_Gymnastics_Championships
fig_artistic_gymnastics_world_championships,FIG Artistic Gymnastics World Championships,2001,2001-12-31,vault,Artistic Gymnastics - Vault,Vault,men,1,gold,athlete,Marian Drăgulescu,Romania,ROU,https://en.wikipedia.org/wiki/2001_World_Artistic_Gymnastics_Championships
fig_artistic_gymnastics_world_championships,FIG Artistic Gymnastics World Championships,2001,2001-12-31,vault,Artistic Gymnastics - Vault,Vault,men,2,silver,athlete,Jevgēņijs Saproņenko,Latvia,LVA,https://en.wikipedia.org/wiki/2001_World_Artistic_Gymnastics_Championships
fig_artistic_gymnastics_world_championships,FIG Artistic Gymnastics World Championships,2001,2001-12-31,vault,Artistic Gymnastics - Vault,Vault,men,3,bronze,athlete,Charles Tamayo,Cuba,CUB,https://en.wikipedia.org/wiki/2001_World_Artistic_Gymnastics_Championships
fig_artistic_gymnastics_world_championships,FIG Artistic Gymnastics World Championships,2001,2001-12-31,balance-beam,Artistic Gymnastics - Balance beam,Balance beam,women,1,gold,athlete,Andreea Răducan,Romania,ROU,https://en.wikipedia.org/wiki/2001_World_Artistic_Gymnastics_Championships
fig_artistic_gymnastics_world_championships,FIG Artistic Gymnastics World Championships,2001,2001-12-31,balance-beam,Artistic Gymnastics - Balance beam,Balance beam,women,2,silver,athlete,Ludmila Ezhova,Russia,RUS,https://en.wikipedia.org/wiki/2001_World_Artistic_Gymnastics_Championships
fig_artistic_gymnastics_world_championships,FIG Artistic Gymnastics World Championships,2001,2001-12-31,balance-beam,Artistic Gymnastics - Balance beam,Balance beam,women,3,bronze,athlete,Sun Xiaojiao,China,CHN,https://en.wikipedia.org/wiki/2001_World_Artistic_Gymnastics_Championships
fig_artistic_gymnastics_world_championships,FIG Artistic Gymnastics World Championships,2001,2001-12-31,floor-exercise,Artistic Gymnastics - Floor exercise,Floor exercise,women,1,gold,athlete,Andreea Răducan,Romania,ROU,https://en.wikipedia.org/wiki/2001_World_Artistic_Gymnastics_Championships
fig_artistic_gymnastics_world_championships,FIG Artistic Gymnastics World Championships,2001,2001-12-31,floor-exercise,Artistic Gymnastics - Floor exercise,Floor exercise,women,2,silver,athlete,Daniele Hypólito,Brazil,BRA,https://en.wikipedia.org/wiki/2001_World_Artistic_Gymnastics_Championships
fig_artistic_gymnastics_world_championships,FIG Artistic Gymnastics World Championships,2001,2001-12-31,floor-exercise,Artistic Gymnastics - Floor exercise,Floor exercise,women,3,bronze,athlete,Svetlana Khorkina,Russia,RUS,https://en.wikipedia.org/wiki/2001_World_Artistic_Gymnastics_Championships
fig_artistic_gymnastics_world_championships,FIG Artistic Gymnastics World Championships,2001,2001-12-31,individual-all-around,Artistic Gymnastics - Individual all-around,Individual all-around,women,1,gold,athlete,Svetlana Khorkina,Russia,RUS,https://en.wikipedia.org/wiki/2001_World_Artistic_Gymnastics_Championships
fig_artistic_gymnastics_world_championships,FIG Artistic Gymnastics World Championships,2001,2001-12-31,individual-all-around,Artistic Gymnastics - Individual all-around,Individual all-around,women,2,silver,athlete,Natalia Ziganshina,Russia,RUS,https://en.wikipedia.org/wiki/2001_World_Artistic_Gymnastics_Championships
fig_artistic_gymnastics_world_championships,FIG Artistic Gymnastics World Championships,2001,2001-12-31,individual-all-around,Artistic Gymnastics - Individual all-around,Individual all-around,women,3,bronze,athlete,Andreea Răducan,Romania,ROU,https://en.wikipedia.org/wiki/2001_World_Artistic_Gymnastics_Championships
fig_artistic_gymnastics_world_championships,FIG Artistic Gymnastics World Championships,2001,2001-12-31,team,Artistic Gymnastics - Team,Team,women,1,gold,team,Romania,Romania,ROU,https://en.wikipedia.org/wiki/2001_World_Artistic_Gymnastics_Championships
fig_artistic_gymnastics_world_championships,FIG Artistic Gymnastics World Championships,2001,2001-12-31,team,Artistic Gymnastics - Team,Team,women,2,silver,team,Russia,Russia,RUS,https://en.wikipedia.org/wiki/2001_World_Artistic_Gymnastics_Championships
fig_artistic_gymnastics_world_championships,FIG Artistic Gymnastics World Championships,2001,2001-12-31,team,Artistic Gymnastics - Team,Team,women,3,bronze,team,United States,United States,USA,https://en.wikipedia.org/wiki/2001_World_Artistic_Gymnastics_Championships
fig_artistic_gymnastics_world_championships,FIG Artistic Gymnastics World Championships,2001,2001-12-31,uneven-bars,Artistic Gymnastics - Uneven bars,Uneven bars,women,1,gold,athlete,Svetlana Khorkina,Russia,RUS,https://en.wikipedia.org/wiki/2001_World_Artistic_Gymnastics_Championships
fig_artistic_gymnastics_world_championships,FIG Artistic Gymnastics World Championships,2001,2001-12-31,uneven-bars,Artistic Gymnastics - Uneven bars,Uneven bars,women,2,silver,athlete,Renske Endel,Netherlands,NLD,https://en.wikipedia.org/wiki/2001_World_Artistic_Gymnastics_Championships
fig_artistic_gymnastics_world_championships,FIG Artistic Gymnastics World Championships,2001,2001-12-31,uneven-bars,Artistic Gymnastics - Uneven bars,Uneven bars,women,3,bronze,athlete,Katie Heenan,United States,USA,https://en.wikipedia.org/wiki/2001_World_Artistic_Gymnastics_Championships
fig_artistic_gymnastics_world_championships,FIG Artistic Gymnastics World Championships,2001,2001-12-31,vault,Artistic Gymnastics - Vault,Vault,women,1,gold,athlete,Svetlana Khorkina,Russia,RUS,https://en.wikipedia.org/wiki/2001_World_Artistic_Gymnastics_Championships
fig_artistic_gymnastics_world_championships,FIG Artistic Gymnastics World Championships,2001,2001-12-31,vault,Artistic Gymnastics - Vault,Vault,women,2,silver,athlete,Oksana Chusovitina,Uzbekistan,UZB,https://en.wikipedia.org/wiki/2001_World_Artistic_Gymnastics_Championships
fig_artistic_gymnastics_world_championships,FIG Artistic Gymnastics World Championships,2001,2001-12-31,vault,Artistic Gymnastics - Vault,Vault,women,3,bronze,athlete,Andreea Răducan,Romania,ROU,https://en.wikipedia.org/wiki/2001_World_Artistic_Gymnastics_Championships
fig_artistic_gymnastics_world_championships,FIG Artistic Gymnastics World Championships,2002,2002-12-31,floor-exercise,Artistic Gymnastics - Floor exercise,Floor exercise,men,1,gold,athlete,Marian Drăgulescu,Romania,ROU,https://en.wikipedia.org/wiki/2002_World_Artistic_Gymnastics_Championships
fig_artistic_gymnastics_world_championships,FIG Artistic Gymnastics World Championships,2002,2002-12-31,floor-exercise,Artistic Gymnastics - Floor exercise,Floor exercise,men,2,silver,athlete,Yordan Yovchev,Bulgaria,BGR,https://en.wikipedia.org/wiki/2002_World_Artistic_Gymnastics_Championships
fig_artistic_gymnastics_world_championships,FIG Artistic Gymnastics World Championships,2002,2002-12-31,floor-exercise,Artistic Gymnastics - Floor exercise,Floor exercise,men,3,bronze,athlete,Paul Hamm,United States,USA,https://en.wikipedia.org/wiki/2002_World_Artistic_Gymnastics_Championships
fig_artistic_gymnastics_world_championships,FIG Artistic Gymnastics World Championships,2002,2002-12-31,horizontal-bar,Artistic Gymnastics - Horizontal bar,Horizontal bar,men,1,gold,athlete,Vlasios Maras,Greece,GRC,https://en.wikipedia.org/wiki/2002_World_Artistic_Gymnastics_Championships
fig_artistic_gymnastics_world_championships,FIG Artistic Gymnastics World Championships,2002,2002-12-31,horizontal-bar,Artistic Gymnastics - Horizontal bar,Horizontal bar,men,2,silver,athlete,Ivan Ivankov,Belarus,BLR,https://en.wikipedia.org/wiki/2002_World_Artistic_Gymnastics_Championships
fig_artistic_gymnastics_world_championships,FIG Artistic Gymnastics World Championships,2002,2002-12-31,horizontal-bar,Artistic Gymnastics - Horizontal bar,Horizontal bar,men,2,silver,athlete,Aljaž Pegan,Slovenia,SVN,https://en.wikipedia.org/wiki/2002_World_Artistic_Gymnastics_Championships
fig_artistic_gymnastics_world_championships,FIG Artistic Gymnastics World Championships,2002,2002-12-31,parallel-bars,Artistic Gymnastics - Parallel Bars,Parallel Bars,men,1,gold,athlete,Li Xiaopeng,China,CHN,https://en.wikipedia.org/wiki/2002_World_Artistic_Gymnastics_Championships
fig_artistic_gymnastics_world_championships,FIG Artistic Gymnastics World Championships,2002,2002-12-31,parallel-bars,Artistic Gymnastics - Parallel Bars,Parallel Bars,men,2,silver,athlete,Mitja Petkovšek,Slovenia,SVN,https://en.wikipedia.org/wiki/2002_World_Artistic_Gymnastics_Championships
fig_artistic_gymnastics_world_championships,FIG Artistic Gymnastics World Championships,2002,2002-12-31,parallel-bars,Artistic Gymnastics - Parallel Bars,Parallel Bars,men,3,bronze,athlete,Alexei Sinkevich,Belarus,BLR,https://en.wikipedia.org/wiki/2002_World_Artistic_Gymnastics_Championships
fig_artistic_gymnastics_world_championships,FIG Artistic Gymnastics World Championships,2002,2002-12-31,pommel-horse,Artistic Gymnastics - Pommel horse,Pommel horse,men,1,gold,athlete,Marius Urzică,Romania,ROU,https://en.wikipedia.org/wiki/2002_World_Artistic_Gymnastics_Championships
fig_artistic_gymnastics_world_championships,FIG Artistic Gymnastics World Championships,2002,2002-12-31,pommel-horse,Artistic Gymnastics - Pommel horse,Pommel horse,men,2,silver,athlete,Xiao Qin,China,CHN,https://en.wikipedia.org/wiki/2002_World_Artistic_Gymnastics_Championships
fig_artistic_gymnastics_world_championships,FIG Artistic Gymnastics World Championships,2002,2002-12-31,pommel-horse,Artistic Gymnastics - Pommel horse,Pommel horse,men,3,bronze,athlete,Takehiro Kashima,Japan,JPN,https://en.wikipedia.org/wiki/2002_World_Artistic_Gymnastics_Championships
fig_artistic_gymnastics_world_championships,FIG Artistic Gymnastics World Championships,2002,2002-12-31,still-rings,Artistic Gymnastics - Still rings,Still rings,men,1,gold,athlete,Szilveszter Csollány,Hungary,HUN,https://en.wikipedia.org/wiki/2002_World_Artistic_Gymnastics_Championships
fig_artistic_gymnastics_world_championships,FIG Artistic Gymnastics World Championships,2002,2002-12-31,still-rings,Artistic Gymnastics - Still rings,Still rings,men,2,silver,athlete,Yordan Yovchev,Bulgaria,BGR,https://en.wikipedia.org/wiki/2002_World_Artistic_Gymnastics_Championships
fig_artistic_gymnastics_world_championships,FIG Artistic Gymnastics World Championships,2002,2002-12-31,still-rings,Artistic Gymnastics - Still rings,Still rings,men,3,bronze,athlete,Matteo Morandi,Italy,ITA,https://en.wikipedia.org/wiki/2002_World_Artistic_Gymnastics_Championships
fig_artistic_gymnastics_world_championships,FIG Artistic Gymnastics World Championships,2002,2002-12-31,vault,Artistic Gymnastics - Vault,Vault,men,1,gold,athlete,Li Xiaopeng,China,CHN,https://en.wikipedia.org/wiki/2002_World_Artistic_Gymnastics_Championships
fig_artistic_gymnastics_world_championships,FIG Artistic Gymnastics World Championships,2002,2002-12-31,vault,Artistic Gymnastics - Vault,Vault,men,2,silver,athlete,Leszek Blanik,Poland,POL,https://en.wikipedia.org/wiki/2002_World_Artistic_Gymnastics_Championships
fig_artistic_gymnastics_world_championships,FIG Artistic Gymnastics World Championships,2002,2002-12-31,vault,Artistic Gymnastics - Vault,Vault,men,3,bronze,athlete,Yang Wei,China,CHN,https://en.wikipedia.org/wiki/2002_World_Artistic_Gymnastics_Championships
fig_artistic_gymnastics_world_championships,FIG Artistic Gymnastics World Championships,2002,2002-12-31,balance-beam,Artistic Gymnastics - Balance beam,Balance beam,women,1,gold,athlete,Ashley Postell,United States,USA,https://en.wikipedia.org/wiki/2002_World_Artistic_Gymnastics_Championships
fig_artistic_gymnastics_world_championships,FIG Artistic Gymnastics World Championships,2002,2002-12-31,balance-beam,Artistic Gymnastics - Balance beam,Balance beam,women,2,silver,athlete,Oana Ban,Romania,ROU,https://en.wikipedia.org/wiki/2002_World_Artistic_Gymnastics_Championships
fig_artistic_gymnastics_world_championships,FIG Artistic Gymnastics World Championships,2002,2002-12-31,balance-beam,Artistic Gymnastics - Balance beam,Balance beam,women,3,bronze,athlete,Irina Yarotska,Ukraine,UKR,https://en.wikipedia.org/wiki/2002_World_Artistic_Gymnastics_Championships
fig_artistic_gymnastics_world_championships,FIG Artistic Gymnastics World Championships,2002,2002-12-31,floor-exercise,Artistic Gymnastics - Floor exercise,Floor exercise,women,1,gold,athlete,Elena Gómez,Spain,ESP,https://en.wikipedia.org/wiki/2002_World_Artistic_Gymnastics_Championships
fig_artistic_gymnastics_world_championships,FIG Artistic Gymnastics World Championships,2002,2002-12-31,floor-exercise,Artistic Gymnastics - Floor exercise,Floor exercise,women,2,silver,athlete,Verona van de Leur,Netherlands,NLD,https://en.wikipedia.org/wiki/2002_World_Artistic_Gymnastics_Championships
fig_artistic_gymnastics_world_championships,FIG Artistic Gymnastics World Championships,2002,2002-12-31,floor-exercise,Artistic Gymnastics - Floor exercise,Floor exercise,women,3,bronze,athlete,Samantha Sheehan,United States,USA,https://en.wikipedia.org/wiki/2002_World_Artistic_Gymnastics_Championships
fig_artistic_gymnastics_world_championships,FIG Artistic Gymnastics World Championships,2002,2002-12-31,uneven-bars,Artistic Gymnastics - Uneven bars,Uneven bars,women,1,gold,athlete,Courtney Kupets,United States,USA,https://en.wikipedia.org/wiki/2002_World_Artistic_Gymnastics_Championships
fig_artistic_gymnastics_world_championships,FIG Artistic Gymnastics World Championships,2002,2002-12-31,uneven-bars,Artistic Gymnastics - Uneven bars,Uneven bars,women,2,silver,athlete,Oana Petrovschi,Romania,ROU,https://en.wikipedia.org/wiki/2002_World_Artistic_Gymnastics_Championships
fig_artistic_gymnastics_world_championships,FIG Artistic Gymnastics World Championships,2002,2002-12-31,uneven-bars,Artistic Gymnastics - Uneven bars,Uneven bars,women,3,bronze,athlete,Ludmila Ezhova,Russia,RUS,https://en.wikipedia.org/wiki/2002_World_Artistic_Gymnastics_Championships
fig_artistic_gymnastics_world_championships,FIG Artistic Gymnastics World Championships,2002,2002-12-31,vault,Artistic Gymnastics - Vault,Vault,women,1,gold,athlete,Elena Zamolodchikova,Russia,RUS,https://en.wikipedia.org/wiki/2002_World_Artistic_Gymnastics_Championships
fig_artistic_gymnastics_world_championships,FIG Artistic Gymnastics World Championships,2002,2002-12-31,vault,Artistic Gymnastics - Vault,Vault,women,2,silver,athlete,Natalia Ziganshina,Russia,RUS,https://en.wikipedia.org/wiki/2002_World_Artistic_Gymnastics_Championships
fig_artistic_gymnastics_world_championships,FIG Artistic Gymnastics World Championships,2002,2002-12-31,vault,Artistic Gymnastics - Vault,Vault,women,3,bronze,athlete,Oksana Chusovitina,Uzbekistan,UZB,https://en.wikipedia.org/wiki/2002_World_Artistic_Gymnastics_Championships
fig_artistic_gymnastics_world_championships,FIG Artistic Gymnastics World Championships,2003,2003-12-31,floor-exercise,Artistic Gymnastics - Floor exercise,Floor exercise,men,1,gold,athlete,Yordan Yovchev,Bulgaria,BGR,https://en.wikipedia.org/wiki/2003_World_Artistic_Gymnastics_Championships
fig_artistic_gymnastics_world_championships,FIG Artistic Gymnastics World Championships,2003,2003-12-31,floor-exercise,Artistic Gymnastics - Floor exercise,Floor exercise,men,1,gold,athlete,Paul Hamm,United States,USA,https://en.wikipedia.org/wiki/2003_World_Artistic_Gymnastics_Championships
fig_artistic_gymnastics_world_championships,FIG Artistic Gymnastics World Championships,2003,2003-12-31,floor-exercise,Artistic Gymnastics - Floor exercise,Floor exercise,men,3,bronze,athlete,Kyle Shewfelt,Canada,CAN,https://en.wikipedia.org/wiki/2003_World_Artistic_Gymnastics_Championships
fig_artistic_gymnastics_world_championships,FIG Artistic Gymnastics World Championships,2003,2003-12-31,horizontal-bar,Artistic Gymnastics - Horizontal bar,Horizontal bar,men,1,gold,athlete,Takehiro Kashima,Japan,JPN,https://en.wikipedia.org/wiki/2003_World_Artistic_Gymnastics_Championships
fig_artistic_gymnastics_world_championships,FIG Artistic Gymnastics World Championships,2003,2003-12-31,horizontal-bar,Artistic Gymnastics - Horizontal bar,Horizontal bar,men,2,silver,athlete,Igor Cassina,Italy,ITA,https://en.wikipedia.org/wiki/2003_World_Artistic_Gymnastics_Championships
fig_artistic_gymnastics_world_championships,FIG Artistic Gymnastics World Championships,2003,2003-12-31,horizontal-bar,Artistic Gymnastics - Horizontal bar,Horizontal bar,men,3,bronze,athlete,Alexei Nemov,Russia,RUS,https://en.wikipedia.org/wiki/2003_World_Artistic_Gymnastics_Championships
fig_artistic_gymnastics_world_championships,FIG Artistic Gymnastics World Championships,2003,2003-12-31,individual-all-around,Artistic Gymnastics - Individual all-around,Individual all-around,men,1,gold,athlete,Paul Hamm,United States,USA,https://en.wikipedia.org/wiki/2003_World_Artistic_Gymnastics_Championships
fig_artistic_gymnastics_world_championships,FIG Artistic Gymnastics World Championships,2003,2003-12-31,individual-all-around,Artistic Gymnastics - Individual all-around,Individual all-around,men,2,silver,athlete,Yang Wei,China,CHN,https://en.wikipedia.org/wiki/2003_World_Artistic_Gymnastics_Championships
fig_artistic_gymnastics_world_championships,FIG Artistic Gymnastics World Championships,2003,2003-12-31,individual-all-around,Artistic Gymnastics - Individual all-around,Individual all-around,men,3,bronze,athlete,Hiroyuki Tomita,Japan,JPN,https://en.wikipedia.org/wiki/2003_World_Artistic_Gymnastics_Championships
fig_artistic_gymnastics_world_championships,FIG Artistic Gymnastics World Championships,2003,2003-12-31,parallel-bars,Artistic Gymnastics - Parallel bars,Parallel bars,men,1,gold,athlete,Li Xiaopeng,China,CHN,https://en.wikipedia.org/wiki/2003_World_Artistic_Gymnastics_Championships
fig_artistic_gymnastics_world_championships,FIG Artistic Gymnastics World Championships,2003,2003-12-31,parallel-bars,Artistic Gymnastics - Parallel bars,Parallel bars,men,2,silver,athlete,Huang Xu,China,CHN,https://en.wikipedia.org/wiki/2003_World_Artistic_Gymnastics_Championships
fig_artistic_gymnastics_world_championships,FIG Artistic Gymnastics World Championships,2003,2003-12-31,parallel-bars,Artistic Gymnastics - Parallel bars,Parallel bars,men,2,silver,athlete,Alexei Nemov,Russia,RUS,https://en.wikipedia.org/wiki/2003_World_Artistic_Gymnastics_Championships
fig_artistic_gymnastics_world_championships,FIG Artistic Gymnastics World Championships,2003,2003-12-31,pommel-horse,Artistic Gymnastics - Pommel horse,Pommel horse,men,1,gold,athlete,Teng Haibin,China,CHN,https://en.wikipedia.org/wiki/2003_World_Artistic_Gymnastics_Championships
fig_artistic_gymnastics_world_championships,FIG Artistic Gymnastics World Championships,2003,2003-12-31,pommel-horse,Artistic Gymnastics - Pommel horse,Pommel horse,men,1,gold,athlete,Takehiro Kashima,Japan,JPN,https://en.wikipedia.org/wiki/2003_World_Artistic_Gymnastics_Championships
fig_artistic_gymnastics_world_championships,FIG Artistic Gymnastics World Championships,2003,2003-12-31,pommel-horse,Artistic Gymnastics - Pommel horse,Pommel horse,men,3,bronze,athlete,Nikolai Kryukov,Russia,RUS,https://en.wikipedia.org/wiki/2003_World_Artistic_Gymnastics_Championships
fig_artistic_gymnastics_world_championships,FIG Artistic Gymnastics World Championships,2003,2003-12-31,still-rings,Artistic Gymnastics - Still rings,Still rings,men,1,gold,athlete,Yordan Yovchev,Bulgaria,BGR,https://en.wikipedia.org/wiki/2003_World_Artistic_Gymnastics_Championships
fig_artistic_gymnastics_world_championships,FIG Artistic Gymnastics World Championships,2003,2003-12-31,still-rings,Artistic Gymnastics - Still rings,Still rings,men,1,gold,athlete,Demosthenes Tampakos,Greece,GRC,https://en.wikipedia.org/wiki/2003_World_Artistic_Gymnastics_Championships
fig_artistic_gymnastics_world_championships,FIG Artistic Gymnastics World Championships,2003,2003-12-31,still-rings,Artistic Gymnastics - Still rings,Still rings,men,3,bronze,athlete,Andrea Coppolino,Italy,ITA,https://en.wikipedia.org/wiki/2003_World_Artistic_Gymnastics_Championships
fig_artistic_gymnastics_world_championships,FIG Artistic Gymnastics World Championships,2003,2003-12-31,still-rings,Artistic Gymnastics - Still rings,Still rings,men,3,bronze,athlete,Matteo Morandi,Italy,ITA,https://en.wikipedia.org/wiki/2003_World_Artistic_Gymnastics_Championships
fig_artistic_gymnastics_world_championships,FIG Artistic Gymnastics World Championships,2003,2003-12-31,team,Artistic Gymnastics - Team,Team,men,1,gold,team,China,China,CHN,https://en.wikipedia.org/wiki/2003_World_Artistic_Gymnastics_Championships
fig_artistic_gymnastics_world_championships,FIG Artistic Gymnastics World Championships,2003,2003-12-31,team,Artistic Gymnastics - Team,Team,men,2,silver,team,United States,United States,USA,https://en.wikipedia.org/wiki/2003_World_Artistic_Gymnastics_Championships
fig_artistic_gymnastics_world_championships,FIG Artistic Gymnastics World Championships,2003,2003-12-31,team,Artistic Gymnastics - Team,Team,men,3,bronze,team,Japan,Japan,JPN,https://en.wikipedia.org/wiki/2003_World_Artistic_Gymnastics_Championships
fig_artistic_gymnastics_world_championships,FIG Artistic Gymnastics World Championships,2003,2003-12-31,vault,Artistic Gymnastics - Vault,Vault,men,1,gold,athlete,Li Xiaopeng,China,CHN,https://en.wikipedia.org/wiki/2003_World_Artistic_Gymnastics_Championships
fig_artistic_gymnastics_world_championships,FIG Artistic Gymnastics World Championships,2003,2003-12-31,vault,Artistic Gymnastics - Vault,Vault,men,2,silver,athlete,Marian Drăgulescu,Romania,ROU,https://en.wikipedia.org/wiki/2003_World_Artistic_Gymnastics_Championships
fig_artistic_gymnastics_world_championships,FIG Artistic Gymnastics World Championships,2003,2003-12-31,vault,Artistic Gymnastics - Vault,Vault,men,3,bronze,athlete,Kyle Shewfelt,Canada,CAN,https://en.wikipedia.org/wiki/2003_World_Artistic_Gymnastics_Championships
fig_artistic_gymnastics_world_championships,FIG Artistic Gymnastics World Championships,2003,2003-12-31,balance-beam,Artistic Gymnastics - Balance beam,Balance beam,women,1,gold,athlete,Fan Ye,China,CHN,https://en.wikipedia.org/wiki/2003_World_Artistic_Gymnastics_Championships
fig_artistic_gymnastics_world_championships,FIG Artistic Gymnastics World Championships,2003,2003-12-31,balance-beam,Artistic Gymnastics - Balance beam,Balance beam,women,2,silver,athlete,Cătălina Ponor,Romania,ROU,https://en.wikipedia.org/wiki/2003_World_Artistic_Gymnastics_Championships
