sport,requested_year,effective_date,country_name,country_code,source_rank,points
mru,2020,2020-12-28,Malaysia,MYS,49,46.118857395265
mru,2020,2020-12-28,Trinidad & Tobago,TTO,50,45.50985632221536
mru,2020,2020-12-28,Madagascar,MDG,51,45.14458274680537
mru,2020,2020-12-28,Cook Islands,COK,52,45.106883747652994
mru,2020,2020-12-28,Sweden,SWE,53,45.035356735503896
mru,2020,2020-12-28,Senegal,SEN,54,44.88653362791059
mru,2020,2020-12-28,Singapore,SGP,55,44.04501371881927
mru,2020,2020-12-28,Luxembourg,LUX,56,43.40626653048912
mru,2020,2020-12-28,Cayman Islands,CYM,57,42.97032897099948
mru,2020,2020-12-28,Guyana,GUY,58,42.86223208850565
mru,2020,2020-12-28,Moldova,MDA,59,42.13647089765134
mru,2020,2020-12-28,Israel,ISR,60,41.67564832620073
mru,2020,2020-12-28,United Arab Emirates,ARE,61,41.23229167448233
mru,2020,2020-12-28,Kazakhstan,KAZ,62,40.86370015813171
mru,2020,2020-12-28,Latvia,LVA,63,40.845961281781264
mru,2020,2020-12-28,Hungary,HUN,64,40.677120605612686
mru,2020,2020-12-28,Chinese Taipei,TPE,65,39.229748477122634
mru,2020,2020-12-28,Zambia,ZMB,66,39.04228039365382
mru,2020,2020-12-28,Jamaica,JAM,67,39.00289216517771
mru,2020,2020-12-28,Bermuda,BMU,68,38.91146457164229
mru,2020,2020-12-28,Nigeria,NGA,69,38.371356953172324
mru,2020,2020-12-28,Slovenia,SVN,70,37.564312853056215
mru,2020,2020-12-28,Denmark,DNK,71,37.3556206514709
mru,2020,2020-12-28,Andorra,AND,72,36.97402361191961
mru,2020,2020-12-28,Bulgaria,BGR,73,36.54362372064614
mru,2020,2020-12-28,Guam,GUM,74,36.37834645978975
mru,2020,2020-12-28,Peru,PER,75,36.34962670617964
mru,2020,2020-12-28,Thailand,THA,76,36.276843055385406
mru,2020,2020-12-28,Botswana,BWA,77,36.21395294232694
mru,2020,2020-12-28,Venezuela,VEN,78,35.872916157258715
mru,2020,2020-12-28,St Vincent and the Grenadines,VCT,79,34.91461494604602
mru,2020,2020-12-28,China,CHN,80,34.91418975961267
mru,2020,2020-12-28,Barbados,BRB,81,34.724777640377326
mru,2020,2020-12-28,Bosnia & Herzegovina,BIH,82,33.78127092277392
mru,2020,2020-12-28,Papua New Guinea,PNG,83,33.68373495485308
mru,2020,2020-12-28,India,IND,84,33.397966597211294
mru,2020,2020-12-28,Austria,AUT,85,33.03452066325166
mru,2020,2020-12-28,Finland,FIN,86,33.01361820246195
mru,2020,2020-12-28,Ghana,GHA,87,32.52018865379307
mru,2020,2020-12-28,Serbia,SRB,88,32.34573627096671
mru,2020,2020-12-28,Uzbekistan,UZB,89,31.329367523516588
mru,2020,2020-12-28,Mauritius,MUS,90,30.5580989461403
mru,2020,2020-12-28,Pakistan,PAK,91,29.990459653924564
mru,2020,2020-12-28,Rwanda,RWA,92,29.783758194069794
mru,2020,2020-12-28,Costa Rica,CRI,93,29.355816477561113
mru,2020,2020-12-28,Niue Island,NIU,94,28.62618599821591
mru,2020,2020-12-28,Norway,NOR,95,28.266969578643693
mru,2020,2020-12-28,Tahiti,TAH,96,27.78896054026218
mru,2020,2020-12-28,Bahamas,BHS,97,27.75692421788799
mru,2020,2020-12-28,Eswatini,SWZ,98,26.041034781746408
mru,2020,2020-12-28,Solomon Islands,SLB,99,23.808434464606137
mru,2020,2020-12-28,Indonesia,IDN,100,21.94819879866199
mru,2020,2020-12-28,Cameroon,CMR,101,20.326571024664354
mru,2020,2020-12-28,Monaco,MCO,102,17.171558073802643
mru,2020,2020-12-28,Greece,GRC,103,16.5464517270594
mru,2020,2020-12-28,Vanuatu,VUT,104,15.453693567713898
mru,2020,2020-12-28,American Samoa,ASM,105,13.532106726695798
mru,2021,2021-12-27,South Africa,ZAF,1,90.6061491382187
mru,2021,2021-12-27,New Zealand,NZL,2,88.74670660004855
mru,2021,2021-12-27,England,ENG,3,87.83493189995278
mru,2021,2021-12-27,Ireland,IRL,4,86.52960483571194
mru,2021,2021-12-27,France,FRA,5,85.52721444250692
mru,2021,2021-12-27,Australia,AUS,6,83.91665626109685
mru,2021,2021-12-27,Scotland,SCO,7,83.05443865526541
mru,2021,2021-12-27,Wales,WAL,8,81.56063515825288
mru,2021,2021-12-27,Argentina,ARG,9,80.58022914792298
mru,2021,2021-12-27,Japan,JPN,10,78.26146332912076
mru,2021,2021-12-27,Fiji,FJI,11,76.62240994293711
mru,2021,2021-12-27,Georgia,GEO,12,73.72173511191754
mru,2021,2021-12-27,Samoa,WSM,13,73.58748335795208
mru,2021,2021-12-27,Italy,ITA,14,70.5080543145294
mru,2021,2021-12-27,Romania,ROU,15,67.90885886192324
mru,2021,2021-12-27,Tonga,TON,16,67.71855394911086
mru,2021,2021-12-27,USA,USA,17,66.53585537043153
mru,2021,2021-12-27,Uruguay,URY,18,66.39895389513808
mru,2021,2021-12-27,Spain,ESP,19,66.19670890018692
mru,2021,2021-12-27,Portugal,PRT,20,65.83530381732312
mru,2021,2021-12-27,Canada,CAN,21,61.80065105732112
mru,2021,2021-12-27,Hong Kong China,HKG,22,61.23134129802591
mru,2021,2021-12-27,Chile,CHL,23,59.87757799947653
mru,2021,2021-12-27,Namibia,NAM,24,59.71596712710912
mru,2021,2021-12-27,Russia,RUS,25,58.601690815991994
mru,2021,2021-12-27,Netherlands,NLD,26,56.8191364778027
mru,2021,2021-12-27,Belgium,BEL,27,54.861398191196706
mru,2021,2021-12-27,Poland,POL,28,53.807543320060795
mru,2021,2021-12-27,Brazil,BRA,29,53.312842936644444
mru,2021,2021-12-27,Germany,DEU,30,53.15424583102278
mru,2021,2021-12-27,Korea,KOR,31,53.1080675204941
mru,2021,2021-12-27,Colombia,COL,32,51.86912538393289
mru,2021,2021-12-27,Zimbabwe,ZWE,33,51.81764883770295
mru,2021,2021-12-27,Kenya,KEN,34,51.76855348718511
mru,2021,2021-12-27,Switzerland,CHE,35,51.53314040770652
mru,2021,2021-12-27,Czechia,CZE,36,50.86858432343645
mru,2021,2021-12-27,Ukraine,UKR,37,50.22787574079834
mru,2021,2021-12-27,Malta,MLT,38,49.2698486176774
mru,2021,2021-12-27,Tunisia,TUN,39,48.54903005522828
mru,2021,2021-12-27,Cote D'Ivoire,CIV,40,47.87690200194666
mru,2021,2021-12-27,Philippines,PHL,41,47.79565441444189
mru,2021,2021-12-27,Mexico,MEX,42,47.632527089076035
mru,2021,2021-12-27,Lithuania,LTU,43,47.16461983875837
mru,2021,2021-12-27,Senegal,SEN,44,47.10210830448491
mru,2021,2021-12-27,Croatia,HRV,45,46.92127445643195
mru,2021,2021-12-27,Madagascar,MDG,46,46.892618219598845
mru,2021,2021-12-27,Paraguay,PRY,47,46.87132059625185
mru,2021,2021-12-27,Sri Lanka,LKA,48,46.725970816327404
mru,2021,2021-12-27,Morocco,MAR,49,46.33345200516988
mru,2021,2021-12-27,Malaysia,MYS,50,46.118857395265
mru,2021,2021-12-27,Uganda,UGA,51,45.85395343779786
mru,2021,2021-12-27,Sweden,SWE,52,45.84099320475168
mru,2021,2021-12-27,Trinidad & Tobago,TTO,53,45.50985632221536
mru,2021,2021-12-27,Cook Islands,COK,54,45.106883747652994
mru,2021,2021-12-27,Singapore,SGP,55,44.04501371881927
mru,2021,2021-12-27,Guyana,GUY,56,42.86223208850565
mru,2021,2021-12-27,Cayman Islands,CYM,57,42.55777569771887
mru,2021,2021-12-27,Moldova,MDA,58,42.13647089765134
mru,2021,2021-12-27,Luxembourg,LUX,59,41.76556316633459
mru,2021,2021-12-27,Israel,ISR,60,41.67564832620073
mru,2021,2021-12-27,United Arab Emirates,ARE,61,41.23229167448233
mru,2021,2021-12-27,Kazakhstan,KAZ,62,40.86370015813171
mru,2021,2021-12-27,Latvia,LVA,63,40.845961281781264
mru,2021,2021-12-27,Hungary,HUN,64,40.677120605612686
mru,2021,2021-12-27,Chinese Taipei,TPE,65,39.229748477122634
mru,2021,2021-12-27,Jamaica,JAM,66,39.00289216517771
mru,2021,2021-12-27,Bermuda,BMU,67,38.91146457164229
mru,2021,2021-12-27,Zambia,ZMB,68,38.8267057170795
mru,2021,2021-12-27,Nigeria,NGA,69,38.371356953172324
mru,2021,2021-12-27,Bulgaria,BGR,70,38.205917347965446
mru,2021,2021-12-27,Denmark,DNK,71,38.16825278238106
mru,2021,2021-12-27,Slovenia,SVN,72,37.42048349356968
mru,2021,2021-12-27,Guam,GUM,73,36.37834645978975
mru,2021,2021-12-27,Peru,PER,74,36.34962670617964
mru,2021,2021-12-27,Thailand,THA,75,36.276843055385406
mru,2021,2021-12-27,Botswana,BWA,76,36.21395294232694
mru,2021,2021-12-27,Venezuela,VEN,77,35.872916157258715
mru,2021,2021-12-27,Andorra,AND,78,35.20118363497313
mru,2021,2021-12-27,St Vincent and the Grenadines,VCT,79,34.91461494604602
mru,2021,2021-12-27,China,CHN,80,34.91418975961267
mru,2021,2021-12-27,Barbados,BRB,81,34.724777640377326
mru,2021,2021-12-27,Bosnia & Herzegovina,BIH,82,34.01846381940124
mru,2021,2021-12-27,Papua New Guinea,PNG,83,33.68373495485308
mru,2021,2021-12-27,India,IND,84,33.397966597211294
mru,2021,2021-12-27,Ghana,GHA,85,33.268169788413765
mru,2021,2021-12-27,Austria,AUT,86,33.03452066325166
mru,2021,2021-12-27,Finland,FIN,87,32.747818447362846
mru,2021,2021-12-27,Serbia,SRB,88,32.21908972396657
mru,2021,2021-12-27,Uzbekistan,UZB,89,31.329367523516588
mru,2021,2021-12-27,Algeria,DZA,90,31.252018865379306
mru,2021,2021-12-27,Burkina Faso,BFA,91,31.05
mru,2021,2021-12-27,Mauritius,MUS,92,30.5580989461403
mru,2021,2021-12-27,Iran,IRN,93,30.0
mru,2021,2021-12-27,Laos,LAO,93,30.0
mru,2021,2021-12-27,Pakistan,PAK,95,29.990459653924564
mru,2021,2021-12-27,Rwanda,RWA,96,29.783758194069794
mru,2021,2021-12-27,Costa Rica,CRI,97,29.355816477561113
mru,2021,2021-12-27,Niue Island,NIU,98,28.62618599821591
mru,2021,2021-12-27,Bahamas,BHS,99,27.75692421788799
mru,2021,2021-12-27,Norway,NOR,100,27.72013720283264
mru,2021,2021-12-27,Burundi,BDI,101,26.15648565369965
mru,2021,2021-12-27,Eswatini,SWZ,102,26.041034781746408
mru,2021,2021-12-27,Solomon Islands,SLB,103,23.808434464606137
mru,2021,2021-12-27,Cameroon,CMR,104,23.1200853709647
mru,2021,2021-12-27,Indonesia,IDN,105,21.94819879866199
mru,2021,2021-12-27,Monaco,MCO,106,17.171558073802643
mru,2021,2021-12-27,Greece,GRC,107,16.5464517270594
mru,2021,2021-12-27,Vanuatu,VUT,108,15.453693567713898
mru,2021,2021-12-27,American Samoa,ASM,109,13.532106726695798
mru,2022,2022-12-26,Ireland,IRL,1,90.62804122667698
mru,2022,2022-12-26,France,FRA,2,90.00591294387475
mru,2022,2022-12-26,New Zealand,NZL,3,88.97597071875435
mru,2022,2022-12-26,South Africa,ZAF,4,88.96917494835505
mru,2022,2022-12-26,England,ENG,5,83.6559289025483
mru,2022,2022-12-26,Australia,AUS,6,81.80232191538335
mru,2022,2022-12-26,Scotland,SCO,7,81.55200885402107
mru,2022,2022-12-26,Argentina,ARG,8,80.71753959349684
mru,2022,2022-12-26,Wales,WAL,9,78.09406817448142
mru,2022,2022-12-26,Japan,JPN,10,77.39376631704329
mru,2022,2022-12-26,Samoa,WSM,11,76.02595819815704
mru,2022,2022-12-26,Italy,ITA,12,75.94782538536053
mru,2022,2022-12-26,Georgia,GEO,13,75.18943232589717
mru,2022,2022-12-26,Fiji,FJI,14,74.84451149253461
mru,2022,2022-12-26,Tonga,TON,15,71.20638390344487
mru,2022,2022-12-26,Spain,ESP,16,67.16656362116738
mru,2022,2022-12-26,Uruguay,URY,17,66.24486840139917
mru,2022,2022-12-26,Portugal,PRT,18,65.96962974393516
mru,2022,2022-12-26,USA,USA,19,65.92085331876476
mru,2022,2022-12-26,Romania,ROU,20,64.78879248594296
mru,2022,2022-12-26,Namibia,NAM,21,61.598886817616105
mru,2022,2022-12-26,Chile,CHL,22,60.88880831461839
mru,2022,2022-12-26,Canada,CAN,23,60.45703096528077
mru,2022,2022-12-26,Hong Kong China,HKG,24,59.657158007333074
mru,2022,2022-12-26,Russia,RUS,25,58.06119262441148
mru,2022,2022-12-26,Belgium,BEL,26,55.974670828325536
mru,2022,2022-12-26,Brazil,BRA,27,55.23177017368442
mru,2022,2022-12-26,Switzerland,CHE,28,53.80401150328147
mru,2022,2022-12-26,Netherlands,NLD,29,53.1188044331625
mru,2022,2022-12-26,Poland,POL,30,53.03449194968203
mru,2022,2022-12-26,Germany,DEU,31,52.79035442658153
mru,2022,2022-12-26,Korea,KOR,32,52.621851531341356
mru,2022,2022-12-26,Zimbabwe,ZWE,33,52.43299312866253
mru,2022,2022-12-26,Kenya,KEN,34,51.79316966917276
mru,2022,2022-12-26,Czechia,CZE,35,50.259143552440314
mru,2022,2022-12-26,Ukraine,UKR,36,49.606324073820595
mru,2022,2022-12-26,Colombia,COL,37,48.686243481962364
mru,2022,2022-12-26,Tunisia,TUN,38,48.54903005522828
mru,2022,2022-12-26,Paraguay,PRY,39,48.13527526118241
mru,2022,2022-12-26,Lithuania,LTU,40,48.09071635159904
mru,2022,2022-12-26,Sweden,SWE,41,48.06396512252277
mru,2022,2022-12-26,Philippines,PHL,42,47.79565441444189
mru,2022,2022-12-26,Uganda,UGA,43,47.25068034633669
mru,2022,2022-12-26,Madagascar,MDG,44,46.892618219598845
mru,2022,2022-12-26,Malta,MLT,45,46.751056254089576
mru,2022,2022-12-26,Sri Lanka,LKA,46,46.725970816327404
mru,2022,2022-12-26,Croatia,HRV,47,46.66987710445527
mru,2022,2022-12-26,Morocco,MAR,48,46.33345200516988
mru,2022,2022-12-26,Cote D'Ivoire,CIV,49,46.23820366795943
mru,2022,2022-12-26,Malaysia,MYS,50,46.117238914049366
mru,2022,2022-12-26,Mexico,MEX,51,45.821314380372456
mru,2022,2022-12-26,Trinidad & Tobago,TTO,52,45.50985632221536
mru,2022,2022-12-26,Cook Islands,COK,53,45.106883747652994
mru,2022,2022-12-26,Cayman Islands,CYM,54,44.368988406422446
mru,2022,2022-12-26,Singapore,SGP,55,44.04501371881927
mru,2022,2022-12-26,Senegal,SEN,56,43.216011818557014
mru,2022,2022-12-26,Moldova,MDA,57,43.039649086124314
mru,2022,2022-12-26,Guyana,GUY,58,42.86223208850565
mru,2022,2022-12-26,Bulgaria,BGR,59,42.40076479443095
mru,2022,2022-12-26,United Arab Emirates,ARE,60,41.23229167448233
mru,2022,2022-12-26,Luxembourg,LUX,61,41.08010526599023
mru,2022,2022-12-26,Israel,ISR,62,40.97892861066637
mru,2022,2022-12-26,Kazakhstan,KAZ,63,40.910266894670194
mru,2022,2022-12-26,Latvia,LVA,64,40.730337667858166
mru,2022,2022-12-26,Chinese Taipei,TPE,65,39.229748477122634
mru,2022,2022-12-26,Hungary,HUN,66,39.10512415074565
mru,2022,2022-12-26,Jamaica,JAM,67,39.00289216517771
mru,2022,2022-12-26,Bermuda,BMU,68,38.91146457164229
mru,2022,2022-12-26,Zambia,ZMB,69,38.8267057170795
mru,2022,2022-12-26,Nigeria,NGA,70,38.371356953172324
mru,2022,2022-12-26,Guam,GUM,71,36.37834645978975
mru,2022,2022-12-26,Peru,PER,72,36.34962670617964
mru,2022,2022-12-26,Algeria,DZA,73,36.252018865379306
mru,2022,2022-12-26,Botswana,BWA,74,36.21395294232694
mru,2022,2022-12-26,Denmark,DNK,75,36.104249868651415
mru,2022,2022-12-26,Venezuela,VEN,76,35.872916157258715
mru,2022,2022-12-26,Slovenia,SVN,77,35.692693165927615
mru,2022,2022-12-26,Finland,FIN,78,35.56023983856004
mru,2022,2022-12-26,Thailand,THA,79,35.48529404312245
mru,2022,2022-12-26,Serbia,SRB,80,35.20251405727776
mru,2022,2022-12-26,St Vincent and the Grenadines,VCT,81,34.91461494604602
mru,2022,2022-12-26,China,CHN,82,34.91418975961267
mru,2022,2022-12-26,Barbados,BRB,83,34.724777640377326
mru,2022,2022-12-26,Papua New Guinea,PNG,84,33.68373495485308
mru,2022,2022-12-26,India,IND,85,33.397966597211294
mru,2022,2022-12-26,Ghana,GHA,86,33.268169788413765
mru,2022,2022-12-26,Austria,AUT,87,33.03452066325166
mru,2022,2022-12-26,Andorra,AND,88,32.847651425421724
mru,2022,2022-12-26,Bosnia & Herzegovina,BIH,89,31.933296214320627
mru,2022,2022-12-26,Uzbekistan,UZB,90,31.2828007869781
mru,2022,2022-12-26,Burkina Faso,BFA,91,31.05
mru,2022,2022-12-26,Pakistan,PAK,92,30.782008666187515
mru,2022,2022-12-26,Mauritius,MUS,93,30.5580989461403
mru,2022,2022-12-26,Iran,IRN,94,30.0
mru,2022,2022-12-26,Laos,LAO,94,30.0
mru,2022,2022-12-26,Rwanda,RWA,96,29.783758194069794
mru,2022,2022-12-26,Costa Rica,CRI,97,29.355816477561113
mru,2022,2022-12-26,Niue Island,NIU,98,28.62618599821591
mru,2022,2022-12-26,Bahamas,BHS,99,27.75692421788799
mru,2022,2022-12-26,Norway,NOR,100,26.52428938951217
mru,2022,2022-12-26,Burundi,BDI,101,26.15648565369965
mru,2022,2022-12-26,Eswatini,SWZ,102,26.041034781746408
mru,2022,2022-12-26,Solomon Islands,SLB,103,23.972960374916912
mru,2022,2022-12-26,Cameroon,CMR,104,23.1200853709647
mru,2022,2022-12-26,Indonesia,IDN,105,21.94819879866199
mru,2022,2022-12-26,Monaco,MCO,106,17.171558073802643
mru,2022,2022-12-26,Greece,GRC,107,16.5464517270594
mru,2022,2022-12-26,Vanuatu,VUT,108,15.289167657403121
mru,2022,2022-12-26,American Samoa,ASM,109,13.532106726695798
mru,2023,2023-12-25,South Africa,ZAF,1,94.54079384845836
mru,2023,2023-12-25,Ireland,IRL,2,90.57071554542748
mru,2023,2023-12-25,New Zealand,NZL,3,89.80407167219418
mru,2023,2023-12-25,France,FRA,4,87.81117023957685
mru,2023,2023-12-25,England,ENG,5,85.45761900222307
mru,2023,2023-12-25,Scotland,SCO,6,83.42593285818039
mru,2023,2023-12-25,Argentina,ARG,7,80.6813542010344
mru,2023,2023-12-25,Wales,WAL,8,80.64169686544395
mru,2023,2023-12-25,Australia,AUS,9,77.47503631683716
mru,2023,2023-12-25,Fiji,FJI,10,76.37933814589064
mru,2023,2023-12-25,Italy,ITA,11,75.93068631037083
mru,2023,2023-12-25,Japan,JPN,12,74.26926623424008
mru,2023,2023-12-25,Portugal,PRT,13,72.77594531044969
mru,2023,2023-12-25,Georgia,GEO,14,72.67693804775645
mru,2023,2023-12-25,Samoa,WSM,15,72.22805358836959
mru,2023,2023-12-25,Tonga,TON,16,71.57116120800283
mru,2023,2023-12-25,USA,USA,17,67.94113845801807
mru,2023,2023-12-25,Uruguay,URY,18,67.38629847649784
mru,2023,2023-12-25,Romania,ROU,19,63.277837156552955
mru,2023,2023-12-25,Spain,ESP,20,62.86270288678199
mru,2023,2023-12-25,Canada,CAN,21,60.9038040657715
mru,2023,2023-12-25,Namibia,NAM,22,60.557354646582155
mru,2023,2023-12-25,Chile,CHL,23,60.48996532847948
mru,2023,2023-12-25,Hong Kong China,HKG,24,59.79800825204525
mru,2023,2023-12-25,Russia,RUS,25,58.06119262441148
mru,2023,2023-12-25,Switzerland,CHE,26,56.2912064751571
mru,2023,2023-12-25,Netherlands,NLD,27,55.83548521416078
mru,2023,2023-12-25,Brazil,BRA,28,55.374386366847354
mru,2023,2023-12-25,Belgium,BEL,29,54.58191022624913
mru,2023,2023-12-25,Korea,KOR,30,53.45530939403538
mru,2023,2023-12-25,Zimbabwe,ZWE,31,52.43299312866253
mru,2023,2023-12-25,Germany,DEU,32,52.319912929187666
mru,2023,2023-12-25,Poland,POL,33,51.54340218593461
mru,2023,2023-12-25,Kenya,KEN,34,51.11552159106227
mru,2023,2023-12-25,Czechia,CZE,35,50.92227514328728
mru,2023,2023-12-25,Sweden,SWE,36,50.45677083991962
mru,2023,2023-12-25,Uganda,UGA,37,50.38005471798778
mru,2023,2023-12-25,Paraguay,PRY,38,48.496587750244416
mru,2023,2023-12-25,Philippines,PHL,39,47.79565441444189
mru,2023,2023-12-25,Croatia,HRV,40,47.49899575247672
mru,2023,2023-12-25,Colombia,COL,41,47.20532403757122
mru,2023,2023-12-25,Lithuania,LTU,42,47.0230862648856
mru,2023,2023-12-25,Madagascar,MDG,43,46.892618219598845
mru,2023,2023-12-25,Malta,MLT,44,46.751056254089576
mru,2023,2023-12-25,Sri Lanka,LKA,45,46.725970816327404
mru,2023,2023-12-25,Morocco,MAR,46,46.33345200516988
mru,2023,2023-12-25,Cote D'Ivoire,CIV,47,46.23820366795943
mru,2023,2023-12-25,Tunisia,TUN,48,46.09730376168768
mru,2023,2023-12-25,Mexico,MEX,49,45.821314380372456
mru,2023,2023-12-25,Trinidad & Tobago,TTO,50,45.50985632221536
mru,2023,2023-12-25,Malaysia,MYS,51,45.142930806643164
mru,2023,2023-12-25,Cook Islands,COK,52,45.106883747652994
mru,2023,2023-12-25,Ukraine,UKR,53,44.82238234970582
mru,2023,2023-12-25,Cayman Islands,CYM,54,44.368988406422446
mru,2023,2023-12-25,Singapore,SGP,55,44.04501371881927
mru,2023,2023-12-25,Senegal,SEN,56,43.216011818557014
mru,2023,2023-12-25,Moldova,MDA,57,43.13302143033079
mru,2023,2023-12-25,Guyana,GUY,58,42.86223208850565
mru,2023,2023-12-25,Latvia,LVA,59,42.736118474620184
mru,2023,2023-12-25,Bulgaria,BGR,60,42.40599434766207
mru,2023,2023-12-25,United Arab Emirates,ARE,61,41.882469507367155
mru,2023,2023-12-25,Luxembourg,LUX,62,41.43914130970632
mru,2023,2023-12-25,Israel,ISR,63,41.23599329395556
mru,2023,2023-12-25,Kazakhstan,KAZ,64,41.1590368649243
mru,2023,2023-12-25,Chinese Taipei,TPE,65,39.229748477122634
mru,2023,2023-12-25,Jamaica,JAM,66,39.00289216517771
mru,2023,2023-12-25,Bermuda,BMU,67,38.91146457164229
mru,2023,2023-12-25,Zambia,ZMB,68,38.8267057170795
mru,2023,2023-12-25,Nigeria,NGA,69,38.371356953172324
mru,2023,2023-12-25,Hungary,HUN,70,37.46311703938482
mru,2023,2023-12-25,Slovenia,SVN,71,37.10209513216913
mru,2023,2023-12-25,Serbia,SRB,72,36.56875903662771
mru,2023,2023-12-25,Guam,GUM,73,36.37834645978975
mru,2023,2023-12-25,Peru,PER,74,36.34962670617964
mru,2023,2023-12-25,Algeria,DZA,75,36.252018865379306
mru,2023,2023-12-25,Botswana,BWA,76,36.21395294232694
mru,2023,2023-12-25,Denmark,DNK,77,36.09579986040047
mru,2023,2023-12-25,Finland,FIN,78,35.975047506875335
mru,2023,2023-12-25,Venezuela,VEN,79,35.872916157258715
mru,2023,2023-12-25,Thailand,THA,80,35.48529404312245
mru,2023,2023-12-25,St Vincent and the Grenadines,VCT,81,34.91461494604602
mru,2023,2023-12-25,China,CHN,82,34.91418975961267
mru,2023,2023-12-25,Barbados,BRB,83,34.724777640377326
mru,2023,2023-12-25,Papua New Guinea,PNG,84,33.68373495485308
mru,2023,2023-12-25,Ghana,GHA,85,33.268169788413765
mru,2023,2023-12-25,India,IND,86,33.149196626957185
mru,2023,2023-12-25,Austria,AUT,87,31.816679202372757
mru,2023,2023-12-25,Andorra,AND,88,31.676610534963615
mru,2023,2023-12-25,Uzbekistan,UZB,89,31.2828007869781
mru,2023,2023-12-25,Burkina Faso,BFA,90,31.05
mru,2023,2023-12-25,Mauritius,MUS,91,30.5580989461403
mru,2023,2023-12-25,Pakistan,PAK,92,30.131830833302693
mru,2023,2023-12-25,Bosnia & Herzegovina,BIH,93,30.113248656505995
mru,2023,2023-12-25,Iran,IRN,94,30.0
mru,2023,2023-12-25,Laos,LAO,94,30.0
mru,2023,2023-12-25,Nepal,NPL,94,30.0
mru,2023,2023-12-25,Qatar,QAT,94,30.0
mru,2023,2023-12-25,Turkey,TUR,94,30.0
mru,2023,2023-12-25,Rwanda,RWA,99,29.783758194069794
mru,2023,2023-12-25,Costa Rica,CRI,100,29.355816477561113
mru,2023,2023-12-25,Niue Island,NIU,101,28.62618599821591
mru,2023,2023-12-25,Bahamas,BHS,102,27.75692421788799
mru,2023,2023-12-25,Burundi,BDI,103,26.15648565369965
mru,2023,2023-12-25,Eswatini,SWZ,104,26.041034781746408
mru,2023,2023-12-25,Norway,NOR,105,25.95205925585125
mru,2023,2023-12-25,Solomon Islands,SLB,106,23.972960374916912
mru,2023,2023-12-25,Cameroon,CMR,107,23.1200853709647
