competition_id,competition_name,year,event_date,discipline_key,discipline_name,event_key,event_name,gender,event_label,rank,medal,participant_type,participant_name,country_name,country_code,source_text,source_url
iba_mens_world_boxing_championships,IBA Men's World Boxing Championships,2001,2001-12-31,boxing,Boxing,flyweight-51-kilograms,IBA Men's World Boxing Championships Men Flyweight ( – 51 kilograms),men,Flyweight ( – 51 kilograms),3,bronze,athlete,Alexandar Alexandrov,Bulgaria,BGR,Alexandar Alexandrov Bulgaria Georgy Balakshin Russia,https://en.wikipedia.org/wiki/2001_World_Amateur_Boxing_Championships
iba_mens_world_boxing_championships,IBA Men's World Boxing Championships,2001,2001-12-31,boxing,Boxing,flyweight-51-kilograms,IBA Men's World Boxing Championships Men Flyweight ( – 51 kilograms),men,Flyweight ( – 51 kilograms),3,bronze,athlete,Georgy Balakshin,Russia,RUS,Alexandar Alexandrov Bulgaria Georgy Balakshin Russia,https://en.wikipedia.org/wiki/2001_World_Amateur_Boxing_Championships
iba_mens_world_boxing_championships,IBA Men's World Boxing Championships,2001,2001-12-31,boxing,Boxing,heavyweight-91-kilograms,IBA Men's World Boxing Championships Men Heavyweight ( – 91 kilograms),men,Heavyweight ( – 91 kilograms),1,gold,athlete,Odlanier Solis,Cuba,CUB,Odlanier Solis Cuba,https://en.wikipedia.org/wiki/2001_World_Amateur_Boxing_Championships
iba_mens_world_boxing_championships,IBA Men's World Boxing Championships,2001,2001-12-31,boxing,Boxing,heavyweight-91-kilograms,IBA Men's World Boxing Championships Men Heavyweight ( – 91 kilograms),men,Heavyweight ( – 91 kilograms),2,silver,athlete,David Haye,England,ENG,David Haye England,https://en.wikipedia.org/wiki/2001_World_Amateur_Boxing_Championships
iba_mens_world_boxing_championships,IBA Men's World Boxing Championships,2001,2001-12-31,boxing,Boxing,heavyweight-91-kilograms,IBA Men's World Boxing Championships Men Heavyweight ( – 91 kilograms),men,Heavyweight ( – 91 kilograms),3,bronze,athlete,Sultanachmed Ibragimov,Russia,RUS,Sultanachmed Ibragimov Russia Vyacheslav Uselkov Ukraine,https://en.wikipedia.org/wiki/2001_World_Amateur_Boxing_Championships
iba_mens_world_boxing_championships,IBA Men's World Boxing Championships,2001,2001-12-31,boxing,Boxing,heavyweight-91-kilograms,IBA Men's World Boxing Championships Men Heavyweight ( – 91 kilograms),men,Heavyweight ( – 91 kilograms),3,bronze,athlete,Vyacheslav Uselkov,Ukraine,UKR,Sultanachmed Ibragimov Russia Vyacheslav Uselkov Ukraine,https://en.wikipedia.org/wiki/2001_World_Amateur_Boxing_Championships
iba_mens_world_boxing_championships,IBA Men's World Boxing Championships,2001,2001-12-31,boxing,Boxing,light-flyweight-48-kilograms,IBA Men's World Boxing Championships Men Light Flyweight ( – 48 kilograms),men,Light Flyweight ( – 48 kilograms),1,gold,athlete,Yan Bartelemí,Cuba,CUB,Yan Bartelemí Cuba,https://en.wikipedia.org/wiki/2001_World_Amateur_Boxing_Championships
iba_mens_world_boxing_championships,IBA Men's World Boxing Championships,2001,2001-12-31,boxing,Boxing,light-flyweight-48-kilograms,IBA Men's World Boxing Championships Men Light Flyweight ( – 48 kilograms),men,Light Flyweight ( – 48 kilograms),2,silver,athlete,Marian Velicu,Romania,ROU,Marian Velicu Romania,https://en.wikipedia.org/wiki/2001_World_Amateur_Boxing_Championships
iba_mens_world_boxing_championships,IBA Men's World Boxing Championships,2001,2001-12-31,boxing,Boxing,light-flyweight-48-kilograms,IBA Men's World Boxing Championships Men Light Flyweight ( – 48 kilograms),men,Light Flyweight ( – 48 kilograms),3,bronze,athlete,Harry Tañamor,Philippines,PHL,Ronald Siler United States Harry Tañamor Philippines,https://en.wikipedia.org/wiki/2001_World_Amateur_Boxing_Championships
iba_mens_world_boxing_championships,IBA Men's World Boxing Championships,2001,2001-12-31,boxing,Boxing,light-flyweight-48-kilograms,IBA Men's World Boxing Championships Men Light Flyweight ( – 48 kilograms),men,Light Flyweight ( – 48 kilograms),3,bronze,athlete,Ronald Siler,United States,USA,Ronald Siler United States Harry Tañamor Philippines,https://en.wikipedia.org/wiki/2001_World_Amateur_Boxing_Championships
iba_mens_world_boxing_championships,IBA Men's World Boxing Championships,2001,2001-12-31,boxing,Boxing,light-heavyweight-81-kilograms,IBA Men's World Boxing Championships Men Light Heavyweight ( – 81 kilograms),men,Light Heavyweight ( – 81 kilograms),1,gold,athlete,Yevgeniy Makarenko,Russia,RUS,Yevgeniy Makarenko Russia,https://en.wikipedia.org/wiki/2001_World_Amateur_Boxing_Championships
iba_mens_world_boxing_championships,IBA Men's World Boxing Championships,2001,2001-12-31,boxing,Boxing,light-heavyweight-81-kilograms,IBA Men's World Boxing Championships Men Light Heavyweight ( – 81 kilograms),men,Light Heavyweight ( – 81 kilograms),2,silver,athlete,Viktor Perun,Ukraine,UKR,Viktor Perun Ukraine,https://en.wikipedia.org/wiki/2001_World_Amateur_Boxing_Championships
iba_mens_world_boxing_championships,IBA Men's World Boxing Championships,2001,2001-12-31,boxing,Boxing,light-heavyweight-81-kilograms,IBA Men's World Boxing Championships Men Light Heavyweight ( – 81 kilograms),men,Light Heavyweight ( – 81 kilograms),3,bronze,athlete,John Dovi,France,FRA,John Dovi France Claudio Rasco Romania,https://en.wikipedia.org/wiki/2001_World_Amateur_Boxing_Championships
iba_mens_world_boxing_championships,IBA Men's World Boxing Championships,2001,2001-12-31,boxing,Boxing,light-heavyweight-81-kilograms,IBA Men's World Boxing Championships Men Light Heavyweight ( – 81 kilograms),men,Light Heavyweight ( – 81 kilograms),3,bronze,athlete,Claudio Rasco,Romania,ROU,John Dovi France Claudio Rasco Romania,https://en.wikipedia.org/wiki/2001_World_Amateur_Boxing_Championships
iba_mens_world_boxing_championships,IBA Men's World Boxing Championships,2001,2001-12-31,boxing,Boxing,light-middleweight-71-kilograms,IBA Men's World Boxing Championships Men Light Middleweight ( – 71 kilograms),men,Light Middleweight ( – 71 kilograms),1,gold,athlete,Damián Austín,Cuba,CUB,Damián Austín Cuba,https://en.wikipedia.org/wiki/2001_World_Amateur_Boxing_Championships
iba_mens_world_boxing_championships,IBA Men's World Boxing Championships,2001,2001-12-31,boxing,Boxing,light-middleweight-71-kilograms,IBA Men's World Boxing Championships Men Light Middleweight ( – 71 kilograms),men,Light Middleweight ( – 71 kilograms),2,silver,athlete,Marian Simion,Romania,ROU,Marian Simion Romania,https://en.wikipedia.org/wiki/2001_World_Amateur_Boxing_Championships
iba_mens_world_boxing_championships,IBA Men's World Boxing Championships,2001,2001-12-31,boxing,Boxing,light-middleweight-71-kilograms,IBA Men's World Boxing Championships Men Light Middleweight ( – 71 kilograms),men,Light Middleweight ( – 71 kilograms),3,bronze,athlete,Ciro Di Corcia,Italy,ITA,Ciro Di Corcia Italy Bülent Ulusoy Turkey,https://en.wikipedia.org/wiki/2001_World_Amateur_Boxing_Championships
iba_mens_world_boxing_championships,IBA Men's World Boxing Championships,2001,2001-12-31,boxing,Boxing,light-middleweight-71-kilograms,IBA Men's World Boxing Championships Men Light Middleweight ( – 71 kilograms),men,Light Middleweight ( – 71 kilograms),3,bronze,athlete,Bülent Ulusoy,Türkiye,TUR,Ciro Di Corcia Italy Bülent Ulusoy Turkey,https://en.wikipedia.org/wiki/2001_World_Amateur_Boxing_Championships
iba_mens_world_boxing_championships,IBA Men's World Boxing Championships,2001,2001-12-31,boxing,Boxing,light-welterweight-63-5-kilograms,"IBA Men's World Boxing Championships Men Light Welterweight ( – 63,5 kilograms)",men,"Light Welterweight ( – 63,5 kilograms)",1,gold,athlete,Diógenes Luna,Cuba,CUB,Diógenes Luna Cuba,https://en.wikipedia.org/wiki/2001_World_Amateur_Boxing_Championships
iba_mens_world_boxing_championships,IBA Men's World Boxing Championships,2001,2001-12-31,boxing,Boxing,light-welterweight-63-5-kilograms,"IBA Men's World Boxing Championships Men Light Welterweight ( – 63,5 kilograms)",men,"Light Welterweight ( – 63,5 kilograms)",2,silver,athlete,Dimitar Shtilianov,Bulgaria,BGR,Dimitar Shtilianov Bulgaria,https://en.wikipedia.org/wiki/2001_World_Amateur_Boxing_Championships
iba_mens_world_boxing_championships,IBA Men's World Boxing Championships,2001,2001-12-31,boxing,Boxing,light-welterweight-63-5-kilograms,"IBA Men's World Boxing Championships Men Light Welterweight ( – 63,5 kilograms)",men,"Light Welterweight ( – 63,5 kilograms)",3,bronze,athlete,Willy Blain,France,FRA,Willy Blain France Yuriy Solotov Ukraine,https://en.wikipedia.org/wiki/2001_World_Amateur_Boxing_Championships
iba_mens_world_boxing_championships,IBA Men's World Boxing Championships,2001,2001-12-31,boxing,Boxing,light-welterweight-63-5-kilograms,"IBA Men's World Boxing Championships Men Light Welterweight ( – 63,5 kilograms)",men,"Light Welterweight ( – 63,5 kilograms)",3,bronze,athlete,Yuriy Solotov,Ukraine,UKR,Willy Blain France Yuriy Solotov Ukraine,https://en.wikipedia.org/wiki/2001_World_Amateur_Boxing_Championships
iba_mens_world_boxing_championships,IBA Men's World Boxing Championships,2001,2001-12-31,boxing,Boxing,lightweight-60-kilograms,IBA Men's World Boxing Championships Men Lightweight ( – 60 kilograms),men,Lightweight ( – 60 kilograms),1,gold,athlete,Mario Kindelán,Cuba,CUB,Mario Kindelán Cuba,https://en.wikipedia.org/wiki/2001_World_Amateur_Boxing_Championships
iba_mens_world_boxing_championships,IBA Men's World Boxing Championships,2001,2001-12-31,boxing,Boxing,lightweight-60-kilograms,IBA Men's World Boxing Championships Men Lightweight ( – 60 kilograms),men,Lightweight ( – 60 kilograms),2,silver,athlete,Volodymyr Kolesnyk,Ukraine,UKR,Volodymyr Kolesnyk Ukraine,https://en.wikipedia.org/wiki/2001_World_Amateur_Boxing_Championships
iba_mens_world_boxing_championships,IBA Men's World Boxing Championships,2001,2001-12-31,boxing,Boxing,lightweight-60-kilograms,IBA Men's World Boxing Championships Men Lightweight ( – 60 kilograms),men,Lightweight ( – 60 kilograms),3,bronze,athlete,Filip Palić,Croatia,HRV,Alexandr Maletin Russia Filip Palić Croatia,https://en.wikipedia.org/wiki/2001_World_Amateur_Boxing_Championships
iba_mens_world_boxing_championships,IBA Men's World Boxing Championships,2001,2001-12-31,boxing,Boxing,lightweight-60-kilograms,IBA Men's World Boxing Championships Men Lightweight ( – 60 kilograms),men,Lightweight ( – 60 kilograms),3,bronze,athlete,Alexandr Maletin,Russia,RUS,Alexandr Maletin Russia Filip Palić Croatia,https://en.wikipedia.org/wiki/2001_World_Amateur_Boxing_Championships
iba_mens_world_boxing_championships,IBA Men's World Boxing Championships,2001,2001-12-31,boxing,Boxing,middleweight-75-kilograms,IBA Men's World Boxing Championships Men Middleweight ( – 75 kilograms),men,Middleweight ( – 75 kilograms),1,gold,athlete,Andrey Gogolev,Russia,RUS,Andrey Gogolev Russia,https://en.wikipedia.org/wiki/2001_World_Amateur_Boxing_Championships
iba_mens_world_boxing_championships,IBA Men's World Boxing Championships,2001,2001-12-31,boxing,Boxing,middleweight-75-kilograms,IBA Men's World Boxing Championships Men Middleweight ( – 75 kilograms),men,Middleweight ( – 75 kilograms),2,silver,athlete,Utkirbek Haydarov,Uzbekistan,UZB,Utkirbek Haydarov Uzbekistan,https://en.wikipedia.org/wiki/2001_World_Amateur_Boxing_Championships
iba_mens_world_boxing_championships,IBA Men's World Boxing Championships,2001,2001-12-31,boxing,Boxing,middleweight-75-kilograms,IBA Men's World Boxing Championships Men Middleweight ( – 75 kilograms),men,Middleweight ( – 75 kilograms),3,bronze,athlete,Yordanis Despaigne,Cuba,CUB,Yordanis Despaigne Cuba Carl Froch England,https://en.wikipedia.org/wiki/2001_World_Amateur_Boxing_Championships
iba_mens_world_boxing_championships,IBA Men's World Boxing Championships,2001,2001-12-31,boxing,Boxing,middleweight-75-kilograms,IBA Men's World Boxing Championships Men Middleweight ( – 75 kilograms),men,Middleweight ( – 75 kilograms),3,bronze,athlete,Carl Froch,England,ENG,Yordanis Despaigne Cuba Carl Froch England,https://en.wikipedia.org/wiki/2001_World_Amateur_Boxing_Championships
iba_mens_world_boxing_championships,IBA Men's World Boxing Championships,2001,2001-12-31,boxing,Boxing,super-heavyweight-plus-91-kilograms,IBA Men's World Boxing Championships Men Super Heavyweight (+ 91 kilograms),men,Super Heavyweight (+ 91 kilograms),1,gold,athlete,Ruslan Chagaev,Uzbekistan,UZB,Ruslan Chagaev Uzbekistan,https://en.wikipedia.org/wiki/2001_World_Amateur_Boxing_Championships
iba_mens_world_boxing_championships,IBA Men's World Boxing Championships,2001,2001-12-31,boxing,Boxing,super-heavyweight-plus-91-kilograms,IBA Men's World Boxing Championships Men Super Heavyweight (+ 91 kilograms),men,Super Heavyweight (+ 91 kilograms),2,silver,athlete,Aleksey Masikin,Ukraine,UKR,Aleksey Masikin Ukraine,https://en.wikipedia.org/wiki/2001_World_Amateur_Boxing_Championships
iba_mens_world_boxing_championships,IBA Men's World Boxing Championships,2001,2001-12-31,boxing,Boxing,super-heavyweight-plus-91-kilograms,IBA Men's World Boxing Championships Men Super Heavyweight (+ 91 kilograms),men,Super Heavyweight (+ 91 kilograms),3,bronze,athlete,Pedro Carrión,Cuba,CUB,Vitali Boot Germany Pedro Carrión Cuba,https://en.wikipedia.org/wiki/2001_World_Amateur_Boxing_Championships
iba_mens_world_boxing_championships,IBA Men's World Boxing Championships,2001,2001-12-31,boxing,Boxing,super-heavyweight-plus-91-kilograms,IBA Men's World Boxing Championships Men Super Heavyweight (+ 91 kilograms),men,Super Heavyweight (+ 91 kilograms),3,bronze,athlete,Vitali Boot,Germany,DEU,Vitali Boot Germany Pedro Carrión Cuba,https://en.wikipedia.org/wiki/2001_World_Amateur_Boxing_Championships
iba_mens_world_boxing_championships,IBA Men's World Boxing Championships,2001,2001-12-31,boxing,Boxing,welterweight-67-kilograms,IBA Men's World Boxing Championships Men Welterweight ( – 67 kilograms),men,Welterweight ( – 67 kilograms),1,gold,athlete,Lorenzo Aragón,Cuba,CUB,Lorenzo Aragón Cuba,https://en.wikipedia.org/wiki/2001_World_Amateur_Boxing_Championships
iba_mens_world_boxing_championships,IBA Men's World Boxing Championships,2001,2001-12-31,boxing,Boxing,welterweight-67-kilograms,IBA Men's World Boxing Championships Men Welterweight ( – 67 kilograms),men,Welterweight ( – 67 kilograms),2,silver,athlete,Anthony Thompson,United States,USA,Anthony Thompson United States,https://en.wikipedia.org/wiki/2001_World_Amateur_Boxing_Championships
iba_mens_world_boxing_championships,IBA Men's World Boxing Championships,2001,2001-12-31,boxing,Boxing,welterweight-67-kilograms,IBA Men's World Boxing Championships Men Welterweight ( – 67 kilograms),men,Welterweight ( – 67 kilograms),3,bronze,athlete,James Moore,Ireland,IRL,Sherzod Husanov Uzbekistan James Moore Ireland,https://en.wikipedia.org/wiki/2001_World_Amateur_Boxing_Championships
iba_mens_world_boxing_championships,IBA Men's World Boxing Championships,2001,2001-12-31,boxing,Boxing,welterweight-67-kilograms,IBA Men's World Boxing Championships Men Welterweight ( – 67 kilograms),men,Welterweight ( – 67 kilograms),3,bronze,athlete,Sherzod Husanov,Uzbekistan,UZB,Sherzod Husanov Uzbekistan James Moore Ireland,https://en.wikipedia.org/wiki/2001_World_Amateur_Boxing_Championships
iba_mens_world_boxing_championships,IBA Men's World Boxing Championships,2003,2003-12-31,boxing,Boxing,bantamweight-54-kilograms,IBA Men's World Boxing Championships Men Bantamweight (–54 kilograms),men,Bantamweight (–54 kilograms),1,gold,athlete,Aghasi Mammadov,Azerbaijan,AZE,Aghasi Mammadov Azerbaijan,https://en.wikipedia.org/wiki/2003_World_Amateur_Boxing_Championships
iba_mens_world_boxing_championships,IBA Men's World Boxing Championships,2003,2003-12-31,boxing,Boxing,bantamweight-54-kilograms,IBA Men's World Boxing Championships Men Bantamweight (–54 kilograms),men,Bantamweight (–54 kilograms),2,silver,athlete,Gennadiy Kovalev,Russia,RUS,Gennadiy Kovalev Russia,https://en.wikipedia.org/wiki/2003_World_Amateur_Boxing_Championships
iba_mens_world_boxing_championships,IBA Men's World Boxing Championships,2003,2003-12-31,boxing,Boxing,bantamweight-54-kilograms,IBA Men's World Boxing Championships Men Bantamweight (–54 kilograms),men,Bantamweight (–54 kilograms),3,bronze,athlete,Detelin Dalakliev,Bulgaria,BGR,Detelin Dalakliev Bulgaria Bahodirjon Sultonov Uzbekistan,https://en.wikipedia.org/wiki/2003_World_Amateur_Boxing_Championships
iba_mens_world_boxing_championships,IBA Men's World Boxing Championships,2003,2003-12-31,boxing,Boxing,bantamweight-54-kilograms,IBA Men's World Boxing Championships Men Bantamweight (–54 kilograms),men,Bantamweight (–54 kilograms),3,bronze,athlete,Bahodirjon Sultonov,Uzbekistan,UZB,Detelin Dalakliev Bulgaria Bahodirjon Sultonov Uzbekistan,https://en.wikipedia.org/wiki/2003_World_Amateur_Boxing_Championships
iba_mens_world_boxing_championships,IBA Men's World Boxing Championships,2003,2003-12-31,boxing,Boxing,featherweight-57-kilograms,IBA Men's World Boxing Championships Men Featherweight (–57 kilograms),men,Featherweight (–57 kilograms),1,gold,athlete,Galib Jafarov,Kazakhstan,KAZ,Galib Jafarov Kazakhstan,https://en.wikipedia.org/wiki/2003_World_Amateur_Boxing_Championships
iba_mens_world_boxing_championships,IBA Men's World Boxing Championships,2003,2003-12-31,boxing,Boxing,featherweight-57-kilograms,IBA Men's World Boxing Championships Men Featherweight (–57 kilograms),men,Featherweight (–57 kilograms),2,silver,athlete,Vitali Tajbert,Germany,DEU,Vitali Tajbert Germany,https://en.wikipedia.org/wiki/2003_World_Amateur_Boxing_Championships
iba_mens_world_boxing_championships,IBA Men's World Boxing Championships,2003,2003-12-31,boxing,Boxing,featherweight-57-kilograms,IBA Men's World Boxing Championships Men Featherweight (–57 kilograms),men,Featherweight (–57 kilograms),3,bronze,athlete,Cho Seok-Hwan,South Korea,KOR,Abdusalom Khasanov Tajikistan Cho Seok-Hwan South Korea,https://en.wikipedia.org/wiki/2003_World_Amateur_Boxing_Championships
iba_mens_world_boxing_championships,IBA Men's World Boxing Championships,2003,2003-12-31,boxing,Boxing,featherweight-57-kilograms,IBA Men's World Boxing Championships Men Featherweight (–57 kilograms),men,Featherweight (–57 kilograms),3,bronze,athlete,Abdusalom Khasanov,Tajikistan,TJK,Abdusalom Khasanov Tajikistan Cho Seok-Hwan South Korea,https://en.wikipedia.org/wiki/2003_World_Amateur_Boxing_Championships
iba_mens_world_boxing_championships,IBA Men's World Boxing Championships,2003,2003-12-31,boxing,Boxing,flyweight-51-kilograms,IBA Men's World Boxing Championships Men Flyweight (–51 kilograms),men,Flyweight (–51 kilograms),1,gold,athlete,Somjit Jongjohor,Thailand,THA,Somjit Jongjohor Thailand,https://en.wikipedia.org/wiki/2003_World_Amateur_Boxing_Championships
iba_mens_world_boxing_championships,IBA Men's World Boxing Championships,2003,2003-12-31,boxing,Boxing,flyweight-51-kilograms,IBA Men's World Boxing Championships Men Flyweight (–51 kilograms),men,Flyweight (–51 kilograms),2,silver,athlete,Jérôme Thomas,France,FRA,Jérôme Thomas France,https://en.wikipedia.org/wiki/2003_World_Amateur_Boxing_Championships
iba_mens_world_boxing_championships,IBA Men's World Boxing Championships,2003,2003-12-31,boxing,Boxing,flyweight-51-kilograms,IBA Men's World Boxing Championships Men Flyweight (–51 kilograms),men,Flyweight (–51 kilograms),3,bronze,athlete,Alexandar Alexandrov,Bulgaria,BGR,Alexandar Alexandrov Bulgaria Rustamhodza Rahimov Germany,https://en.wikipedia.org/wiki/2003_World_Amateur_Boxing_Championships
iba_mens_world_boxing_championships,IBA Men's World Boxing Championships,2003,2003-12-31,boxing,Boxing,flyweight-51-kilograms,IBA Men's World Boxing Championships Men Flyweight (–51 kilograms),men,Flyweight (–51 kilograms),3,bronze,athlete,Rustamhodza Rahimov,Germany,DEU,Alexandar Alexandrov Bulgaria Rustamhodza Rahimov Germany,https://en.wikipedia.org/wiki/2003_World_Amateur_Boxing_Championships
iba_mens_world_boxing_championships,IBA Men's World Boxing Championships,2003,2003-12-31,boxing,Boxing,heavyweight-91-kilograms,IBA Men's World Boxing Championships Men Heavyweight (–91 kilograms),men,Heavyweight (–91 kilograms),1,gold,athlete,Odlanier Solis,Cuba,CUB,Odlanier Solis Cuba,https://en.wikipedia.org/wiki/2003_World_Amateur_Boxing_Championships
iba_mens_world_boxing_championships,IBA Men's World Boxing Championships,2003,2003-12-31,boxing,Boxing,heavyweight-91-kilograms,IBA Men's World Boxing Championships Men Heavyweight (–91 kilograms),men,Heavyweight (–91 kilograms),2,silver,athlete,Aleksandr Alekseyev,Russia,RUS,Aleksandr Alekseyev Russia,https://en.wikipedia.org/wiki/2003_World_Amateur_Boxing_Championships
iba_mens_world_boxing_championships,IBA Men's World Boxing Championships,2003,2003-12-31,boxing,Boxing,heavyweight-91-kilograms,IBA Men's World Boxing Championships Men Heavyweight (–91 kilograms),men,Heavyweight (–91 kilograms),3,bronze,athlete,Viktor Zuyev,Belarus,BLR,Steffen Kretschmann Germany Viktor Zuyev Belarus,https://en.wikipedia.org/wiki/2003_World_Amateur_Boxing_Championships
iba_mens_world_boxing_championships,IBA Men's World Boxing Championships,2003,2003-12-31,boxing,Boxing,heavyweight-91-kilograms,IBA Men's World Boxing Championships Men Heavyweight (–91 kilograms),men,Heavyweight (–91 kilograms),3,bronze,athlete,Steffen Kretschmann,Germany,DEU,Steffen Kretschmann Germany Viktor Zuyev Belarus,https://en.wikipedia.org/wiki/2003_World_Amateur_Boxing_Championships
iba_mens_world_boxing_championships,IBA Men's World Boxing Championships,2003,2003-12-31,boxing,Boxing,light-flyweight-48-kilograms,IBA Men's World Boxing Championships Men Light flyweight (–48 kilograms),men,Light flyweight (–48 kilograms),1,gold,athlete,Sergey Kazakov,Russia,RUS,Sergey Kazakov Russia,https://en.wikipedia.org/wiki/2003_World_Amateur_Boxing_Championships
iba_mens_world_boxing_championships,IBA Men's World Boxing Championships,2003,2003-12-31,boxing,Boxing,light-flyweight-48-kilograms,IBA Men's World Boxing Championships Men Light flyweight (–48 kilograms),men,Light flyweight (–48 kilograms),2,silver,athlete,Zou Shiming,China,CHN,Zou Shiming People's Republic of China,https://en.wikipedia.org/wiki/2003_World_Amateur_Boxing_Championships
iba_mens_world_boxing_championships,IBA Men's World Boxing Championships,2003,2003-12-31,boxing,Boxing,light-flyweight-48-kilograms,IBA Men's World Boxing Championships Men Light flyweight (–48 kilograms),men,Light flyweight (–48 kilograms),3,bronze,athlete,Nauman Karim,Pakistan,PAK,Nauman Karim Pakistan Harry Tañamor Philippines,https://en.wikipedia.org/wiki/2003_World_Amateur_Boxing_Championships
iba_mens_world_boxing_championships,IBA Men's World Boxing Championships,2003,2003-12-31,boxing,Boxing,light-flyweight-48-kilograms,IBA Men's World Boxing Championships Men Light flyweight (–48 kilograms),men,Light flyweight (–48 kilograms),3,bronze,athlete,Harry Tañamor,Philippines,PHL,Nauman Karim Pakistan Harry Tañamor Philippines,https://en.wikipedia.org/wiki/2003_World_Amateur_Boxing_Championships
iba_mens_world_boxing_championships,IBA Men's World Boxing Championships,2003,2003-12-31,boxing,Boxing,light-heavyweight-81-kilograms,IBA Men's World Boxing Championships Men Light heavyweight (–81 kilograms),men,Light heavyweight (–81 kilograms),1,gold,athlete,Yevgeniy Makarenko,Russia,RUS,Yevgeniy Makarenko Russia,https://en.wikipedia.org/wiki/2003_World_Amateur_Boxing_Championships
iba_mens_world_boxing_championships,IBA Men's World Boxing Championships,2003,2003-12-31,boxing,Boxing,light-heavyweight-81-kilograms,IBA Men's World Boxing Championships Men Light heavyweight (–81 kilograms),men,Light heavyweight (–81 kilograms),2,silver,athlete,Magomed Aripgadjiev,Belarus,BLR,Magomed Aripgadjiev Belarus,https://en.wikipedia.org/wiki/2003_World_Amateur_Boxing_Championships
