competition_id,sport_id,name,season_year,level,start_date,end_date,source_id
formulae_drivers_world_championship,motorsport,Formula E Drivers' Championship,,professional_championship,2015-12-31,2025-12-31,formulae_world_championship_history
formulae_teams_world_championship,motorsport,Formula E Teams' Championship,,professional_championship,2015-12-31,2025-12-31,formulae_world_championship_history
