competition_id,competition_name,year,event_date,discipline_key,discipline_id,discipline_name,event_name,gender,rank,medal,participant_type,participant_name,country_name,country_code,source_url
world_rowing_championships,World Rowing Championships,2001,2001-12-31,M2+,rowing-coxed-pair,Coxed pair,M2+,men,2,silver,team,Italy,Italy,ITA,https://en.wikipedia.org/wiki/2001_World_Rowing_Championships
world_rowing_championships,World Rowing Championships,2001,2001-12-31,M2+,rowing-coxed-pair,Coxed pair,M2+,men,3,bronze,team,Romania,Romania,ROU,https://en.wikipedia.org/wiki/2001_World_Rowing_Championships
world_rowing_championships,World Rowing Championships,2001,2001-12-31,M2-,rowing-coxless-pair,Coxless pair,M2-,men,1,gold,team,United Kingdom,United Kingdom,GBR,https://en.wikipedia.org/wiki/2001_World_Rowing_Championships
world_rowing_championships,World Rowing Championships,2001,2001-12-31,M2-,rowing-coxless-pair,Coxless pair,M2-,men,2,silver,team,Yugoslavia,Yugoslavia,YUG,https://en.wikipedia.org/wiki/2001_World_Rowing_Championships
world_rowing_championships,World Rowing Championships,2001,2001-12-31,M2-,rowing-coxless-pair,Coxless pair,M2-,men,3,bronze,team,South Africa,South Africa,ZAF,https://en.wikipedia.org/wiki/2001_World_Rowing_Championships
world_rowing_championships,World Rowing Championships,2001,2001-12-31,M2x,rowing-double-sculls,Double sculls,M2x,men,1,gold,team,Hungary,Hungary,HUN,https://en.wikipedia.org/wiki/2001_World_Rowing_Championships
world_rowing_championships,World Rowing Championships,2001,2001-12-31,M2x,rowing-double-sculls,Double sculls,M2x,men,2,silver,team,France,France,FRA,https://en.wikipedia.org/wiki/2001_World_Rowing_Championships
world_rowing_championships,World Rowing Championships,2001,2001-12-31,M2x,rowing-double-sculls,Double sculls,M2x,men,3,bronze,team,Italy,Italy,ITA,https://en.wikipedia.org/wiki/2001_World_Rowing_Championships
world_rowing_championships,World Rowing Championships,2001,2001-12-31,M4+,rowing-coxed-four,Coxed four,M4+,men,1,gold,team,France,France,FRA,https://en.wikipedia.org/wiki/2001_World_Rowing_Championships
world_rowing_championships,World Rowing Championships,2001,2001-12-31,M4+,rowing-coxed-four,Coxed four,M4+,men,2,silver,team,Italy,Italy,ITA,https://en.wikipedia.org/wiki/2001_World_Rowing_Championships
world_rowing_championships,World Rowing Championships,2001,2001-12-31,M4+,rowing-coxed-four,Coxed four,M4+,men,3,bronze,team,United Kingdom,United Kingdom,GBR,https://en.wikipedia.org/wiki/2001_World_Rowing_Championships
world_rowing_championships,World Rowing Championships,2001,2001-12-31,M4-,rowing-coxless-four,Coxless four,M4-,men,1,gold,team,United Kingdom,United Kingdom,GBR,https://en.wikipedia.org/wiki/2001_World_Rowing_Championships
world_rowing_championships,World Rowing Championships,2001,2001-12-31,M4-,rowing-coxless-four,Coxless four,M4-,men,2,silver,team,Germany,Germany,DEU,https://en.wikipedia.org/wiki/2001_World_Rowing_Championships
world_rowing_championships,World Rowing Championships,2001,2001-12-31,M4-,rowing-coxless-four,Coxless four,M4-,men,3,bronze,team,Slovenia,Slovenia,SVN,https://en.wikipedia.org/wiki/2001_World_Rowing_Championships
world_rowing_championships,World Rowing Championships,2001,2001-12-31,M4x,rowing-quadruple-sculls,Quadruple sculls,M4x,men,1,gold,team,Germany,Germany,DEU,https://en.wikipedia.org/wiki/2001_World_Rowing_Championships
world_rowing_championships,World Rowing Championships,2001,2001-12-31,M4x,rowing-quadruple-sculls,Quadruple sculls,M4x,men,2,silver,team,Netherlands,Netherlands,NLD,https://en.wikipedia.org/wiki/2001_World_Rowing_Championships
world_rowing_championships,World Rowing Championships,2001,2001-12-31,M4x,rowing-quadruple-sculls,Quadruple sculls,M4x,men,3,bronze,team,Italy,Italy,ITA,https://en.wikipedia.org/wiki/2001_World_Rowing_Championships
world_rowing_championships,World Rowing Championships,2001,2001-12-31,M8+,rowing-eight,Eight,M8+,men,1,gold,team,Romania,Romania,ROU,https://en.wikipedia.org/wiki/2001_World_Rowing_Championships
world_rowing_championships,World Rowing Championships,2001,2001-12-31,M8+,rowing-eight,Eight,M8+,men,2,silver,team,Croatia,Croatia,HRV,https://en.wikipedia.org/wiki/2001_World_Rowing_Championships
world_rowing_championships,World Rowing Championships,2001,2001-12-31,M8+,rowing-eight,Eight,M8+,men,3,bronze,team,Germany,Germany,DEU,https://en.wikipedia.org/wiki/2001_World_Rowing_Championships
world_rowing_championships,World Rowing Championships,2001,2001-12-31,W1x,rowing-single-sculls,Single sculls,W1x,women,1,gold,athlete,Katrin Rutschow-Stomporowski,Germany,DEU,https://en.wikipedia.org/wiki/2001_World_Rowing_Championships
world_rowing_championships,World Rowing Championships,2001,2001-12-31,W1x,rowing-single-sculls,Single sculls,W1x,women,2,silver,athlete,Yuliya Levina,Russian Federation,RUS,https://en.wikipedia.org/wiki/2001_World_Rowing_Championships
world_rowing_championships,World Rowing Championships,2001,2001-12-31,W1x,rowing-single-sculls,Single sculls,W1x,women,3,bronze,athlete,Ekaterina Karsten-Khodotovitch,Belarus,BLR,https://en.wikipedia.org/wiki/2001_World_Rowing_Championships
world_rowing_championships,World Rowing Championships,2001,2001-12-31,W2-,rowing-coxless-pair,Coxless pair,W2-,women,1,gold,team,Romania,Romania,ROU,https://en.wikipedia.org/wiki/2001_World_Rowing_Championships
world_rowing_championships,World Rowing Championships,2001,2001-12-31,W2-,rowing-coxless-pair,Coxless pair,W2-,women,2,silver,team,Belarus,Belarus,BLR,https://en.wikipedia.org/wiki/2001_World_Rowing_Championships
world_rowing_championships,World Rowing Championships,2001,2001-12-31,W2-,rowing-coxless-pair,Coxless pair,W2-,women,3,bronze,team,Canada,Canada,CAN,https://en.wikipedia.org/wiki/2001_World_Rowing_Championships
world_rowing_championships,World Rowing Championships,2001,2001-12-31,W2x,rowing-double-sculls,Double sculls,W2x,women,1,gold,team,Germany,Germany,DEU,https://en.wikipedia.org/wiki/2001_World_Rowing_Championships
world_rowing_championships,World Rowing Championships,2001,2001-12-31,W2x,rowing-double-sculls,Double sculls,W2x,women,2,silver,team,New Zealand,New Zealand,NZL,https://en.wikipedia.org/wiki/2001_World_Rowing_Championships
world_rowing_championships,World Rowing Championships,2001,2001-12-31,W2x,rowing-double-sculls,Double sculls,W2x,women,3,bronze,team,Belarus,Belarus,BLR,https://en.wikipedia.org/wiki/2001_World_Rowing_Championships
world_rowing_championships,World Rowing Championships,2001,2001-12-31,W4-,rowing-coxless-four,Coxless four,W4-,women,1,gold,team,Australia,Australia,AUS,https://en.wikipedia.org/wiki/2001_World_Rowing_Championships
world_rowing_championships,World Rowing Championships,2001,2001-12-31,W4-,rowing-coxless-four,Coxless four,W4-,women,2,silver,team,New Zealand,New Zealand,NZL,https://en.wikipedia.org/wiki/2001_World_Rowing_Championships
world_rowing_championships,World Rowing Championships,2001,2001-12-31,W4-,rowing-coxless-four,Coxless four,W4-,women,3,bronze,team,Netherlands,Netherlands,NLD,https://en.wikipedia.org/wiki/2001_World_Rowing_Championships
world_rowing_championships,World Rowing Championships,2001,2001-12-31,W4x,rowing-quadruple-sculls,Quadruple sculls,W4x,women,1,gold,team,Germany,Germany,DEU,https://en.wikipedia.org/wiki/2001_World_Rowing_Championships
world_rowing_championships,World Rowing Championships,2001,2001-12-31,W4x,rowing-quadruple-sculls,Quadruple sculls,W4x,women,2,silver,team,New Zealand,New Zealand,NZL,https://en.wikipedia.org/wiki/2001_World_Rowing_Championships
world_rowing_championships,World Rowing Championships,2001,2001-12-31,W4x,rowing-quadruple-sculls,Quadruple sculls,W4x,women,3,bronze,team,United States,United States,USA,https://en.wikipedia.org/wiki/2001_World_Rowing_Championships
world_rowing_championships,World Rowing Championships,2001,2001-12-31,W8+,rowing-eight,Eight,W8+,women,1,gold,team,Australia,Australia,AUS,https://en.wikipedia.org/wiki/2001_World_Rowing_Championships
world_rowing_championships,World Rowing Championships,2001,2001-12-31,W8+,rowing-eight,Eight,W8+,women,2,silver,team,Romania,Romania,ROU,https://en.wikipedia.org/wiki/2001_World_Rowing_Championships
world_rowing_championships,World Rowing Championships,2001,2001-12-31,W8+,rowing-eight,Eight,W8+,women,3,bronze,team,Germany,Germany,DEU,https://en.wikipedia.org/wiki/2001_World_Rowing_Championships
world_rowing_championships,World Rowing Championships,2002,2002-12-31,LM1x,rowing-lightweight-single-sculls,Lightweight Single sculls,LM1x,men,1,gold,athlete,Ireland,Ireland,IRL,https://en.wikipedia.org/wiki/2002_World_Rowing_Championships
world_rowing_championships,World Rowing Championships,2002,2002-12-31,LM1x,rowing-lightweight-single-sculls,Lightweight Single sculls,LM1x,men,2,silver,athlete,Stefano Basalini,Italy,ITA,https://en.wikipedia.org/wiki/2002_World_Rowing_Championships
world_rowing_championships,World Rowing Championships,2002,2002-12-31,LM1x,rowing-lightweight-single-sculls,Lightweight Single sculls,LM1x,men,3,bronze,athlete,Steve Tucker,United States,USA,https://en.wikipedia.org/wiki/2002_World_Rowing_Championships
world_rowing_championships,World Rowing Championships,2002,2002-12-31,LM2-,rowing-lightweight-coxless-pair,Lightweight Coxless pair,LM2-,men,1,gold,team,Chile,Chile,CHL,https://en.wikipedia.org/wiki/2002_World_Rowing_Championships
world_rowing_championships,World Rowing Championships,2002,2002-12-31,LM2-,rowing-lightweight-coxless-pair,Lightweight Coxless pair,LM2-,men,2,silver,team,Italy,Italy,ITA,https://en.wikipedia.org/wiki/2002_World_Rowing_Championships
world_rowing_championships,World Rowing Championships,2002,2002-12-31,LM2-,rowing-lightweight-coxless-pair,Lightweight Coxless pair,LM2-,men,3,bronze,team,United Kingdom,United Kingdom,GBR,https://en.wikipedia.org/wiki/2002_World_Rowing_Championships
world_rowing_championships,World Rowing Championships,2002,2002-12-31,LM2x,rowing-lightweight-double-sculls,Lightweight Double sculls,LM2x,men,1,gold,team,Italy,Italy,ITA,https://en.wikipedia.org/wiki/2002_World_Rowing_Championships
world_rowing_championships,World Rowing Championships,2002,2002-12-31,LM2x,rowing-lightweight-double-sculls,Lightweight Double sculls,LM2x,men,2,silver,team,Poland,Poland,POL,https://en.wikipedia.org/wiki/2002_World_Rowing_Championships
world_rowing_championships,World Rowing Championships,2002,2002-12-31,LM2x,rowing-lightweight-double-sculls,Lightweight Double sculls,LM2x,men,3,bronze,team,Denmark,Denmark,DNK,https://en.wikipedia.org/wiki/2002_World_Rowing_Championships
world_rowing_championships,World Rowing Championships,2002,2002-12-31,LM4-,rowing-lightweight-coxless-four,Lightweight Coxless four,LM4-,men,1,gold,team,Denmark,Denmark,DNK,https://en.wikipedia.org/wiki/2002_World_Rowing_Championships
world_rowing_championships,World Rowing Championships,2002,2002-12-31,LM4-,rowing-lightweight-coxless-four,Lightweight Coxless four,LM4-,men,2,silver,team,Italy,Italy,ITA,https://en.wikipedia.org/wiki/2002_World_Rowing_Championships
world_rowing_championships,World Rowing Championships,2002,2002-12-31,LM4-,rowing-lightweight-coxless-four,Lightweight Coxless four,LM4-,men,3,bronze,team,Canada,Canada,CAN,https://en.wikipedia.org/wiki/2002_World_Rowing_Championships
world_rowing_championships,World Rowing Championships,2002,2002-12-31,LM4x,rowing-lightweight-quadruple-sculls,Lightweight Quadruple sculls,LM4x,men,1,gold,team,Italy,Italy,ITA,https://en.wikipedia.org/wiki/2002_World_Rowing_Championships
world_rowing_championships,World Rowing Championships,2002,2002-12-31,LM4x,rowing-lightweight-quadruple-sculls,Lightweight Quadruple sculls,LM4x,men,2,silver,team,Spain,Spain,ESP,https://en.wikipedia.org/wiki/2002_World_Rowing_Championships
world_rowing_championships,World Rowing Championships,2002,2002-12-31,LM4x,rowing-lightweight-quadruple-sculls,Lightweight Quadruple sculls,LM4x,men,3,bronze,team,Netherlands,Netherlands,NLD,https://en.wikipedia.org/wiki/2002_World_Rowing_Championships
world_rowing_championships,World Rowing Championships,2002,2002-12-31,LM8+,rowing-lightweight-eight,Lightweight Eight,LM8+,men,1,gold,team,Italy,Italy,ITA,https://en.wikipedia.org/wiki/2002_World_Rowing_Championships
world_rowing_championships,World Rowing Championships,2002,2002-12-31,LM8+,rowing-lightweight-eight,Lightweight Eight,LM8+,men,2,silver,team,Germany,Germany,DEU,https://en.wikipedia.org/wiki/2002_World_Rowing_Championships
world_rowing_championships,World Rowing Championships,2002,2002-12-31,LM8+,rowing-lightweight-eight,Lightweight Eight,LM8+,men,3,bronze,team,United States,United States,USA,https://en.wikipedia.org/wiki/2002_World_Rowing_Championships
world_rowing_championships,World Rowing Championships,2002,2002-12-31,LTAM4+,rowing-lta-coxed-four,LTA coxed four,LTAM4+ LTA men's coxed four,men,1,gold,team,Australia,Australia,AUS,https://en.wikipedia.org/wiki/2002_World_Rowing_Championships
world_rowing_championships,World Rowing Championships,2002,2002-12-31,LTAM4+,rowing-lta-coxed-four,LTA coxed four,LTAM4+ LTA men's coxed four,men,2,silver,team,Spain,Spain,ESP,https://en.wikipedia.org/wiki/2002_World_Rowing_Championships
world_rowing_championships,World Rowing Championships,2002,2002-12-31,LTAM4+,rowing-lta-coxed-four,LTA coxed four,LTAM4+ LTA men's coxed four,men,3,bronze,team,United States,United States,USA,https://en.wikipedia.org/wiki/2002_World_Rowing_Championships
world_rowing_championships,World Rowing Championships,2002,2002-12-31,LW1x,rowing-lightweight-single-sculls,Lightweight Single sculls,LW1x,women,1,gold,athlete,Viktoriya Dimitrova,Bulgaria,BGR,https://en.wikipedia.org/wiki/2002_World_Rowing_Championships
world_rowing_championships,World Rowing Championships,2002,2002-12-31,LW1x,rowing-lightweight-single-sculls,Lightweight Single sculls,LW1x,women,2,silver,athlete,Lisa Schlenker,United States,USA,https://en.wikipedia.org/wiki/2002_World_Rowing_Championships
world_rowing_championships,World Rowing Championships,2002,2002-12-31,LW1x,rowing-lightweight-single-sculls,Lightweight Single sculls,LW1x,women,3,bronze,athlete,Teresa Mas De Xaxars,Spain,ESP,https://en.wikipedia.org/wiki/2002_World_Rowing_Championships
world_rowing_championships,World Rowing Championships,2002,2002-12-31,LW2-,rowing-lightweight-coxless-pair,Lightweight Coxless pair,LW2-,women,1,gold,team,United Kingdom,United Kingdom,GBR,https://en.wikipedia.org/wiki/2002_World_Rowing_Championships
world_rowing_championships,World Rowing Championships,2002,2002-12-31,LW2-,rowing-lightweight-coxless-pair,Lightweight Coxless pair,LW2-,women,2,silver,team,Chile,Chile,CHL,https://en.wikipedia.org/wiki/2002_World_Rowing_Championships
world_rowing_championships,World Rowing Championships,2002,2002-12-31,LW2-,rowing-lightweight-coxless-pair,Lightweight Coxless pair,LW2-,women,3,bronze,team,Spain,Spain,ESP,https://en.wikipedia.org/wiki/2002_World_Rowing_Championships
world_rowing_championships,World Rowing Championships,2002,2002-12-31,LW2x,rowing-lightweight-double-sculls,Lightweight Double sculls,LW2x,women,1,gold,team,Australia,Australia,AUS,https://en.wikipedia.org/wiki/2002_World_Rowing_Championships
world_rowing_championships,World Rowing Championships,2002,2002-12-31,LW2x,rowing-lightweight-double-sculls,Lightweight Double sculls,LW2x,women,2,silver,team,Germany,Germany,DEU,https://en.wikipedia.org/wiki/2002_World_Rowing_Championships
world_rowing_championships,World Rowing Championships,2002,2002-12-31,LW2x,rowing-lightweight-double-sculls,Lightweight Double sculls,LW2x,women,3,bronze,team,United Kingdom,United Kingdom,GBR,https://en.wikipedia.org/wiki/2002_World_Rowing_Championships
world_rowing_championships,World Rowing Championships,2002,2002-12-31,LW4x,rowing-lightweight-quadruple-sculls,Lightweight Quadruple sculls,LW4x,women,1,gold,team,Australia,Australia,AUS,https://en.wikipedia.org/wiki/2002_World_Rowing_Championships
world_rowing_championships,World Rowing Championships,2002,2002-12-31,LW4x,rowing-lightweight-quadruple-sculls,Lightweight Quadruple sculls,LW4x,women,2,silver,team,Netherlands,Netherlands,NLD,https://en.wikipedia.org/wiki/2002_World_Rowing_Championships
world_rowing_championships,World Rowing Championships,2002,2002-12-31,LW4x,rowing-lightweight-quadruple-sculls,Lightweight Quadruple sculls,LW4x,women,3,bronze,team,United States,United States,USA,https://en.wikipedia.org/wiki/2002_World_Rowing_Championships
world_rowing_championships,World Rowing Championships,2002,2002-12-31,M1x,rowing-single-sculls,Single sculls,M1x,men,1,gold,athlete,Marcel Hacker,Germany,DEU,https://en.wikipedia.org/wiki/2002_World_Rowing_Championships
world_rowing_championships,World Rowing Championships,2002,2002-12-31,M1x,rowing-single-sculls,Single sculls,M1x,men,2,silver,athlete,Iztok Čop,Slovenia,SVN,https://en.wikipedia.org/wiki/2002_World_Rowing_Championships
world_rowing_championships,World Rowing Championships,2002,2002-12-31,M1x,rowing-single-sculls,Single sculls,M1x,men,3,bronze,athlete,Olaf Tufte,Norway,NOR,https://en.wikipedia.org/wiki/2002_World_Rowing_Championships
world_rowing_championships,World Rowing Championships,2002,2002-12-31,M2+,rowing-coxed-pair,Coxed pair,M2+,men,1,gold,team,Germany,Germany,DEU,https://en.wikipedia.org/wiki/2002_World_Rowing_Championships
world_rowing_championships,World Rowing Championships,2002,2002-12-31,M2+,rowing-coxed-pair,Coxed pair,M2+,men,2,silver,team,United States,United States,USA,https://en.wikipedia.org/wiki/2002_World_Rowing_Championships
world_rowing_championships,World Rowing Championships,2002,2002-12-31,M2+,rowing-coxed-pair,Coxed pair,M2+,men,3,bronze,team,Australia,Australia,AUS,https://en.wikipedia.org/wiki/2002_World_Rowing_Championships
world_rowing_championships,World Rowing Championships,2002,2002-12-31,M2-,rowing-coxless-pair,Coxless pair,M2-,men,1,gold,team,United Kingdom,United Kingdom,GBR,https://en.wikipedia.org/wiki/2002_World_Rowing_Championships
world_rowing_championships,World Rowing Championships,2002,2002-12-31,M2-,rowing-coxless-pair,Coxless pair,M2-,men,2,silver,team,South Africa,South Africa,ZAF,https://en.wikipedia.org/wiki/2002_World_Rowing_Championships
world_rowing_championships,World Rowing Championships,2002,2002-12-31,M2-,rowing-coxless-pair,Coxless pair,M2-,men,3,bronze,team,Croatia,Croatia,HRV,https://en.wikipedia.org/wiki/2002_World_Rowing_Championships
world_rowing_championships,World Rowing Championships,2002,2002-12-31,M2x,rowing-double-sculls,Double sculls,M2x,men,1,gold,team,Hungary,Hungary,HUN,https://en.wikipedia.org/wiki/2002_World_Rowing_Championships
world_rowing_championships,World Rowing Championships,2002,2002-12-31,M2x,rowing-double-sculls,Double sculls,M2x,men,2,silver,team,Italy,Italy,ITA,https://en.wikipedia.org/wiki/2002_World_Rowing_Championships
world_rowing_championships,World Rowing Championships,2002,2002-12-31,M2x,rowing-double-sculls,Double sculls,M2x,men,3,bronze,team,Germany,Germany,DEU,https://en.wikipedia.org/wiki/2002_World_Rowing_Championships
world_rowing_championships,World Rowing Championships,2002,2002-12-31,M4+,rowing-coxed-four,Coxed four,M4+,men,1,gold,team,United Kingdom,United Kingdom,GBR,https://en.wikipedia.org/wiki/2002_World_Rowing_Championships
world_rowing_championships,World Rowing Championships,2002,2002-12-31,M4+,rowing-coxed-four,Coxed four,M4+,men,2,silver,team,Germany,Germany,DEU,https://en.wikipedia.org/wiki/2002_World_Rowing_Championships
world_rowing_championships,World Rowing Championships,2002,2002-12-31,M4+,rowing-coxed-four,Coxed four,M4+,men,3,bronze,team,Croatia,Croatia,HRV,https://en.wikipedia.org/wiki/2002_World_Rowing_Championships
world_rowing_championships,World Rowing Championships,2002,2002-12-31,M4-,rowing-coxless-four,Coxless four,M4-,men,1,gold,team,Germany,Germany,DEU,https://en.wikipedia.org/wiki/2002_World_Rowing_Championships
world_rowing_championships,World Rowing Championships,2002,2002-12-31,M4-,rowing-coxless-four,Coxless four,M4-,men,2,silver,team,United Kingdom,United Kingdom,GBR,https://en.wikipedia.org/wiki/2002_World_Rowing_Championships
