competition_id,competition_name,edition_name,year,event_date,discipline_key,discipline_name,event_key,event_name,gender,rank,medal,participant_type,participant_name,country_name,country_code,source_url
fei_world_championships,FEI World Championships,FEI World Equestrian Games,2002,2002-12-31,equestrian-dressage-equestrian,Equestrian Dressage (Equestrian),individual-dressage,Individual dressage,mixed,1,gold,athlete,Nadine Capellmann,Germany,DEU,https://en.wikipedia.org/wiki/2002_FEI_World_Equestrian_Games
fei_world_championships,FEI World Championships,FEI World Equestrian Games,2002,2002-12-31,equestrian-dressage-equestrian,Equestrian Dressage (Equestrian),individual-dressage,Individual dressage,mixed,2,silver,athlete,Beatriz Ferrer-Salat,Spain,ESP,https://en.wikipedia.org/wiki/2002_FEI_World_Equestrian_Games
fei_world_championships,FEI World Championships,FEI World Equestrian Games,2002,2002-12-31,equestrian-dressage-equestrian,Equestrian Dressage (Equestrian),individual-dressage,Individual dressage,mixed,3,bronze,athlete,Ulla Salzgeber,Germany,DEU,https://en.wikipedia.org/wiki/2002_FEI_World_Equestrian_Games
fei_world_championships,FEI World Championships,FEI World Equestrian Games,2002,2002-12-31,equestrian-dressage-equestrian,Equestrian Dressage (Equestrian),team-dressage,Team dressage,mixed,1,gold,team,Germany,Germany,DEU,https://en.wikipedia.org/wiki/2002_FEI_World_Equestrian_Games
fei_world_championships,FEI World Championships,FEI World Equestrian Games,2002,2002-12-31,equestrian-dressage-equestrian,Equestrian Dressage (Equestrian),team-dressage,Team dressage,mixed,2,silver,team,United States,United States,USA,https://en.wikipedia.org/wiki/2002_FEI_World_Equestrian_Games
fei_world_championships,FEI World Championships,FEI World Equestrian Games,2002,2002-12-31,equestrian-dressage-equestrian,Equestrian Dressage (Equestrian),team-dressage,Team dressage,mixed,3,bronze,team,Spain,Spain,ESP,https://en.wikipedia.org/wiki/2002_FEI_World_Equestrian_Games
fei_world_championships,FEI World Championships,FEI World Equestrian Games,2002,2002-12-31,equestrian-driving,Driving,individual-driving,Individual driving,mixed,1,gold,athlete,Ijsbrand Chardon,Netherlands,NLD,https://en.wikipedia.org/wiki/2002_FEI_World_Equestrian_Games
fei_world_championships,FEI World Championships,FEI World Equestrian Games,2002,2002-12-31,equestrian-driving,Driving,individual-driving,Individual driving,mixed,2,silver,athlete,Christoph Sandmann,Germany,DEU,https://en.wikipedia.org/wiki/2002_FEI_World_Equestrian_Games
fei_world_championships,FEI World Championships,FEI World Equestrian Games,2002,2002-12-31,equestrian-driving,Driving,individual-driving,Individual driving,mixed,3,bronze,athlete,Tomas Eriksson,Sweden,SWE,https://en.wikipedia.org/wiki/2002_FEI_World_Equestrian_Games
fei_world_championships,FEI World Championships,FEI World Equestrian Games,2002,2002-12-31,equestrian-driving,Driving,team-driving,Team driving,mixed,1,gold,team,Netherlands,Netherlands,NLD,https://en.wikipedia.org/wiki/2002_FEI_World_Equestrian_Games
fei_world_championships,FEI World Championships,FEI World Equestrian Games,2002,2002-12-31,equestrian-driving,Driving,team-driving,Team driving,mixed,2,silver,team,United States,United States,USA,https://en.wikipedia.org/wiki/2002_FEI_World_Equestrian_Games
fei_world_championships,FEI World Championships,FEI World Equestrian Games,2002,2002-12-31,equestrian-driving,Driving,team-driving,Team driving,mixed,3,bronze,team,Germany,Germany,DEU,https://en.wikipedia.org/wiki/2002_FEI_World_Equestrian_Games
fei_world_championships,FEI World Championships,FEI World Equestrian Games,2002,2002-12-31,equestrian-endurance,Endurance,individual-endurance,Individual endurance,mixed,1,gold,athlete,Ahmed bin Mohd al Maktoum,United Arab Emirates,ARE,https://en.wikipedia.org/wiki/2002_FEI_World_Equestrian_Games
fei_world_championships,FEI World Championships,FEI World Equestrian Games,2002,2002-12-31,equestrian-endurance,Endurance,individual-endurance,Individual endurance,mixed,2,silver,athlete,Antonio Rosi,Italy,ITA,https://en.wikipedia.org/wiki/2002_FEI_World_Equestrian_Games
fei_world_championships,FEI World Championships,FEI World Equestrian Games,2002,2002-12-31,equestrian-endurance,Endurance,individual-endurance,Individual endurance,mixed,3,bronze,athlete,Sunny Demedy,France,FRA,https://en.wikipedia.org/wiki/2002_FEI_World_Equestrian_Games
fei_world_championships,FEI World Championships,FEI World Equestrian Games,2002,2002-12-31,equestrian-endurance,Endurance,team-endurance,Team endurance,mixed,1,gold,team,France,France,FRA,https://en.wikipedia.org/wiki/2002_FEI_World_Equestrian_Games
fei_world_championships,FEI World Championships,FEI World Equestrian Games,2002,2002-12-31,equestrian-endurance,Endurance,team-endurance,Team endurance,mixed,2,silver,team,Italy,Italy,ITA,https://en.wikipedia.org/wiki/2002_FEI_World_Equestrian_Games
fei_world_championships,FEI World Championships,FEI World Equestrian Games,2002,2002-12-31,equestrian-endurance,Endurance,team-endurance,Team endurance,mixed,3,bronze,team,Australia,Australia,AUS,https://en.wikipedia.org/wiki/2002_FEI_World_Equestrian_Games
fei_world_championships,FEI World Championships,FEI World Equestrian Games,2002,2002-12-31,equestrian-eventing-equestrian,Equestrian Eventing (Equestrian),individual-eventing,Individual eventing,mixed,1,gold,athlete,Jean Teulère,France,FRA,https://en.wikipedia.org/wiki/2002_FEI_World_Equestrian_Games
fei_world_championships,FEI World Championships,FEI World Equestrian Games,2002,2002-12-31,equestrian-eventing-equestrian,Equestrian Eventing (Equestrian),individual-eventing,Individual eventing,mixed,2,silver,athlete,Jeanette Brakewell,United Kingdom,GBR,https://en.wikipedia.org/wiki/2002_FEI_World_Equestrian_Games
fei_world_championships,FEI World Championships,FEI World Equestrian Games,2002,2002-12-31,equestrian-eventing-equestrian,Equestrian Eventing (Equestrian),individual-eventing,Individual eventing,mixed,3,bronze,athlete,Piia Pantsu,Finland,FIN,https://en.wikipedia.org/wiki/2002_FEI_World_Equestrian_Games
fei_world_championships,FEI World Championships,FEI World Equestrian Games,2002,2002-12-31,equestrian-eventing-equestrian,Equestrian Eventing (Equestrian),team-eventing,Team eventing,mixed,1,gold,team,United States,United States,USA,https://en.wikipedia.org/wiki/2002_FEI_World_Equestrian_Games
fei_world_championships,FEI World Championships,FEI World Equestrian Games,2002,2002-12-31,equestrian-eventing-equestrian,Equestrian Eventing (Equestrian),team-eventing,Team eventing,mixed,2,silver,team,France,France,FRA,https://en.wikipedia.org/wiki/2002_FEI_World_Equestrian_Games
fei_world_championships,FEI World Championships,FEI World Equestrian Games,2002,2002-12-31,equestrian-eventing-equestrian,Equestrian Eventing (Equestrian),team-eventing,Team eventing,mixed,3,bronze,team,United Kingdom,United Kingdom,GBR,https://en.wikipedia.org/wiki/2002_FEI_World_Equestrian_Games
fei_world_championships,FEI World Championships,FEI World Equestrian Games,2002,2002-12-31,equestrian-jumping-equestrian,Equestrian Jumping (Equestrian),individual-jumping,Individual jumping,mixed,1,gold,athlete,Dermott Lennon,Ireland,IRL,https://en.wikipedia.org/wiki/2002_FEI_World_Equestrian_Games
fei_world_championships,FEI World Championships,FEI World Equestrian Games,2002,2002-12-31,equestrian-jumping-equestrian,Equestrian Jumping (Equestrian),individual-jumping,Individual jumping,mixed,2,silver,athlete,Eric Navet,France,FRA,https://en.wikipedia.org/wiki/2002_FEI_World_Equestrian_Games
fei_world_championships,FEI World Championships,FEI World Equestrian Games,2002,2002-12-31,equestrian-jumping-equestrian,Equestrian Jumping (Equestrian),individual-jumping,Individual jumping,mixed,3,bronze,athlete,Peter Wylde,United States,USA,https://en.wikipedia.org/wiki/2002_FEI_World_Equestrian_Games
fei_world_championships,FEI World Championships,FEI World Equestrian Games,2002,2002-12-31,equestrian-jumping-equestrian,Equestrian Jumping (Equestrian),team-jumping,Team jumping,mixed,1,gold,team,France,France,FRA,https://en.wikipedia.org/wiki/2002_FEI_World_Equestrian_Games
fei_world_championships,FEI World Championships,FEI World Equestrian Games,2002,2002-12-31,equestrian-jumping-equestrian,Equestrian Jumping (Equestrian),team-jumping,Team jumping,mixed,2,silver,team,Sweden,Sweden,SWE,https://en.wikipedia.org/wiki/2002_FEI_World_Equestrian_Games
fei_world_championships,FEI World Championships,FEI World Equestrian Games,2002,2002-12-31,equestrian-jumping-equestrian,Equestrian Jumping (Equestrian),team-jumping,Team jumping,mixed,3,bronze,team,Belgium,Belgium,BEL,https://en.wikipedia.org/wiki/2002_FEI_World_Equestrian_Games
fei_world_championships,FEI World Championships,FEI World Equestrian Games,2002,2002-12-31,equestrian-reining,Reining,individual-reining,Individual reining,mixed,1,gold,athlete,Shawn Flarida,United States,USA,https://en.wikipedia.org/wiki/2002_FEI_World_Equestrian_Games
fei_world_championships,FEI World Championships,FEI World Equestrian Games,2002,2002-12-31,equestrian-reining,Reining,individual-reining,Individual reining,mixed,2,silver,athlete,Tom McCutcheon,United States,USA,https://en.wikipedia.org/wiki/2002_FEI_World_Equestrian_Games
fei_world_championships,FEI World Championships,FEI World Equestrian Games,2002,2002-12-31,equestrian-reining,Reining,individual-reining,Individual reining,mixed,3,bronze,athlete,Shawna Sapergia,Canada,CAN,https://en.wikipedia.org/wiki/2002_FEI_World_Equestrian_Games
fei_world_championships,FEI World Championships,FEI World Equestrian Games,2002,2002-12-31,equestrian-reining,Reining,team-reining,Team reining,mixed,1,gold,team,United States,United States,USA,https://en.wikipedia.org/wiki/2002_FEI_World_Equestrian_Games
fei_world_championships,FEI World Championships,FEI World Equestrian Games,2002,2002-12-31,equestrian-reining,Reining,team-reining,Team reining,mixed,2,silver,team,Canada,Canada,CAN,https://en.wikipedia.org/wiki/2002_FEI_World_Equestrian_Games
fei_world_championships,FEI World Championships,FEI World Equestrian Games,2002,2002-12-31,equestrian-reining,Reining,team-reining,Team reining,mixed,3,bronze,team,Italy,Italy,ITA,https://en.wikipedia.org/wiki/2002_FEI_World_Equestrian_Games
fei_world_championships,FEI World Championships,FEI World Equestrian Games,2002,2002-12-31,equestrian-vaulting,Vaulting,men-vaulting,Men's vaulting,men,1,gold,athlete,Matthias Lang,France,FRA,https://en.wikipedia.org/wiki/2002_FEI_World_Equestrian_Games
fei_world_championships,FEI World Championships,FEI World Equestrian Games,2002,2002-12-31,equestrian-vaulting,Vaulting,men-vaulting,Men's vaulting,men,2,silver,athlete,Gero Meyer,Germany,DEU,https://en.wikipedia.org/wiki/2002_FEI_World_Equestrian_Games
fei_world_championships,FEI World Championships,FEI World Equestrian Games,2002,2002-12-31,equestrian-vaulting,Vaulting,men-vaulting,Men's vaulting,men,3,bronze,athlete,Devon Maitozo,United States,USA,https://en.wikipedia.org/wiki/2002_FEI_World_Equestrian_Games
fei_world_championships,FEI World Championships,FEI World Equestrian Games,2002,2002-12-31,equestrian-vaulting,Vaulting,squad-vaulting,Squad vaulting,mixed,1,gold,team,Germany,Germany,DEU,https://en.wikipedia.org/wiki/2002_FEI_World_Equestrian_Games
fei_world_championships,FEI World Championships,FEI World Equestrian Games,2002,2002-12-31,equestrian-vaulting,Vaulting,squad-vaulting,Squad vaulting,mixed,2,silver,team,Switzerland,Switzerland,CHE,https://en.wikipedia.org/wiki/2002_FEI_World_Equestrian_Games
fei_world_championships,FEI World Championships,FEI World Equestrian Games,2002,2002-12-31,equestrian-vaulting,Vaulting,squad-vaulting,Squad vaulting,mixed,3,bronze,team,Sweden,Sweden,SWE,https://en.wikipedia.org/wiki/2002_FEI_World_Equestrian_Games
fei_world_championships,FEI World Championships,FEI World Equestrian Games,2002,2002-12-31,equestrian-vaulting,Vaulting,women-vaulting,Women's vaulting,women,1,gold,athlete,Nadia Zulow,Germany,DEU,https://en.wikipedia.org/wiki/2002_FEI_World_Equestrian_Games
fei_world_championships,FEI World Championships,FEI World Equestrian Games,2002,2002-12-31,equestrian-vaulting,Vaulting,women-vaulting,Women's vaulting,women,2,silver,athlete,Rikke Laumann,Denmark,DNK,https://en.wikipedia.org/wiki/2002_FEI_World_Equestrian_Games
fei_world_championships,FEI World Championships,FEI World Equestrian Games,2002,2002-12-31,equestrian-vaulting,Vaulting,women-vaulting,Women's vaulting,women,3,bronze,athlete,Ines Juckstow,Germany,DEU,https://en.wikipedia.org/wiki/2002_FEI_World_Equestrian_Games
fei_world_championships,FEI World Championships,FEI World Equestrian Games,2006,2006-12-31,equestrian-dressage-equestrian,Equestrian Dressage (Equestrian),individual-freestyle-dressage,Individual freestyle dressage,mixed,1,gold,athlete,Anky van Grunsven,Netherlands,NLD,https://en.wikipedia.org/wiki/2006_FEI_World_Equestrian_Games
fei_world_championships,FEI World Championships,FEI World Equestrian Games,2006,2006-12-31,equestrian-dressage-equestrian,Equestrian Dressage (Equestrian),individual-freestyle-dressage,Individual freestyle dressage,mixed,2,silver,athlete,Andreas Helgstrand,Denmark,DNK,https://en.wikipedia.org/wiki/2006_FEI_World_Equestrian_Games
fei_world_championships,FEI World Championships,FEI World Equestrian Games,2006,2006-12-31,equestrian-dressage-equestrian,Equestrian Dressage (Equestrian),individual-freestyle-dressage,Individual freestyle dressage,mixed,3,bronze,athlete,Isabell Werth,Germany,DEU,https://en.wikipedia.org/wiki/2006_FEI_World_Equestrian_Games
fei_world_championships,FEI World Championships,FEI World Equestrian Games,2006,2006-12-31,equestrian-dressage-equestrian,Equestrian Dressage (Equestrian),individual-special-dressage,Individual special dressage,mixed,1,gold,athlete,Isabell Werth,Germany,DEU,https://en.wikipedia.org/wiki/2006_FEI_World_Equestrian_Games
fei_world_championships,FEI World Championships,FEI World Equestrian Games,2006,2006-12-31,equestrian-dressage-equestrian,Equestrian Dressage (Equestrian),individual-special-dressage,Individual special dressage,mixed,2,silver,athlete,Anky van Grunsven,Netherlands,NLD,https://en.wikipedia.org/wiki/2006_FEI_World_Equestrian_Games
fei_world_championships,FEI World Championships,FEI World Equestrian Games,2006,2006-12-31,equestrian-dressage-equestrian,Equestrian Dressage (Equestrian),individual-special-dressage,Individual special dressage,mixed,3,bronze,athlete,Andreas Helgstrand,Denmark,DNK,https://en.wikipedia.org/wiki/2006_FEI_World_Equestrian_Games
fei_world_championships,FEI World Championships,FEI World Equestrian Games,2006,2006-12-31,equestrian-dressage-equestrian,Equestrian Dressage (Equestrian),team-dressage,Team dressage,mixed,1,gold,team,Germany,Germany,DEU,https://en.wikipedia.org/wiki/2006_FEI_World_Equestrian_Games
fei_world_championships,FEI World Championships,FEI World Equestrian Games,2006,2006-12-31,equestrian-dressage-equestrian,Equestrian Dressage (Equestrian),team-dressage,Team dressage,mixed,2,silver,team,Netherlands,Netherlands,NLD,https://en.wikipedia.org/wiki/2006_FEI_World_Equestrian_Games
fei_world_championships,FEI World Championships,FEI World Equestrian Games,2006,2006-12-31,equestrian-dressage-equestrian,Equestrian Dressage (Equestrian),team-dressage,Team dressage,mixed,3,bronze,team,United States,United States,USA,https://en.wikipedia.org/wiki/2006_FEI_World_Equestrian_Games
fei_world_championships,FEI World Championships,FEI World Equestrian Games,2006,2006-12-31,equestrian-driving,Driving,individual-driving,Individual driving,mixed,1,gold,athlete,Felix-Marie Brasseur,Belgium,BEL,https://en.wikipedia.org/wiki/2006_FEI_World_Equestrian_Games
fei_world_championships,FEI World Championships,FEI World Equestrian Games,2006,2006-12-31,equestrian-driving,Driving,individual-driving,Individual driving,mixed,2,silver,athlete,Ijsbrand Chardon,Netherlands,NLD,https://en.wikipedia.org/wiki/2006_FEI_World_Equestrian_Games
fei_world_championships,FEI World Championships,FEI World Equestrian Games,2006,2006-12-31,equestrian-driving,Driving,individual-driving,Individual driving,mixed,3,bronze,athlete,Christoph Sandmann,Germany,DEU,https://en.wikipedia.org/wiki/2006_FEI_World_Equestrian_Games
fei_world_championships,FEI World Championships,FEI World Equestrian Games,2006,2006-12-31,equestrian-driving,Driving,team-driving,Team driving,mixed,1,gold,team,Germany,Germany,DEU,https://en.wikipedia.org/wiki/2006_FEI_World_Equestrian_Games
fei_world_championships,FEI World Championships,FEI World Equestrian Games,2006,2006-12-31,equestrian-driving,Driving,team-driving,Team driving,mixed,2,silver,team,Belgium,Belgium,BEL,https://en.wikipedia.org/wiki/2006_FEI_World_Equestrian_Games
fei_world_championships,FEI World Championships,FEI World Equestrian Games,2006,2006-12-31,equestrian-driving,Driving,team-driving,Team driving,mixed,3,bronze,team,Netherlands,Netherlands,NLD,https://en.wikipedia.org/wiki/2006_FEI_World_Equestrian_Games
