competition_id,competition_name,edition_name,year,event_date,discipline_key,discipline_name,event_key,event_name,gender,rank,medal,participant_type,participant_name,country_name,country_code,source_url
fei_world_championships,FEI World Championships,FEI World Equestrian Games,2006,2006-12-31,equestrian-endurance,Endurance,individual-endurance,Individual endurance,mixed,1,gold,athlete,Miguel Vila Ubach,Spain,ESP,https://en.wikipedia.org/wiki/2006_FEI_World_Equestrian_Games
fei_world_championships,FEI World Championships,FEI World Equestrian Games,2006,2006-12-31,equestrian-endurance,Endurance,individual-endurance,Individual endurance,mixed,2,silver,athlete,Virginie Atger,France,FRA,https://en.wikipedia.org/wiki/2006_FEI_World_Equestrian_Games
fei_world_championships,FEI World Championships,FEI World Equestrian Games,2006,2006-12-31,equestrian-endurance,Endurance,individual-endurance,Individual endurance,mixed,3,bronze,athlete,Elodie Le Labourier,France,FRA,https://en.wikipedia.org/wiki/2006_FEI_World_Equestrian_Games
fei_world_championships,FEI World Championships,FEI World Equestrian Games,2006,2006-12-31,equestrian-endurance,Endurance,team-endurance,Team endurance,mixed,1,gold,team,France,France,FRA,https://en.wikipedia.org/wiki/2006_FEI_World_Equestrian_Games
fei_world_championships,FEI World Championships,FEI World Equestrian Games,2006,2006-12-31,equestrian-endurance,Endurance,team-endurance,Team endurance,mixed,2,silver,team,Switzerland,Switzerland,CHE,https://en.wikipedia.org/wiki/2006_FEI_World_Equestrian_Games
fei_world_championships,FEI World Championships,FEI World Equestrian Games,2006,2006-12-31,equestrian-endurance,Endurance,team-endurance,Team endurance,mixed,3,bronze,team,POR,POR,POR,https://en.wikipedia.org/wiki/2006_FEI_World_Equestrian_Games
fei_world_championships,FEI World Championships,FEI World Equestrian Games,2006,2006-12-31,equestrian-eventing-equestrian,Equestrian Eventing (Equestrian),individual-eventing,Individual eventing,mixed,1,gold,athlete,Zara Phillips,United Kingdom,GBR,https://en.wikipedia.org/wiki/2006_FEI_World_Equestrian_Games
fei_world_championships,FEI World Championships,FEI World Equestrian Games,2006,2006-12-31,equestrian-eventing-equestrian,Equestrian Eventing (Equestrian),individual-eventing,Individual eventing,mixed,2,silver,athlete,Clayton Fredericks,Australia,AUS,https://en.wikipedia.org/wiki/2006_FEI_World_Equestrian_Games
fei_world_championships,FEI World Championships,FEI World Equestrian Games,2006,2006-12-31,equestrian-eventing-equestrian,Equestrian Eventing (Equestrian),individual-eventing,Individual eventing,mixed,3,bronze,athlete,Amy Tryon,United States,USA,https://en.wikipedia.org/wiki/2006_FEI_World_Equestrian_Games
fei_world_championships,FEI World Championships,FEI World Equestrian Games,2006,2006-12-31,equestrian-eventing-equestrian,Equestrian Eventing (Equestrian),team-eventing,Team eventing,mixed,1,gold,team,Germany,Germany,DEU,https://en.wikipedia.org/wiki/2006_FEI_World_Equestrian_Games
fei_world_championships,FEI World Championships,FEI World Equestrian Games,2006,2006-12-31,equestrian-eventing-equestrian,Equestrian Eventing (Equestrian),team-eventing,Team eventing,mixed,2,silver,team,United Kingdom,United Kingdom,GBR,https://en.wikipedia.org/wiki/2006_FEI_World_Equestrian_Games
fei_world_championships,FEI World Championships,FEI World Equestrian Games,2006,2006-12-31,equestrian-eventing-equestrian,Equestrian Eventing (Equestrian),team-eventing,Team eventing,mixed,3,bronze,team,Australia,Australia,AUS,https://en.wikipedia.org/wiki/2006_FEI_World_Equestrian_Games
fei_world_championships,FEI World Championships,FEI World Equestrian Games,2006,2006-12-31,equestrian-jumping-equestrian,Equestrian Jumping (Equestrian),individual-jumping,Individual jumping,mixed,1,gold,athlete,Jos Lansink,Belgium,BEL,https://en.wikipedia.org/wiki/2006_FEI_World_Equestrian_Games
fei_world_championships,FEI World Championships,FEI World Equestrian Games,2006,2006-12-31,equestrian-jumping-equestrian,Equestrian Jumping (Equestrian),individual-jumping,Individual jumping,mixed,2,silver,athlete,Beezie Madden,United States,USA,https://en.wikipedia.org/wiki/2006_FEI_World_Equestrian_Games
fei_world_championships,FEI World Championships,FEI World Equestrian Games,2006,2006-12-31,equestrian-jumping-equestrian,Equestrian Jumping (Equestrian),individual-jumping,Individual jumping,mixed,3,bronze,athlete,Meredith Michaels-Beerbaum,Germany,DEU,https://en.wikipedia.org/wiki/2006_FEI_World_Equestrian_Games
fei_world_championships,FEI World Championships,FEI World Equestrian Games,2006,2006-12-31,equestrian-jumping-equestrian,Equestrian Jumping (Equestrian),team-jumping,Team jumping,mixed,1,gold,team,Netherlands,Netherlands,NLD,https://en.wikipedia.org/wiki/2006_FEI_World_Equestrian_Games
fei_world_championships,FEI World Championships,FEI World Equestrian Games,2006,2006-12-31,equestrian-jumping-equestrian,Equestrian Jumping (Equestrian),team-jumping,Team jumping,mixed,2,silver,team,United States,United States,USA,https://en.wikipedia.org/wiki/2006_FEI_World_Equestrian_Games
fei_world_championships,FEI World Championships,FEI World Equestrian Games,2006,2006-12-31,equestrian-jumping-equestrian,Equestrian Jumping (Equestrian),team-jumping,Team jumping,mixed,3,bronze,team,Germany,Germany,DEU,https://en.wikipedia.org/wiki/2006_FEI_World_Equestrian_Games
fei_world_championships,FEI World Championships,FEI World Equestrian Games,2006,2006-12-31,equestrian-reining,Reining,individual-reining,Individual reining,mixed,1,gold,athlete,Duane Latimer,Canada,CAN,https://en.wikipedia.org/wiki/2006_FEI_World_Equestrian_Games
fei_world_championships,FEI World Championships,FEI World Equestrian Games,2006,2006-12-31,equestrian-reining,Reining,individual-reining,Individual reining,mixed,2,silver,athlete,Tim McQuay,United States,USA,https://en.wikipedia.org/wiki/2006_FEI_World_Equestrian_Games
fei_world_championships,FEI World Championships,FEI World Equestrian Games,2006,2006-12-31,equestrian-reining,Reining,individual-reining,Individual reining,mixed,3,bronze,athlete,Aaron Ralston,United States,USA,https://en.wikipedia.org/wiki/2006_FEI_World_Equestrian_Games
fei_world_championships,FEI World Championships,FEI World Equestrian Games,2006,2006-12-31,equestrian-reining,Reining,team-reining,Team reining,mixed,1,gold,team,United States,United States,USA,https://en.wikipedia.org/wiki/2006_FEI_World_Equestrian_Games
fei_world_championships,FEI World Championships,FEI World Equestrian Games,2006,2006-12-31,equestrian-reining,Reining,team-reining,Team reining,mixed,2,silver,team,Canada,Canada,CAN,https://en.wikipedia.org/wiki/2006_FEI_World_Equestrian_Games
fei_world_championships,FEI World Championships,FEI World Equestrian Games,2006,2006-12-31,equestrian-reining,Reining,team-reining,Team reining,mixed,3,bronze,team,Italy,Italy,ITA,https://en.wikipedia.org/wiki/2006_FEI_World_Equestrian_Games
fei_world_championships,FEI World Championships,FEI World Equestrian Games,2006,2006-12-31,equestrian-vaulting,Vaulting,men-vaulting,Men's vaulting,men,1,gold,athlete,Kai Vorberg,Germany,DEU,https://en.wikipedia.org/wiki/2006_FEI_World_Equestrian_Games
fei_world_championships,FEI World Championships,FEI World Equestrian Games,2006,2006-12-31,equestrian-vaulting,Vaulting,men-vaulting,Men's vaulting,men,2,silver,athlete,Gero Meyer,Germany,DEU,https://en.wikipedia.org/wiki/2006_FEI_World_Equestrian_Games
fei_world_championships,FEI World Championships,FEI World Equestrian Games,2006,2006-12-31,equestrian-vaulting,Vaulting,men-vaulting,Men's vaulting,men,3,bronze,athlete,Ladislav Majdlen,Slovakia,SVK,https://en.wikipedia.org/wiki/2006_FEI_World_Equestrian_Games
fei_world_championships,FEI World Championships,FEI World Equestrian Games,2006,2006-12-31,equestrian-vaulting,Vaulting,squad-vaulting,Squad vaulting,mixed,1,gold,team,Germany,Germany,DEU,https://en.wikipedia.org/wiki/2006_FEI_World_Equestrian_Games
fei_world_championships,FEI World Championships,FEI World Equestrian Games,2006,2006-12-31,equestrian-vaulting,Vaulting,squad-vaulting,Squad vaulting,mixed,2,silver,team,United States,United States,USA,https://en.wikipedia.org/wiki/2006_FEI_World_Equestrian_Games
fei_world_championships,FEI World Championships,FEI World Equestrian Games,2006,2006-12-31,equestrian-vaulting,Vaulting,squad-vaulting,Squad vaulting,mixed,3,bronze,team,Austria,Austria,AUT,https://en.wikipedia.org/wiki/2006_FEI_World_Equestrian_Games
fei_world_championships,FEI World Championships,FEI World Equestrian Games,2006,2006-12-31,equestrian-vaulting,Vaulting,women-vaulting,Women's vaulting,women,1,gold,athlete,Megan Benjamin,United States,USA,https://en.wikipedia.org/wiki/2006_FEI_World_Equestrian_Games
fei_world_championships,FEI World Championships,FEI World Equestrian Games,2006,2006-12-31,equestrian-vaulting,Vaulting,women-vaulting,Women's vaulting,women,2,silver,athlete,Katharina Faltin,Austria,AUT,https://en.wikipedia.org/wiki/2006_FEI_World_Equestrian_Games
fei_world_championships,FEI World Championships,FEI World Equestrian Games,2006,2006-12-31,equestrian-vaulting,Vaulting,women-vaulting,Women's vaulting,women,3,bronze,athlete,Sissa Jarz,Austria,AUT,https://en.wikipedia.org/wiki/2006_FEI_World_Equestrian_Games
fei_world_championships,FEI World Championships,FEI World Equestrian Games,2010,2010-12-31,equestrian-dressage-equestrian,Equestrian Dressage (Equestrian),dressage-grand-prix-freestyle,Dressage Grand Prix Freestyle,mixed,1,gold,athlete,Edward Gal,Netherlands,NLD,https://en.wikipedia.org/wiki/2010_FEI_World_Equestrian_Games
fei_world_championships,FEI World Championships,FEI World Equestrian Games,2010,2010-12-31,equestrian-dressage-equestrian,Equestrian Dressage (Equestrian),dressage-grand-prix-freestyle,Dressage Grand Prix Freestyle,mixed,2,silver,athlete,Laura Bechtolsheimer,United Kingdom,GBR,https://en.wikipedia.org/wiki/2010_FEI_World_Equestrian_Games
fei_world_championships,FEI World Championships,FEI World Equestrian Games,2010,2010-12-31,equestrian-dressage-equestrian,Equestrian Dressage (Equestrian),dressage-grand-prix-freestyle,Dressage Grand Prix Freestyle,mixed,3,bronze,athlete,Steffen Peters,United States,USA,https://en.wikipedia.org/wiki/2010_FEI_World_Equestrian_Games
fei_world_championships,FEI World Championships,FEI World Equestrian Games,2010,2010-12-31,equestrian-dressage-equestrian,Equestrian Dressage (Equestrian),dressage-grand-prix-special,Dressage Grand Prix Special,mixed,1,gold,athlete,Edward Gal,Netherlands,NLD,https://en.wikipedia.org/wiki/2010_FEI_World_Equestrian_Games
fei_world_championships,FEI World Championships,FEI World Equestrian Games,2010,2010-12-31,equestrian-dressage-equestrian,Equestrian Dressage (Equestrian),dressage-grand-prix-special,Dressage Grand Prix Special,mixed,2,silver,athlete,Laura Bechtolsheimer,United Kingdom,GBR,https://en.wikipedia.org/wiki/2010_FEI_World_Equestrian_Games
fei_world_championships,FEI World Championships,FEI World Equestrian Games,2010,2010-12-31,equestrian-dressage-equestrian,Equestrian Dressage (Equestrian),dressage-grand-prix-special,Dressage Grand Prix Special,mixed,3,bronze,athlete,Steffen Peters,United States,USA,https://en.wikipedia.org/wiki/2010_FEI_World_Equestrian_Games
fei_world_championships,FEI World Championships,FEI World Equestrian Games,2010,2010-12-31,equestrian-dressage-equestrian,Equestrian Dressage (Equestrian),dressage-team-grand-prix,Dressage Team Grand Prix,mixed,1,gold,team,Netherlands,Netherlands,NLD,https://en.wikipedia.org/wiki/2010_FEI_World_Equestrian_Games
fei_world_championships,FEI World Championships,FEI World Equestrian Games,2010,2010-12-31,equestrian-dressage-equestrian,Equestrian Dressage (Equestrian),dressage-team-grand-prix,Dressage Team Grand Prix,mixed,2,silver,team,United Kingdom,United Kingdom,GBR,https://en.wikipedia.org/wiki/2010_FEI_World_Equestrian_Games
fei_world_championships,FEI World Championships,FEI World Equestrian Games,2010,2010-12-31,equestrian-dressage-equestrian,Equestrian Dressage (Equestrian),dressage-team-grand-prix,Dressage Team Grand Prix,mixed,3,bronze,team,Germany,Germany,DEU,https://en.wikipedia.org/wiki/2010_FEI_World_Equestrian_Games
