competition_id,sport_id,name,season_year,level,start_date,end_date,source_id
fifa_beach_soccer_world_cup,football,FIFA Beach Soccer World Cup,,national_team_tournament,2005-12-31,2025-12-31,fifa_beach_soccer_world_cup_history
