year,event_date,gender,discipline_name,rank,medal,participant_type,athlete_name,country_name,country_code,performance
2005,2005-12-31,men,5000 m,1,gold,athlete,Benjamin Limo,Kenya,KEN,13:32.55
2005,2005-12-31,men,5000 m,2,silver,athlete,Sileshi Sihine,Ethiopia,ETH,13:32.81
2005,2005-12-31,men,5000 m,3,bronze,athlete,Craig Mottram,Australia,AUS,13:32.96
2005,2005-12-31,men,800 m,1,gold,athlete,Rashid Ramzi,Bahrain,BHR,1:44.24 PB
2005,2005-12-31,men,800 m,3,bronze,athlete,William Yiampoy,Kenya,KEN,1:44.55
2005,2005-12-31,men,Decathlon,1,gold,athlete,Bryan Clay,United States,USA,8732 WL
2005,2005-12-31,men,Decathlon,2,silver,athlete,Roman Šebrle,Czech Republic,CZE,8521
2005,2005-12-31,men,Decathlon,3,bronze,athlete,Attila Zsivoczky,Hungary,HUN,8385
2005,2005-12-31,men,Discus throw,1,gold,athlete,Virgilijus Alekna,Lithuania,LTU,70.17 CR
2005,2005-12-31,men,Discus throw,2,silver,athlete,Gerd Kanter,Estonia,EST,68.57
2005,2005-12-31,men,Discus throw,3,bronze,athlete,Michael Möllenbeck,Germany,DEU,65.95
2005,2005-12-31,men,Hammer throw,1,gold,athlete,Vadim Devyatovskiy,Belarus,BLR,82.60
2005,2005-12-31,men,Hammer throw,2,silver,athlete,Szymon Ziółkowski,Poland,POL,79.35 SB
2005,2005-12-31,men,Hammer throw,3,bronze,athlete,Markus Esser,Germany,DEU,79.16
2005,2005-12-31,men,Javelin throw,1,gold,athlete,Andrus Värnik,Estonia,EST,87.17
2005,2005-12-31,men,Javelin throw,2,silver,athlete,Andreas Thorkildsen,Norway,NOR,86.18
2005,2005-12-31,men,Long jump,1,gold,athlete,Dwight Phillips,United States,USA,8.60 WL
2005,2005-12-31,men,Long jump,2,silver,athlete,Ignisious Gaisah,Ghana,GHA,8.34 NR
2005,2005-12-31,men,Long jump,3,bronze,athlete,Tommi Evilä,Finland,FIN,8.25
2005,2005-12-31,men,Marathon,1,gold,athlete,Jaouad Gharib,Morocco,MAR,2:10:10
2005,2005-12-31,men,Marathon,2,silver,athlete,Christopher Isengwe,Tanzania,TZA,2:10:21 PB
2005,2005-12-31,men,Marathon,3,bronze,athlete,Tsuyoshi Ogata,Japan,JPN,2:11:16 SB
2005,2005-12-31,men,Pole vault,1,gold,athlete,Rens Blom,Netherlands,NLD,5.80 SB
2005,2005-12-31,men,Pole vault,2,silver,athlete,Brad Walker,United States,USA,5.75
2005,2005-12-31,men,Shot put,1,gold,athlete,Adam Nelson,United States,USA,21.73 SB
2005,2005-12-31,men,Shot put,2,silver,athlete,Rutger Smith,Netherlands,NLD,21.29
2005,2005-12-31,men,Shot put,3,bronze,athlete,Ralf Bartels,Germany,DEU,20.99
2005,2005-12-31,men,Triple jump,1,gold,athlete,Walter Davis,United States,USA,17.57 SB
2005,2005-12-31,men,Triple jump,2,silver,athlete,Yoandri Betanzos,Cuba,CUB,17.42 SB
2005,2005-12-31,men,Triple jump,3,bronze,athlete,Marian Oprea,Romania,ROU,17.40
2005,2005-12-31,women,"10,000 m",1,gold,athlete,Tirunesh Dibaba,Ethiopia,ETH,30:24.02
2005,2005-12-31,women,"10,000 m",2,silver,athlete,Berhane Adere,Ethiopia,ETH,30:25.41 SB
2005,2005-12-31,women,"10,000 m",3,bronze,athlete,Ejegayehu Dibaba,Ethiopia,ETH,30:26.00
2005,2005-12-31,women,100 m,1,gold,athlete,Lauryn Williams,United States,USA,10.93
2005,2005-12-31,women,100 m,2,silver,athlete,Veronica Campbell,Jamaica,JAM,10.95 SB
2005,2005-12-31,women,100 m,3,bronze,athlete,Christine Arron,France,FRA,10.98
2005,2005-12-31,women,100 m hurdles,1,gold,athlete,Michelle Perry,United States,USA,12.66
2005,2005-12-31,women,100 m hurdles,2,silver,athlete,Delloreen Ennis-London,Jamaica,JAM,12.76
2005,2005-12-31,women,100 m hurdles,3,bronze,athlete,Brigitte Foster-Hylton,Jamaica,JAM,12.76
2005,2005-12-31,women,1500 m,3,bronze,athlete,Bouchra Ghezielle,France,FRA,4:02.45
2005,2005-12-31,women,20 km walk,2,silver,athlete,Ryta Turava,Belarus,BLR,1:27:05 NR
2005,2005-12-31,women,20 km walk,3,bronze,athlete,Susana Feitor,Portugal,PRT,1:28:44 SB
2005,2005-12-31,women,200 m,1,gold,athlete,Allyson Felix,United States,USA,22.16
2005,2005-12-31,women,200 m,2,silver,athlete,Rachelle Boone-Smith,United States,USA,22.31
2005,2005-12-31,women,200 m,3,bronze,athlete,Christine Arron,France,FRA,22.31 SB
2005,2005-12-31,women,3000 m s'chase,1,gold,athlete,Dorcus Inzikuru,Uganda,UGA,9:18.24 CR
2005,2005-12-31,women,3000 m s'chase,3,bronze,athlete,Jeruto Kiptum,Kenya,KEN,9:26.95 NR
2005,2005-12-31,women,4 × 100 m relay,1,gold,team,,United States,USA,41.78 WL
2005,2005-12-31,women,4 × 100 m relay,2,silver,team,,Jamaica,JAM,41.99 SB
2005,2005-12-31,women,4 × 100 m relay,3,bronze,team,,Belarus,BLR,42.56 NR
2005,2005-12-31,women,4 × 400 m relay,2,silver,team,,Jamaica,JAM,3:23.29 SB
2005,2005-12-31,women,4 × 400 m relay,3,bronze,team,,Great Britain,GBR,3:24.44 SB
2005,2005-12-31,women,400 m,1,gold,athlete,Tonique Williams-Darling,Bahamas,BHS,49.55 SB
2005,2005-12-31,women,400 m,2,silver,athlete,Sanya Richards,United States,USA,49.74
2005,2005-12-31,women,400 m,3,bronze,athlete,Ana Guevara,Mexico,MEX,49.81
2005,2005-12-31,women,400 m hurdles,2,silver,athlete,Lashinda Demus,United States,USA,53.27 PB
2005,2005-12-31,women,400 m hurdles,3,bronze,athlete,Sandra Glover,United States,USA,53.32 PB
2005,2005-12-31,women,5000 m,1,gold,athlete,Tirunesh Dibaba,Ethiopia,ETH,14:38.59 CR
2005,2005-12-31,women,5000 m,2,silver,athlete,Meseret Defar,Ethiopia,ETH,14:39.54
2005,2005-12-31,women,5000 m,3,bronze,athlete,Ejegayehu Dibaba,Ethiopia,ETH,14:42.47
2005,2005-12-31,women,800 m,1,gold,athlete,Zulia Calatayud,Cuba,CUB,1:58.82
2005,2005-12-31,women,800 m,2,silver,athlete,Hasna Benhassi,Morocco,MAR,1:59.42
2005,2005-12-31,women,Discus throw,1,gold,athlete,Franka Dietzsch,Germany,DEU,66.56 SB
2005,2005-12-31,women,Discus throw,3,bronze,athlete,Věra Pospíšilová-Cechlová,Czech Republic,CZE,63.19
2005,2005-12-31,women,Hammer throw,1,gold,athlete,Yipsi Moreno,Cuba,CUB,73.08
2005,2005-12-31,women,Hammer throw,3,bronze,athlete,Manuela Montebrun,France,FRA,71.41
2005,2005-12-31,women,Heptathlon,1,gold,athlete,Carolina Klüft,Sweden,SWE,6887 SB
2005,2005-12-31,women,Heptathlon,2,silver,athlete,Eunice Barber,France,FRA,6824
2005,2005-12-31,women,Heptathlon,3,bronze,athlete,Margaret Simpson,Ghana,GHA,6375
2005,2005-12-31,women,High jump,1,gold,athlete,Kajsa Bergqvist,Sweden,SWE,2.02 WL
2005,2005-12-31,women,High jump,2,silver,athlete,Chaunte Howard,United States,USA,2.00 PB
2005,2005-12-31,women,High jump,3,bronze,athlete,Emma Green,Sweden,SWE,1.96 PB
2005,2005-12-31,women,Javelin throw,1,gold,athlete,Osleidys Menéndez,Cuba,CUB,71.70 WR
2005,2005-12-31,women,Javelin throw,2,silver,athlete,Christina Obergföll,Germany,DEU,70.03 AR
2005,2005-12-31,women,Javelin throw,3,bronze,athlete,Steffi Nerius,Germany,DEU,65.96
2005,2005-12-31,women,Long jump,1,gold,athlete,Tianna Madison,United States,USA,6.89 PB
2005,2005-12-31,women,Long jump,2,silver,athlete,Eunice Barber,France,FRA,6.76
2005,2005-12-31,women,Long jump,3,bronze,athlete,Yargelis Savigne,Cuba,CUB,6.69
2005,2005-12-31,women,Marathon,1,gold,athlete,Paula Radcliffe,Great Britain,GBR,2:20:57 CR
2005,2005-12-31,women,Marathon,2,silver,athlete,Catherine Ndereba,Kenya,KEN,2:22:01 SB
2005,2005-12-31,women,Marathon,3,bronze,athlete,Constantina Tomescu,Romania,ROU,2:23:19
2005,2005-12-31,women,Pole vault,2,silver,athlete,Monika Pyrek,Poland,POL,4.60
2005,2005-12-31,women,Pole vault,3,bronze,athlete,Pavla Hamáčková,Czech Republic,CZE,4.50
2005,2005-12-31,women,Shot put,2,silver,athlete,Valerie Vili,New Zealand,NZL,19.62
2005,2005-12-31,women,Shot put,3,bronze,athlete,Nadine Kleinert,Germany,DEU,19.07
2005,2005-12-31,women,T12 Visually impaired 200 m women,1,gold,athlete,Adria Santos,Brazil,BRA,26.99
2005,2005-12-31,women,T12 Visually impaired 200 m women,2,silver,athlete,Purificacion Santamarta,Spain,ESP,27.08
2005,2005-12-31,women,T12 Visually impaired 200 m women,3,bronze,athlete,Paraskeví Kantza,Greece,GRC,28.32 (PB)
2005,2005-12-31,women,T54 Wheelchair racing 100 m men,1,gold,athlete,David Weir,United Kingdom,GBR,14.15 NR
2005,2005-12-31,women,T54 Wheelchair racing 100 m men,2,silver,athlete,Kenny van Weeghel,Netherlands,NLD,14.19
2005,2005-12-31,women,T54 Wheelchair racing 100 m men,3,bronze,athlete,Leo-Pekka Tähti,Finland,FIN,14.22
2005,2005-12-31,women,T54 Wheelchair racing 200 m men,1,gold,athlete,David Weir,United Kingdom,GBR,25.47
2005,2005-12-31,women,T54 Wheelchair racing 200 m men,2,silver,athlete,Kenny van Weeghel,Netherlands,NLD,25.80
2005,2005-12-31,women,T54 Wheelchair racing 200 m men,3,bronze,athlete,Supachai Koysub,Thailand,THA,26.03
2005,2005-12-31,women,Triple jump,1,gold,athlete,Trecia Smith,Jamaica,JAM,15.11 WL
2005,2005-12-31,women,Triple jump,2,silver,athlete,Yargelis Savigne,Cuba,CUB,14.82 PB
2005,2005-12-31,women,Wheelchair javelin men,1,gold,athlete,Jacques Martin,Canada,CAN,24.97
2005,2005-12-31,women,Wheelchair javelin men,2,silver,athlete,Markku Niinimäki,Finland,FIN,23.82
2005,2005-12-31,women,Wheelchair javelin men,3,bronze,athlete,Gerasimos Vrionis,Greece,GRC,16.75
2007,2007-12-31,men,"10,000 metres",1,gold,athlete,Kenenisa Bekele,Ethiopia,ETH,27:05.90 SB
2007,2007-12-31,men,"10,000 metres",2,silver,athlete,Sileshi Sihine,Ethiopia,ETH,27:09.03
2007,2007-12-31,men,"10,000 metres",3,bronze,athlete,Martin Mathathi,Kenya,KEN,27:12.17
2007,2007-12-31,men,100 metres,1,gold,athlete,Tyson Gay,United States,USA,9.85
2007,2007-12-31,men,100 metres,2,silver,athlete,Derrick Atkins,Bahamas,BHS,9.91 NR
2007,2007-12-31,men,100 metres,3,bronze,athlete,Asafa Powell,Jamaica,JAM,9.96
2007,2007-12-31,men,110 metres hurdles,1,gold,athlete,Liu Xiang,China,CHN,12.95
2007,2007-12-31,men,110 metres hurdles,2,silver,athlete,Terrence Trammell,United States,USA,12.99
2007,2007-12-31,men,110 metres hurdles,3,bronze,athlete,David Payne,United States,USA,13.02 PB
2007,2007-12-31,men,1500 metres,1,gold,athlete,Bernard Lagat,United States,USA,3:34.77
2007,2007-12-31,men,1500 metres,2,silver,athlete,Rashid Ramzi,Bahrain,BHR,3:35.00 SB
2007,2007-12-31,men,1500 metres,3,bronze,athlete,Shedrack Kibet Korir,Kenya,KEN,3:35.04
2007,2007-12-31,men,20 kilometres walk,1,gold,athlete,Jefferson Pérez,Ecuador,ECU,1:22:20
2007,2007-12-31,men,20 kilometres walk,2,silver,athlete,Paquillo Fernández,Spain,ESP,1:22:40
2007,2007-12-31,men,20 kilometres walk,3,bronze,athlete,Hatem Ghoula,Tunisia,TUN,1:22:40
2007,2007-12-31,men,200 metres,1,gold,athlete,Tyson Gay,United States,USA,19.76 CR
2007,2007-12-31,men,200 metres,2,silver,athlete,Usain Bolt,Jamaica,JAM,19.91
2007,2007-12-31,men,200 metres,3,bronze,athlete,Wallace Spearmon,United States,USA,20.05
2007,2007-12-31,men,3000 metres steeplechase,1,gold,athlete,Brimin Kipruto,Kenya,KEN,8:13.82
2007,2007-12-31,men,3000 metres steeplechase,2,silver,athlete,Ezekiel Kemboi,Kenya,KEN,8:16.94
2007,2007-12-31,men,3000 metres steeplechase,3,bronze,athlete,Richard Mateelong,Kenya,KEN,8:17.59
2007,2007-12-31,men,4 × 100 metres relay,1,gold,team,,United States,USA,37.78 WL
2007,2007-12-31,men,4 × 100 metres relay,2,silver,team,,Jamaica,JAM,37.89 NR
2007,2007-12-31,men,4 × 100 metres relay,3,bronze,team,,Great Britain & N.I.,GBR,37.90 SB
2007,2007-12-31,men,4 × 400 metres relay,1,gold,team,,United States,USA,2:55.56 WL
2007,2007-12-31,men,4 × 400 metres relay,2,silver,team,,Bahamas,BHS,2:59.18 SB
2007,2007-12-31,men,4 × 400 metres relay,3,bronze,team,,Poland,POL,3:00.05 SB
2007,2007-12-31,men,400 metres,1,gold,athlete,Jeremy Wariner,United States,USA,43.45 WL PB
2007,2007-12-31,men,400 metres,2,silver,athlete,LaShawn Merritt,United States,USA,43.96 PB
2007,2007-12-31,men,400 metres,3,bronze,athlete,Angelo Taylor,United States,USA,44.32
2007,2007-12-31,men,400 metres hurdles,1,gold,athlete,Kerron Clement,United States,USA,47.61 WL
2007,2007-12-31,men,400 metres hurdles,2,silver,athlete,Félix Sánchez,Dominican Republic,DOM,48.01 SB
2007,2007-12-31,men,400 metres hurdles,3,bronze,athlete,Marek Plawgo,Poland,POL,48.12 NR
2007,2007-12-31,men,50 kilometres walk,1,gold,athlete,Nathan Deakes,Australia,AUS,3:43:53 SB
2007,2007-12-31,men,50 kilometres walk,2,silver,athlete,Yohann Diniz,France,FRA,3:44:22 SB
2007,2007-12-31,men,50 kilometres walk,3,bronze,athlete,Alex Schwazer,Italy,ITA,3:44:38
2007,2007-12-31,men,5000 metres,1,gold,athlete,Bernard Lagat,United States,USA,13:45.87
2007,2007-12-31,men,5000 metres,2,silver,athlete,Eliud Kipchoge,Kenya,KEN,13:46.00
2007,2007-12-31,men,5000 metres,3,bronze,athlete,Moses Kipsiro,Uganda,UGA,13:46.75
2007,2007-12-31,men,800 metres,1,gold,athlete,Alfred Kirwa Yego,Kenya,KEN,1:47.09
2007,2007-12-31,men,800 metres,2,silver,athlete,Gary Reed,Canada,CAN,1:47.10
2007,2007-12-31,men,Decathlon,1,gold,athlete,Roman Šebrle,Czech Republic,CZE,8676
2007,2007-12-31,men,Decathlon,2,silver,athlete,Maurice Smith,Jamaica,JAM,8644 NR
2007,2007-12-31,men,Decathlon,3,bronze,athlete,Dmitriy Karpov,Kazakhstan,KAZ,8586 SB
2007,2007-12-31,men,Discus throw,1,gold,athlete,Gerd Kanter,Estonia,EST,68.94
2007,2007-12-31,men,Discus throw,2,silver,athlete,Robert Harting,Germany,DEU,66.68
2007,2007-12-31,men,Discus throw,3,bronze,athlete,Rutger Smith,Netherlands,NLD,66.42
2007,2007-12-31,men,Hammer throw,1,gold,athlete,Ivan Tsikhan,Belarus,BLR,83.63 WL
2007,2007-12-31,men,Hammer throw,2,silver,athlete,Primož Kozmus,Slovenia,SVN,82.29
2007,2007-12-31,men,Hammer throw,3,bronze,athlete,Libor Charfreitag,Slovakia,SVK,81.60 SB
2007,2007-12-31,men,High jump,1,gold,athlete,Donald Thomas,Bahamas,BHS,2.35 WL
2007,2007-12-31,men,High jump,3,bronze,athlete,Kyriakos Ioannou,Cyprus,CYP,2.35 WL
2007,2007-12-31,men,Javelin throw,1,gold,athlete,Tero Pitkämäki,Finland,FIN,90.33
2007,2007-12-31,men,Javelin throw,2,silver,athlete,Andreas Thorkildsen,Norway,NOR,88.61
2007,2007-12-31,men,Javelin throw,3,bronze,athlete,Breaux Greer,United States,USA,86.21
2007,2007-12-31,men,Long jump,1,gold,athlete,Irving Saladino,Panama,PAN,8.57 AR
2007,2007-12-31,men,Long jump,2,silver,athlete,Andrew Howe,Italy,ITA,8.47 NR
2007,2007-12-31,men,Long jump,3,bronze,athlete,Dwight Phillips,United States,USA,8.30
2007,2007-12-31,men,Marathon,1,gold,athlete,Luke Kibet,Kenya,KEN,2:15:59
2007,2007-12-31,men,Marathon,2,silver,athlete,Mubarak Hassan Shami,Qatar,QAT,2:17:18
2007,2007-12-31,men,Marathon,3,bronze,athlete,Viktor Röthlin,Switzerland,CHE,2:17:25
2007,2007-12-31,men,Pole vault,1,gold,athlete,Brad Walker,United States,USA,5.86
2007,2007-12-31,men,Pole vault,2,silver,athlete,Romain Mesnil,France,FRA,5.86 SB
2007,2007-12-31,men,Pole vault,3,bronze,athlete,Danny Ecker,Germany,DEU,5.81
2007,2007-12-31,men,Shot put,1,gold,athlete,Reese Hoffa,United States,USA,22.04
2007,2007-12-31,men,Shot put,2,silver,athlete,Adam Nelson,United States,USA,21.61 SB
2007,2007-12-31,men,Shot put,3,bronze,athlete,Rutger Smith,Netherlands,NLD,21.13
2007,2007-12-31,men,Triple jump,1,gold,athlete,Nelson Évora,Portugal,PRT,17.74 NR
2007,2007-12-31,men,Triple jump,2,silver,athlete,Jadel Gregório,Brazil,BRA,17.59
2007,2007-12-31,men,Triple jump,3,bronze,athlete,Walter Davis,United States,USA,17.33 SB
2007,2007-12-31,women,"10,000 metres",1,gold,athlete,Tirunesh Dibaba,Ethiopia,ETH,31:55.41 SB
2007,2007-12-31,women,"10,000 metres",2,silver,athlete,Kara Goucher,United States,USA,32:02.05 SB
2007,2007-12-31,women,"10,000 metres",3,bronze,athlete,Jo Pavey,Great Britain & N.I.,GBR,32:03.81
2007,2007-12-31,women,100 metres,1,gold,athlete,Veronica Campbell,Jamaica,JAM,11.01
2007,2007-12-31,women,100 metres,2,silver,athlete,Lauryn Williams,United States,USA,11.01 SB
2007,2007-12-31,women,100 metres,3,bronze,athlete,Carmelita Jeter,United States,USA,11.02 PB
2007,2007-12-31,women,100 metres hurdles,1,gold,athlete,Michelle Perry,United States,USA,12.46
2007,2007-12-31,women,100 metres hurdles,2,silver,athlete,Perdita Felicien,Canada,CAN,12.49 SB
2007,2007-12-31,women,100 metres hurdles,3,bronze,athlete,Delloreen Ennis-London,Jamaica,JAM,12.50 PB
2007,2007-12-31,women,1500 metres,1,gold,athlete,Maryam Yusuf Jamal,Bahrain,BHR,3:58.75 SB
2007,2007-12-31,women,1500 metres,2,silver,athlete,Iryna Lishchynska,Ukraine,UKR,4:00.69 SB
2007,2007-12-31,women,1500 metres,3,bronze,athlete,Daniela Yordanova,Bulgaria,BGR,4:00.82 SB
2007,2007-12-31,women,20 kilometres walk,3,bronze,athlete,María Vasco,Spain,ESP,1:30:47
2007,2007-12-31,women,200 metres,1,gold,athlete,Allyson Felix,United States,USA,21.81 WL
2007,2007-12-31,women,200 metres,2,silver,athlete,Veronica Campbell,Jamaica,JAM,22.34 SB
2007,2007-12-31,women,200 metres,3,bronze,athlete,Susanthika Jayasinghe,Sri Lanka,LKA,22.63
2007,2007-12-31,women,3000 metres steeplechase,3,bronze,athlete,Eunice Jepkorir,Kenya,KEN,9:20.09
2007,2007-12-31,women,4 × 100 metres relay,1,gold,team,,United States,USA,41.98 WL
2007,2007-12-31,women,4 × 100 metres relay,2,silver,team,,Jamaica,JAM,42.01 SB
2007,2007-12-31,women,4 × 100 metres relay,3,bronze,team,,Belgium,BEL,42.75 NR
2007,2007-12-31,women,4 × 400 metres relay,1,gold,team,,United States,USA,3:18.55 WL
2007,2007-12-31,women,4 × 400 metres relay,2,silver,team,,Jamaica,JAM,3:19.73 NR
2007,2007-12-31,women,4 × 400 metres relay,3,bronze,team,,Great Britain & N.I.,GBR,3:20.04 NR
2007,2007-12-31,women,400 metres,1,gold,athlete,Christine Ohuruogu,Great Britain & N.I.,GBR,49.61 PB
2007,2007-12-31,women,400 metres,2,silver,athlete,Nicola Sanders,Great Britain & N.I.,GBR,49.65 PB
2007,2007-12-31,women,400 metres,3,bronze,athlete,Novlene Williams,Jamaica,JAM,49.66 SB
2007,2007-12-31,women,400 metres hurdles,1,gold,athlete,Jana Rawlinson,Australia,AUS,53.31 SB
2007,2007-12-31,women,400 metres hurdles,3,bronze,athlete,Anna Jesień,Poland,POL,53.92
2007,2007-12-31,women,5000 metres,1,gold,athlete,Meseret Defar,Ethiopia,ETH,14:57.91
2007,2007-12-31,women,5000 metres,2,silver,athlete,Vivian Cheruiyot,Kenya,KEN,14:58.50
2007,2007-12-31,women,5000 metres,3,bronze,athlete,Priscah Jepleting Cherono,Kenya,KEN,14:59.21
2007,2007-12-31,women,800 metres,1,gold,athlete,Janeth Jepkosgei,Kenya,KEN,1:56.04 WL
2007,2007-12-31,women,800 metres,2,silver,athlete,Hasna Benhassi,Morocco,MAR,1:56.99
2007,2007-12-31,women,800 metres,3,bronze,athlete,Mayte Martínez,Spain,ESP,1:57.62 PB
2007,2007-12-31,women,Discus throw,1,gold,athlete,Franka Dietzsch,Germany,DEU,66.61
2007,2007-12-31,women,Discus throw,2,silver,athlete,Yarelis Barrios,Cuba,CUB,63.90 PB
2007,2007-12-31,women,Discus throw,3,bronze,athlete,Nicoleta Grasu,Romania,ROU,63.40
2007,2007-12-31,women,Hammer throw,1,gold,athlete,Betty Heidler,Germany,DEU,74.76
2007,2007-12-31,women,Hammer throw,2,silver,athlete,Yipsi Moreno,Cuba,CUB,74.74
2007,2007-12-31,women,Hammer throw,3,bronze,athlete,Zhang Wenxiu,China,CHN,74.39
2007,2007-12-31,women,Heptathlon,1,gold,athlete,Carolina Klüft,Sweden,SWE,7032 WL / AR
2007,2007-12-31,women,Heptathlon,2,silver,athlete,Lyudmila Blonska,Ukraine,UKR,6832 NR
2007,2007-12-31,women,Heptathlon,3,bronze,athlete,Kelly Sotherton,Great Britain & N.I.,GBR,6510 SB
2007,2007-12-31,women,Javelin throw,1,gold,athlete,Barbora Špotáková,Czech Republic,CZE,67.07 NR
2007,2007-12-31,women,Javelin throw,2,silver,athlete,Christina Obergföll,Germany,DEU,66.46
2007,2007-12-31,women,Javelin throw,3,bronze,athlete,Steffi Nerius,Germany,DEU,64.42
2007,2007-12-31,women,Marathon,1,gold,athlete,Catherine Ndereba,Kenya,KEN,2:30:37
2007,2007-12-31,women,Marathon,2,silver,athlete,Zhou Chunxiu,China,CHN,2:30:45
2007,2007-12-31,women,Marathon,3,bronze,athlete,Reiko Tosa,Japan,JPN,2:30:55
2007,2007-12-31,women,Pole vault,2,silver,athlete,Kateřina Baďurová,Czech Republic,CZE,4.75 NR
2007,2007-12-31,women,Shot put,1,gold,athlete,Valerie Vili,New Zealand,NZL,20.54 WL / AR
2007,2007-12-31,women,Shot put,2,silver,athlete,Nadine Kleinert,Germany,DEU,19.77 SB
2007,2007-12-31,women,Shot put,3,bronze,athlete,Li Ling,China,CHN,19.38 PB
2007,2007-12-31,women,Triple jump,1,gold,athlete,Yargelis Savigne,Cuba,CUB,15.28 WL
2007,2007-12-31,women,Triple jump,3,bronze,athlete,Marija Šestak,Slovenia,SVN,14.72
2009,2009-12-31,men,"10,000 metres",1,gold,athlete,Kenenisa Bekele,Ethiopia,ETH,26:46.31 CR
2009,2009-12-31,men,"10,000 metres",2,silver,athlete,Zersenay Tadese,Eritrea,ERI,26:50.12 SB
2009,2009-12-31,men,"10,000 metres",3,bronze,athlete,Moses Ndiema Masai,Kenya,KEN,26:57.39 SB
2009,2009-12-31,men,100 metres,1,gold,athlete,Usain Bolt,Jamaica,JAM,9.58 WR
2009,2009-12-31,men,100 metres,2,silver,athlete,Tyson Gay,United States,USA,9.71 NR
2009,2009-12-31,men,100 metres,3,bronze,athlete,Asafa Powell,Jamaica,JAM,9.84 SB
2009,2009-12-31,men,110 metres hurdles,1,gold,athlete,Ryan Brathwaite,Barbados,BRB,13.14 NR
2009,2009-12-31,men,110 metres hurdles,2,silver,athlete,Terrence Trammell,United States,USA,13.15
2009,2009-12-31,men,110 metres hurdles,3,bronze,athlete,David Payne,United States,USA,13.15
2009,2009-12-31,men,1500 metres,1,gold,athlete,Yusuf Saad Kamel,Bahrain,BHR,3:35.93
2009,2009-12-31,men,1500 metres,2,silver,athlete,Deresse Mekonnen,Ethiopia,ETH,3:36.01
2009,2009-12-31,men,1500 metres,3,bronze,athlete,Bernard Lagat,United States,USA,3:36.20
2009,2009-12-31,men,20 kilometres walk,1,gold,athlete,Wang Hao,China,CHN,1:19:06 PB
2009,2009-12-31,men,20 kilometres walk,2,silver,athlete,Eder Sánchez,Mexico,MEX,1:19:22 SB
2009,2009-12-31,men,20 kilometres walk,3,bronze,athlete,Giorgio Rubino,Italy,ITA,1:19:50
2009,2009-12-31,men,200 metres,1,gold,athlete,Usain Bolt,Jamaica,JAM,19.19 WR
2009,2009-12-31,men,200 metres,2,silver,athlete,Alonso Edward,Panama,PAN,19.81 AR
2009,2009-12-31,men,200 metres,3,bronze,athlete,Wallace Spearmon,United States,USA,19.85 SB
2009,2009-12-31,men,3000 metres steeplechase,1,gold,athlete,Ezekiel Kemboi,Kenya,KEN,8:00.43 CR
2009,2009-12-31,men,3000 metres steeplechase,2,silver,athlete,Richard Kipkemboi Mateelong,Kenya,KEN,8:00.89 PB
2009,2009-12-31,men,3000 metres steeplechase,3,bronze,athlete,Bouabdellah Tahri,France,FRA,8:01.18 AR
2009,2009-12-31,men,4 × 100 metres relay,1,gold,team,,Jamaica,JAM,37.31 WR
2009,2009-12-31,men,4 × 100 metres relay,2,silver,team,,Trinidad and Tobago,TTO,37.62 NR
2009,2009-12-31,men,4 × 100 metres relay,3,bronze,team,,Great Britain & N.I.,GBR,38.02 SB
2009,2009-12-31,men,4 × 400 metres relay,1,gold,team,,United States,USA,2:57.86 WL
2009,2009-12-31,men,4 × 400 metres relay,2,silver,team,,Great Britain & N.I.,GBR,3:00.53 SB
2009,2009-12-31,men,4 × 400 metres relay,3,bronze,team,,Australia,AUS,3:00.90 SB
2009,2009-12-31,men,400 metres,1,gold,athlete,LaShawn Merritt,United States,USA,44.06 WL
2009,2009-12-31,men,400 metres,2,silver,athlete,Jeremy Wariner,United States,USA,44.60 SB
2009,2009-12-31,men,400 metres,3,bronze,athlete,Renny Quow,Trinidad and Tobago,TTO,45.02
2009,2009-12-31,men,400 metres hurdles,1,gold,athlete,Kerron Clement,United States,USA,47.91 WL
2009,2009-12-31,men,400 metres hurdles,2,silver,athlete,Javier Culson,Puerto Rico,PUR,48.09 PB
2009,2009-12-31,men,400 metres hurdles,3,bronze,athlete,Bershawn Jackson,United States,USA,48.23
2009,2009-12-31,men,50 kilometres walk,1,gold,athlete,Trond Nymark,Norway,NOR,3:41:16 NR
2009,2009-12-31,men,50 kilometres walk,2,silver,athlete,Jesús Ángel García,Spain,ESP,3:41:37 SB
2009,2009-12-31,men,50 kilometres walk,3,bronze,athlete,Grzegorz Sudoł,Poland,POL,3:42:34 PB
2009,2009-12-31,men,5000 metres,1,gold,athlete,Kenenisa Bekele,Ethiopia,ETH,13:17.09
2009,2009-12-31,men,5000 metres,2,silver,athlete,Bernard Lagat,United States,USA,13:17.33
2009,2009-12-31,men,5000 metres,3,bronze,athlete,James Kwalia C'Kurui,Qatar,QAT,13:17.78
2009,2009-12-31,men,800 metres,1,gold,athlete,Mbulaeni Mulaudzi,South Africa,ZAF,1:45.29
2009,2009-12-31,men,800 metres,2,silver,athlete,Alfred Kirwa Yego,Kenya,KEN,1:45.35
2009,2009-12-31,men,800 metres,3,bronze,athlete,Yusuf Saad Kamel,Bahrain,BHR,1:45.35
2009,2009-12-31,men,Decathlon,1,gold,athlete,Trey Hardee,United States,USA,8790 pts WL
2009,2009-12-31,men,Decathlon,2,silver,athlete,Leonel Suárez,Cuba,CUB,8640 pts
