competition_id,competition_name,year,event_date,discipline_key,discipline_name,gender,rank,participant_type,participant_name,country_name,country_code,source_url
fih_men_world_ranking,FIH Men's World Ranking,2003,2003-12-31,hockey,Hockey,men,1,team,Germany,Germany,DEU,https://www.fih.hockey/static-assets/pdf/rankings-archive-2003-2024.zip
fih_men_world_ranking,FIH Men's World Ranking,2003,2003-12-31,hockey,Hockey,men,2,team,Netherlands,Netherlands,NLD,https://www.fih.hockey/static-assets/pdf/rankings-archive-2003-2024.zip
fih_men_world_ranking,FIH Men's World Ranking,2003,2003-12-31,hockey,Hockey,men,3,team,Australia,Australia,AUS,https://www.fih.hockey/static-assets/pdf/rankings-archive-2003-2024.zip
fih_men_world_ranking,FIH Men's World Ranking,2003,2003-12-31,hockey,Hockey,men,4,team,Korea,Korea,KOR,https://www.fih.hockey/static-assets/pdf/rankings-archive-2003-2024.zip
fih_men_world_ranking,FIH Men's World Ranking,2003,2003-12-31,hockey,Hockey,men,5,team,Pakistan,Pakistan,PAK,https://www.fih.hockey/static-assets/pdf/rankings-archive-2003-2024.zip
fih_men_world_ranking,FIH Men's World Ranking,2003,2003-12-31,hockey,Hockey,men,6,team,India,India,IND,https://www.fih.hockey/static-assets/pdf/rankings-archive-2003-2024.zip
fih_men_world_ranking,FIH Men's World Ranking,2003,2003-12-31,hockey,Hockey,men,7,team,Argentina,Argentina,ARG,https://www.fih.hockey/static-assets/pdf/rankings-archive-2003-2024.zip
fih_men_world_ranking,FIH Men's World Ranking,2003,2003-12-31,hockey,Hockey,men,8,team,England,England,ENG,https://www.fih.hockey/static-assets/pdf/rankings-archive-2003-2024.zip
fih_men_world_ranking,FIH Men's World Ranking,2003,2003-12-31,hockey,Hockey,men,9,team,Spain,Spain,ESP,https://www.fih.hockey/static-assets/pdf/rankings-archive-2003-2024.zip
fih_men_world_ranking,FIH Men's World Ranking,2003,2003-12-31,hockey,Hockey,men,10,team,Malaysia,Malaysia,MYS,https://www.fih.hockey/static-assets/pdf/rankings-archive-2003-2024.zip
fih_men_world_ranking,FIH Men's World Ranking,2004,2004-12-31,hockey,Hockey,men,1,team,Germany,Germany,DEU,https://www.fih.hockey/static-assets/pdf/rankings-archive-2003-2024.zip
fih_men_world_ranking,FIH Men's World Ranking,2004,2004-12-31,hockey,Hockey,men,2,team,Australia,Australia,AUS,https://www.fih.hockey/static-assets/pdf/rankings-archive-2003-2024.zip
fih_men_world_ranking,FIH Men's World Ranking,2004,2004-12-31,hockey,Hockey,men,3,team,Netherlands,Netherlands,NLD,https://www.fih.hockey/static-assets/pdf/rankings-archive-2003-2024.zip
fih_men_world_ranking,FIH Men's World Ranking,2004,2004-12-31,hockey,Hockey,men,4,team,Pakistan,Pakistan,PAK,https://www.fih.hockey/static-assets/pdf/rankings-archive-2003-2024.zip
fih_men_world_ranking,FIH Men's World Ranking,2004,2004-12-31,hockey,Hockey,men,5,team,India,India,IND,https://www.fih.hockey/static-assets/pdf/rankings-archive-2003-2024.zip
fih_men_world_ranking,FIH Men's World Ranking,2004,2004-12-31,hockey,Hockey,men,6,team,Spain,Spain,ESP,https://www.fih.hockey/static-assets/pdf/rankings-archive-2003-2024.zip
fih_men_world_ranking,FIH Men's World Ranking,2004,2004-12-31,hockey,Hockey,men,7,team,Korea,Korea,KOR,https://www.fih.hockey/static-assets/pdf/rankings-archive-2003-2024.zip
fih_men_world_ranking,FIH Men's World Ranking,2004,2004-12-31,hockey,Hockey,men,8,team,New Zealand,New Zealand,NZL,https://www.fih.hockey/static-assets/pdf/rankings-archive-2003-2024.zip
