competition_id,competition_name,year,source_year,event_date,discipline_key,discipline_name,gender,rank,medal,participant_type,participant_name,country_name,country_code,score,source_url
billie_jean_king_cup,Billie Jean King Cup,2001,2001,2001-12-31,tennis,Tennis,women,1,gold,team,Belgium,Belgium,BEL,2–1,https://en.wikipedia.org/wiki/List_of_Billie_Jean_King_Cup_champions
billie_jean_king_cup,Billie Jean King Cup,2001,2001,2001-12-31,tennis,Tennis,women,2,silver,team,Russia,Russia,RUS,2–1,https://en.wikipedia.org/wiki/List_of_Billie_Jean_King_Cup_champions
billie_jean_king_cup,Billie Jean King Cup,2002,2002,2002-12-31,tennis,Tennis,women,1,gold,team,Slovakia,Slovakia,SVK,3–1,https://en.wikipedia.org/wiki/List_of_Billie_Jean_King_Cup_champions
billie_jean_king_cup,Billie Jean King Cup,2002,2002,2002-12-31,tennis,Tennis,women,2,silver,team,Spain,Spain,ESP,3–1,https://en.wikipedia.org/wiki/List_of_Billie_Jean_King_Cup_champions
billie_jean_king_cup,Billie Jean King Cup,2003,2003,2003-12-31,tennis,Tennis,women,1,gold,team,France,France,FRA,4–1,https://en.wikipedia.org/wiki/List_of_Billie_Jean_King_Cup_champions
billie_jean_king_cup,Billie Jean King Cup,2003,2003,2003-12-31,tennis,Tennis,women,2,silver,team,United States,United States,USA,4–1,https://en.wikipedia.org/wiki/List_of_Billie_Jean_King_Cup_champions
billie_jean_king_cup,Billie Jean King Cup,2004,2004,2004-12-31,tennis,Tennis,women,1,gold,team,Russia,Russia,RUS,3–2,https://en.wikipedia.org/wiki/List_of_Billie_Jean_King_Cup_champions
billie_jean_king_cup,Billie Jean King Cup,2004,2004,2004-12-31,tennis,Tennis,women,2,silver,team,France,France,FRA,3–2,https://en.wikipedia.org/wiki/List_of_Billie_Jean_King_Cup_champions
billie_jean_king_cup,Billie Jean King Cup,2005,2005,2005-12-31,tennis,Tennis,women,1,gold,team,Russia,Russia,RUS,3–2,https://en.wikipedia.org/wiki/List_of_Billie_Jean_King_Cup_champions
billie_jean_king_cup,Billie Jean King Cup,2005,2005,2005-12-31,tennis,Tennis,women,2,silver,team,France,France,FRA,3–2,https://en.wikipedia.org/wiki/List_of_Billie_Jean_King_Cup_champions
billie_jean_king_cup,Billie Jean King Cup,2006,2006,2006-12-31,tennis,Tennis,women,1,gold,team,Italy,Italy,ITA,3–2,https://en.wikipedia.org/wiki/List_of_Billie_Jean_King_Cup_champions
billie_jean_king_cup,Billie Jean King Cup,2006,2006,2006-12-31,tennis,Tennis,women,2,silver,team,Belgium,Belgium,BEL,3–2,https://en.wikipedia.org/wiki/List_of_Billie_Jean_King_Cup_champions
billie_jean_king_cup,Billie Jean King Cup,2007,2007,2007-12-31,tennis,Tennis,women,1,gold,team,Russia,Russia,RUS,4–0,https://en.wikipedia.org/wiki/List_of_Billie_Jean_King_Cup_champions
billie_jean_king_cup,Billie Jean King Cup,2007,2007,2007-12-31,tennis,Tennis,women,2,silver,team,Italy,Italy,ITA,4–0,https://en.wikipedia.org/wiki/List_of_Billie_Jean_King_Cup_champions
billie_jean_king_cup,Billie Jean King Cup,2008,2008,2008-12-31,tennis,Tennis,women,1,gold,team,Russia,Russia,RUS,4–0,https://en.wikipedia.org/wiki/List_of_Billie_Jean_King_Cup_champions
billie_jean_king_cup,Billie Jean King Cup,2008,2008,2008-12-31,tennis,Tennis,women,2,silver,team,Spain,Spain,ESP,4–0,https://en.wikipedia.org/wiki/List_of_Billie_Jean_King_Cup_champions
billie_jean_king_cup,Billie Jean King Cup,2009,2009,2009-12-31,tennis,Tennis,women,1,gold,team,Italy,Italy,ITA,4–0,https://en.wikipedia.org/wiki/List_of_Billie_Jean_King_Cup_champions
billie_jean_king_cup,Billie Jean King Cup,2009,2009,2009-12-31,tennis,Tennis,women,2,silver,team,United States,United States,USA,4–0,https://en.wikipedia.org/wiki/List_of_Billie_Jean_King_Cup_champions
billie_jean_king_cup,Billie Jean King Cup,2010,2010,2010-12-31,tennis,Tennis,women,1,gold,team,Italy,Italy,ITA,3–1,https://en.wikipedia.org/wiki/List_of_Billie_Jean_King_Cup_champions
billie_jean_king_cup,Billie Jean King Cup,2010,2010,2010-12-31,tennis,Tennis,women,2,silver,team,United States,United States,USA,3–1,https://en.wikipedia.org/wiki/List_of_Billie_Jean_King_Cup_champions
billie_jean_king_cup,Billie Jean King Cup,2011,2011,2011-12-31,tennis,Tennis,women,1,gold,team,Czech Republic,Czech Republic,CZE,3–2,https://en.wikipedia.org/wiki/List_of_Billie_Jean_King_Cup_champions
billie_jean_king_cup,Billie Jean King Cup,2011,2011,2011-12-31,tennis,Tennis,women,2,silver,team,Russia,Russia,RUS,3–2,https://en.wikipedia.org/wiki/List_of_Billie_Jean_King_Cup_champions
billie_jean_king_cup,Billie Jean King Cup,2012,2012,2012-12-31,tennis,Tennis,women,1,gold,team,Czech Republic,Czech Republic,CZE,3–1,https://en.wikipedia.org/wiki/List_of_Billie_Jean_King_Cup_champions
billie_jean_king_cup,Billie Jean King Cup,2012,2012,2012-12-31,tennis,Tennis,women,2,silver,team,Serbia,Serbia,SRB,3–1,https://en.wikipedia.org/wiki/List_of_Billie_Jean_King_Cup_champions
billie_jean_king_cup,Billie Jean King Cup,2013,2013,2013-12-31,tennis,Tennis,women,1,gold,team,Italy,Italy,ITA,4–0,https://en.wikipedia.org/wiki/List_of_Billie_Jean_King_Cup_champions
billie_jean_king_cup,Billie Jean King Cup,2013,2013,2013-12-31,tennis,Tennis,women,2,silver,team,Russia,Russia,RUS,4–0,https://en.wikipedia.org/wiki/List_of_Billie_Jean_King_Cup_champions
billie_jean_king_cup,Billie Jean King Cup,2014,2014,2014-12-31,tennis,Tennis,women,1,gold,team,Czech Republic,Czech Republic,CZE,3–1,https://en.wikipedia.org/wiki/List_of_Billie_Jean_King_Cup_champions
billie_jean_king_cup,Billie Jean King Cup,2014,2014,2014-12-31,tennis,Tennis,women,2,silver,team,Germany,Germany,GER,3–1,https://en.wikipedia.org/wiki/List_of_Billie_Jean_King_Cup_champions
billie_jean_king_cup,Billie Jean King Cup,2015,2015,2015-12-31,tennis,Tennis,women,1,gold,team,Czech Republic,Czech Republic,CZE,3–2,https://en.wikipedia.org/wiki/List_of_Billie_Jean_King_Cup_champions
billie_jean_king_cup,Billie Jean King Cup,2015,2015,2015-12-31,tennis,Tennis,women,2,silver,team,Russia,Russia,RUS,3–2,https://en.wikipedia.org/wiki/List_of_Billie_Jean_King_Cup_champions
billie_jean_king_cup,Billie Jean King Cup,2016,2016,2016-12-31,tennis,Tennis,women,1,gold,team,Czech Republic,Czech Republic,CZE,3–2,https://en.wikipedia.org/wiki/List_of_Billie_Jean_King_Cup_champions
billie_jean_king_cup,Billie Jean King Cup,2016,2016,2016-12-31,tennis,Tennis,women,2,silver,team,France,France,FRA,3–2,https://en.wikipedia.org/wiki/List_of_Billie_Jean_King_Cup_champions
billie_jean_king_cup,Billie Jean King Cup,2017,2017,2017-12-31,tennis,Tennis,women,1,gold,team,United States,United States,USA,3–2,https://en.wikipedia.org/wiki/List_of_Billie_Jean_King_Cup_champions
billie_jean_king_cup,Billie Jean King Cup,2017,2017,2017-12-31,tennis,Tennis,women,2,silver,team,Belarus,Belarus,BLR,3–2,https://en.wikipedia.org/wiki/List_of_Billie_Jean_King_Cup_champions
billie_jean_king_cup,Billie Jean King Cup,2018,2018,2018-12-31,tennis,Tennis,women,1,gold,team,Czech Republic,Czech Republic,CZE,3–0,https://en.wikipedia.org/wiki/List_of_Billie_Jean_King_Cup_champions
billie_jean_king_cup,Billie Jean King Cup,2018,2018,2018-12-31,tennis,Tennis,women,2,silver,team,United States,United States,USA,3–0,https://en.wikipedia.org/wiki/List_of_Billie_Jean_King_Cup_champions
billie_jean_king_cup,Billie Jean King Cup,2019,2019,2019-12-31,tennis,Tennis,women,1,gold,team,France,France,FRA,3–2,https://en.wikipedia.org/wiki/List_of_Billie_Jean_King_Cup_champions
billie_jean_king_cup,Billie Jean King Cup,2019,2019,2019-12-31,tennis,Tennis,women,2,silver,team,Australia,Australia,AUS,3–2,https://en.wikipedia.org/wiki/List_of_Billie_Jean_King_Cup_champions
billie_jean_king_cup,Billie Jean King Cup,2021,2020–21,2021-12-31,tennis,Tennis,women,1,gold,team,RTF,RTF,RTF,2–0,https://en.wikipedia.org/wiki/List_of_Billie_Jean_King_Cup_champions
billie_jean_king_cup,Billie Jean King Cup,2021,2020–21,2021-12-31,tennis,Tennis,women,2,silver,team,Switzerland,Switzerland,SUI,2–0,https://en.wikipedia.org/wiki/List_of_Billie_Jean_King_Cup_champions
billie_jean_king_cup,Billie Jean King Cup,2022,2022,2022-12-31,tennis,Tennis,women,1,gold,team,Switzerland,Switzerland,SUI,2–0,https://en.wikipedia.org/wiki/List_of_Billie_Jean_King_Cup_champions
billie_jean_king_cup,Billie Jean King Cup,2022,2022,2022-12-31,tennis,Tennis,women,2,silver,team,Australia,Australia,AUS,2–0,https://en.wikipedia.org/wiki/List_of_Billie_Jean_King_Cup_champions
billie_jean_king_cup,Billie Jean King Cup,2023,2023,2023-12-31,tennis,Tennis,women,1,gold,team,Canada,Canada,CAN,2–0,https://en.wikipedia.org/wiki/List_of_Billie_Jean_King_Cup_champions
billie_jean_king_cup,Billie Jean King Cup,2023,2023,2023-12-31,tennis,Tennis,women,2,silver,team,Italy,Italy,ITA,2–0,https://en.wikipedia.org/wiki/List_of_Billie_Jean_King_Cup_champions
billie_jean_king_cup,Billie Jean King Cup,2024,2024,2024-12-31,tennis,Tennis,women,1,gold,team,Italy,Italy,ITA,2–0,https://en.wikipedia.org/wiki/List_of_Billie_Jean_King_Cup_champions
billie_jean_king_cup,Billie Jean King Cup,2024,2024,2024-12-31,tennis,Tennis,women,2,silver,team,Slovakia,Slovakia,SVK,2–0,https://en.wikipedia.org/wiki/List_of_Billie_Jean_King_Cup_champions
billie_jean_king_cup,Billie Jean King Cup,2025,2025,2025-12-31,tennis,Tennis,women,1,gold,team,Italy,Italy,ITA,2–0,https://en.wikipedia.org/wiki/List_of_Billie_Jean_King_Cup_champions
billie_jean_king_cup,Billie Jean King Cup,2025,2025,2025-12-31,tennis,Tennis,women,2,silver,team,United States,United States,USA,2–0,https://en.wikipedia.org/wiki/List_of_Billie_Jean_King_Cup_champions
