competition_id,sport_id,name,season_year,level,start_date,end_date,source_id
rugby_league_world_cup_men,rugby,Rugby League World Cup (Men),,national_team_tournament,1954-12-31,2022-11-19,rugby_league_world_cup_history
rugby_league_world_cup_women,rugby,Rugby League World Cup (Women),,national_team_tournament,2000-12-31,2022-11-19,rugby_league_world_cup_history
