event_id,participant_id,rank,medal,score_raw,points_awarded
world_triathlon_championship_series_2018_women,triathlon_athlete_Georgia_Taylor-Brown_GBR,3,bronze,points=4183;source_note=series_final_standings;source_url=https://en.wikipedia.org/wiki/2018_ITU_World_Triathlon_Series,5.0
world_triathlon_championship_series_2019_men,triathlon_athlete_Vincent_Luis_FRA,1,gold,points=5096;source_note=series_final_standings;source_url=https://en.wikipedia.org/wiki/2019_ITU_World_Triathlon_Series,10.0
world_triathlon_championship_series_2019_men,triathlon_athlete_Mario_Mola_ESP,2,silver,points=4939;source_note=series_final_standings;source_url=https://en.wikipedia.org/wiki/2019_ITU_World_Triathlon_Series,7.0
world_triathlon_championship_series_2019_men,triathlon_athlete_Javier_Gomez_ESP,3,bronze,points=4533;source_note=series_final_standings;source_url=https://en.wikipedia.org/wiki/2019_ITU_World_Triathlon_Series,5.0
world_triathlon_championship_series_2019_women,triathlon_athlete_Katie_Zaferes_USA,1,gold,points=6175;source_note=series_final_standings;source_url=https://en.wikipedia.org/wiki/2019_ITU_World_Triathlon_Series,10.0
world_triathlon_championship_series_2019_women,triathlon_athlete_Jessica_Learmonth_GBR,2,silver,points=5326;source_note=series_final_standings;source_url=https://en.wikipedia.org/wiki/2019_ITU_World_Triathlon_Series,7.0
world_triathlon_championship_series_2019_women,triathlon_athlete_Georgia_Taylor-Brown_GBR,3,bronze,points=5191;source_note=series_final_standings;source_url=https://en.wikipedia.org/wiki/2019_ITU_World_Triathlon_Series,5.0
world_triathlon_championship_series_2020_men,triathlon_athlete_Vincent_Luis_FRA,1,gold,time=49:13;source_note=covid_single_race_world_championship;source_url=https://en.wikipedia.org/wiki/2020_ITU_World_Triathlon_Series,10.0
world_triathlon_championship_series_2020_men,triathlon_athlete_Vasco_Vilaca_PRT,2,silver,time=49:15;source_note=covid_single_race_world_championship;source_url=https://en.wikipedia.org/wiki/2020_ITU_World_Triathlon_Series,7.0
world_triathlon_championship_series_2020_men,triathlon_athlete_Leo_Bergere_FRA,3,bronze,time=49:18;source_note=covid_single_race_world_championship;source_url=https://en.wikipedia.org/wiki/2020_ITU_World_Triathlon_Series,5.0
world_triathlon_championship_series_2020_women,triathlon_athlete_Georgia_Taylor-Brown_GBR,1,gold,time=54:16;source_note=covid_single_race_world_championship;source_url=https://en.wikipedia.org/wiki/2020_ITU_World_Triathlon_Series,10.0
world_triathlon_championship_series_2020_women,triathlon_athlete_Flora_Duffy_BMU,2,silver,time=54:25;source_note=covid_single_race_world_championship;source_url=https://en.wikipedia.org/wiki/2020_ITU_World_Triathlon_Series,7.0
world_triathlon_championship_series_2020_women,triathlon_athlete_Laura_Lindemann_DEU,3,bronze,time=54:39;source_note=covid_single_race_world_championship;source_url=https://en.wikipedia.org/wiki/2020_ITU_World_Triathlon_Series,5.0
world_triathlon_championship_series_2021_men,triathlon_athlete_Kristian_Blummenfelt_NOR,1,gold,points=3927;source_note=series_final_standings;source_url=https://en.wikipedia.org/wiki/2021_World_Triathlon_Championship_Series,10.0
world_triathlon_championship_series_2021_men,triathlon_athlete_Marten_Van_Riel_BEL,2,silver,points=3594;source_note=series_final_standings;source_url=https://en.wikipedia.org/wiki/2021_World_Triathlon_Championship_Series,7.0
world_triathlon_championship_series_2021_men,triathlon_athlete_Alex_Yee_GBR,3,bronze,points=3289;source_note=series_final_standings;source_url=https://en.wikipedia.org/wiki/2021_World_Triathlon_Championship_Series,5.0
world_triathlon_championship_series_2021_women,triathlon_athlete_Flora_Duffy_BMU,1,gold,points=3861;source_note=series_final_standings;source_url=https://en.wikipedia.org/wiki/2021_World_Triathlon_Championship_Series,10.0
world_triathlon_championship_series_2021_women,triathlon_athlete_Taylor_Knibb_USA,2,silver,points=3486;source_note=series_final_standings;source_url=https://en.wikipedia.org/wiki/2021_World_Triathlon_Championship_Series,7.0
world_triathlon_championship_series_2021_women,triathlon_athlete_Taylor_Spivey_USA,3,bronze,points=3239;source_note=series_final_standings;source_url=https://en.wikipedia.org/wiki/2021_World_Triathlon_Championship_Series,5.0
world_triathlon_championship_series_2022_men,triathlon_athlete_Leo_Bergere_FRA,1,gold,points=4741.89;source_note=series_final_standings;source_url=https://en.wikipedia.org/wiki/2022_World_Triathlon_Championship_Series,10.0
world_triathlon_championship_series_2022_men,triathlon_athlete_Alex_Yee_GBR,2,silver,points=4721.41;source_note=series_final_standings;source_url=https://en.wikipedia.org/wiki/2022_World_Triathlon_Championship_Series,7.0
world_triathlon_championship_series_2022_men,triathlon_athlete_Hayden_Wilde_NZL,3,bronze,points=4696.48;source_note=series_final_standings;source_url=https://en.wikipedia.org/wiki/2022_World_Triathlon_Championship_Series,5.0
world_triathlon_championship_series_2022_women,triathlon_athlete_Flora_Duffy_BMU,1,gold,points=5105.63;source_note=series_final_standings;source_url=https://en.wikipedia.org/wiki/2022_World_Triathlon_Championship_Series,10.0
world_triathlon_championship_series_2022_women,triathlon_athlete_Georgia_Taylor-Brown_GBR,2,silver,points=5081.25;source_note=series_final_standings;source_url=https://en.wikipedia.org/wiki/2022_World_Triathlon_Championship_Series,7.0
world_triathlon_championship_series_2022_women,triathlon_athlete_Taylor_Knibb_USA,3,bronze,points=4179.23;source_note=series_final_standings;source_url=https://en.wikipedia.org/wiki/2022_World_Triathlon_Championship_Series,5.0
world_triathlon_championship_series_2023_men,triathlon_athlete_Dorian_Coninx_FRA,1,gold,points=4237.6;source_note=series_final_standings;source_url=https://en.wikipedia.org/wiki/2023_World_Triathlon_Championship_Series,10.0
world_triathlon_championship_series_2023_men,triathlon_athlete_Hayden_Wilde_NZL,2,silver,points=4061.43;source_note=series_final_standings;source_url=https://en.wikipedia.org/wiki/2023_World_Triathlon_Championship_Series,7.0
world_triathlon_championship_series_2023_men,triathlon_athlete_Leo_Bergere_FRA,3,bronze,points=4002.88;source_note=series_final_standings;source_url=https://en.wikipedia.org/wiki/2023_World_Triathlon_Championship_Series,5.0
world_triathlon_championship_series_2023_women,triathlon_athlete_Beth_Potter_GBR,1,gold,points=4559.38;source_note=series_final_standings;source_url=https://en.wikipedia.org/wiki/2023_World_Triathlon_Championship_Series,10.0
world_triathlon_championship_series_2023_women,triathlon_athlete_Cassandre_Beaugrand_FRA,2,silver,points=4410.98;source_note=series_final_standings;source_url=https://en.wikipedia.org/wiki/2023_World_Triathlon_Championship_Series,7.0
world_triathlon_championship_series_2023_women,triathlon_athlete_Emma_Lombardi_FRA,3,bronze,points=3792.64;source_note=series_final_standings;source_url=https://en.wikipedia.org/wiki/2023_World_Triathlon_Championship_Series,5.0
world_triathlon_championship_series_2024_men,triathlon_athlete_Alex_Yee_GBR,1,gold,points=4069.53;source_note=series_final_standings;source_url=https://en.wikipedia.org/wiki/2024_World_Triathlon_Championship_Series,10.0
world_triathlon_championship_series_2024_men,triathlon_athlete_Leo_Bergere_FRA,2,silver,points=3728.33;source_note=series_final_standings;source_url=https://en.wikipedia.org/wiki/2024_World_Triathlon_Championship_Series,7.0
world_triathlon_championship_series_2024_men,triathlon_athlete_Hayden_Wilde_NZL,3,bronze,points=3726.4;source_note=series_final_standings;source_url=https://en.wikipedia.org/wiki/2024_World_Triathlon_Championship_Series,5.0
world_triathlon_championship_series_2024_women,triathlon_athlete_Cassandre_Beaugrand_FRA,1,gold,points=4000.0;source_note=series_final_standings;source_url=https://en.wikipedia.org/wiki/2024_World_Triathlon_Championship_Series,10.0
world_triathlon_championship_series_2024_women,triathlon_athlete_Beth_Potter_GBR,2,silver,points=3792.51;source_note=series_final_standings;source_url=https://en.wikipedia.org/wiki/2024_World_Triathlon_Championship_Series,7.0
world_triathlon_championship_series_2024_women,triathlon_athlete_Emma_Lombardi_FRA,3,bronze,points=3508.06;source_note=series_final_standings;source_url=https://en.wikipedia.org/wiki/2024_World_Triathlon_Championship_Series,5.0
world_triathlon_championship_series_2025_men,triathlon_athlete_Matthew_Hauser_AUS,1,gold,points=4250.0;source_note=series_final_standings;source_url=https://en.wikipedia.org/wiki/2025_World_Triathlon_Championship_Series,10.0
world_triathlon_championship_series_2025_men,triathlon_athlete_Miguel_Hidalgo_BRA,2,silver,points=3769.95;source_note=series_final_standings;source_url=https://en.wikipedia.org/wiki/2025_World_Triathlon_Championship_Series,7.0
world_triathlon_championship_series_2025_men,triathlon_athlete_Vasco_Vilaca_PRT,3,bronze,points=3690.12;source_note=series_final_standings;source_url=https://en.wikipedia.org/wiki/2025_World_Triathlon_Championship_Series,5.0
world_triathlon_championship_series_2025_women,triathlon_athlete_Lisa_Tertsch_DEU,1,gold,points=3886.26;source_note=series_final_standings;source_url=https://en.wikipedia.org/wiki/2025_World_Triathlon_Championship_Series,10.0
world_triathlon_championship_series_2025_women,triathlon_athlete_Leonie_Periault_FRA,2,silver,points=3577.04;source_note=series_final_standings;source_url=https://en.wikipedia.org/wiki/2025_World_Triathlon_Championship_Series,7.0
world_triathlon_championship_series_2025_women,triathlon_athlete_Beth_Potter_GBR,3,bronze,points=3313.18;source_note=series_final_standings;source_url=https://en.wikipedia.org/wiki/2025_World_Triathlon_Championship_Series,5.0
