competition_id,sport_id,name,season_year,level,start_date,end_date,source_id
rugby_world_cup_sevens_men,rugby,Rugby World Cup Sevens (Men),,national_team_tournament,1993-12-31,2022-12-31,rugby_world_cup_sevens_history
rugby_world_cup_sevens_women,rugby,Rugby World Cup Sevens (Women),,national_team_tournament,2009-12-31,2022-12-31,rugby_world_cup_sevens_history
