competition_id,competition_name,year,event_date,discipline_key,discipline_name,gender,rank,medal,participant_type,participant_name,country_name,country_code,source_url
iihf_ice_hockey_world_championship_men,IIHF Ice Hockey World Championship (Men),2001,2001-12-31,ice-hockey,Ice Hockey,men,1,gold,team,Czech Republic,Czech Republic,CZE,https://en.wikipedia.org/wiki/List_of_IIHF_World_Championship_medalists
iihf_ice_hockey_world_championship_men,IIHF Ice Hockey World Championship (Men),2001,2001-12-31,ice-hockey,Ice Hockey,men,2,silver,team,Finland,Finland,FIN,https://en.wikipedia.org/wiki/List_of_IIHF_World_Championship_medalists
iihf_ice_hockey_world_championship_men,IIHF Ice Hockey World Championship (Men),2001,2001-12-31,ice-hockey,Ice Hockey,men,3,bronze,team,Sweden,Sweden,SWE,https://en.wikipedia.org/wiki/List_of_IIHF_World_Championship_medalists
iihf_ice_hockey_world_championship_men,IIHF Ice Hockey World Championship (Men),2001,2001-12-31,ice-hockey,Ice Hockey,men,4,,team,United States,United States,USA,https://en.wikipedia.org/wiki/List_of_IIHF_World_Championship_medalists
iihf_ice_hockey_world_championship_men,IIHF Ice Hockey World Championship (Men),2002,2002-12-31,ice-hockey,Ice Hockey,men,1,gold,team,Slovakia,Slovakia,SVK,https://en.wikipedia.org/wiki/List_of_IIHF_World_Championship_medalists
iihf_ice_hockey_world_championship_men,IIHF Ice Hockey World Championship (Men),2002,2002-12-31,ice-hockey,Ice Hockey,men,2,silver,team,Russia,Russia,RUS,https://en.wikipedia.org/wiki/List_of_IIHF_World_Championship_medalists
iihf_ice_hockey_world_championship_men,IIHF Ice Hockey World Championship (Men),2002,2002-12-31,ice-hockey,Ice Hockey,men,3,bronze,team,Sweden,Sweden,SWE,https://en.wikipedia.org/wiki/List_of_IIHF_World_Championship_medalists
iihf_ice_hockey_world_championship_men,IIHF Ice Hockey World Championship (Men),2002,2002-12-31,ice-hockey,Ice Hockey,men,4,,team,Finland,Finland,FIN,https://en.wikipedia.org/wiki/List_of_IIHF_World_Championship_medalists
iihf_ice_hockey_world_championship_men,IIHF Ice Hockey World Championship (Men),2003,2003-12-31,ice-hockey,Ice Hockey,men,1,gold,team,Canada,Canada,CAN,https://en.wikipedia.org/wiki/List_of_IIHF_World_Championship_medalists
iihf_ice_hockey_world_championship_men,IIHF Ice Hockey World Championship (Men),2003,2003-12-31,ice-hockey,Ice Hockey,men,2,silver,team,Sweden,Sweden,SWE,https://en.wikipedia.org/wiki/List_of_IIHF_World_Championship_medalists
iihf_ice_hockey_world_championship_men,IIHF Ice Hockey World Championship (Men),2003,2003-12-31,ice-hockey,Ice Hockey,men,3,bronze,team,Slovakia,Slovakia,SVK,https://en.wikipedia.org/wiki/List_of_IIHF_World_Championship_medalists
iihf_ice_hockey_world_championship_men,IIHF Ice Hockey World Championship (Men),2003,2003-12-31,ice-hockey,Ice Hockey,men,4,,team,Czech Republic,Czech Republic,CZE,https://en.wikipedia.org/wiki/List_of_IIHF_World_Championship_medalists
iihf_ice_hockey_world_championship_men,IIHF Ice Hockey World Championship (Men),2004,2004-12-31,ice-hockey,Ice Hockey,men,1,gold,team,Canada,Canada,CAN,https://en.wikipedia.org/wiki/List_of_IIHF_World_Championship_medalists
iihf_ice_hockey_world_championship_men,IIHF Ice Hockey World Championship (Men),2004,2004-12-31,ice-hockey,Ice Hockey,men,2,silver,team,Sweden,Sweden,SWE,https://en.wikipedia.org/wiki/List_of_IIHF_World_Championship_medalists
iihf_ice_hockey_world_championship_men,IIHF Ice Hockey World Championship (Men),2004,2004-12-31,ice-hockey,Ice Hockey,men,3,bronze,team,United States,United States,USA,https://en.wikipedia.org/wiki/List_of_IIHF_World_Championship_medalists
iihf_ice_hockey_world_championship_men,IIHF Ice Hockey World Championship (Men),2004,2004-12-31,ice-hockey,Ice Hockey,men,4,,team,Slovakia,Slovakia,SVK,https://en.wikipedia.org/wiki/List_of_IIHF_World_Championship_medalists
iihf_ice_hockey_world_championship_men,IIHF Ice Hockey World Championship (Men),2005,2005-12-31,ice-hockey,Ice Hockey,men,1,gold,team,Czech Republic,Czech Republic,CZE,https://en.wikipedia.org/wiki/List_of_IIHF_World_Championship_medalists
iihf_ice_hockey_world_championship_men,IIHF Ice Hockey World Championship (Men),2005,2005-12-31,ice-hockey,Ice Hockey,men,2,silver,team,Canada,Canada,CAN,https://en.wikipedia.org/wiki/List_of_IIHF_World_Championship_medalists
iihf_ice_hockey_world_championship_men,IIHF Ice Hockey World Championship (Men),2005,2005-12-31,ice-hockey,Ice Hockey,men,3,bronze,team,Russia,Russia,RUS,https://en.wikipedia.org/wiki/List_of_IIHF_World_Championship_medalists
iihf_ice_hockey_world_championship_men,IIHF Ice Hockey World Championship (Men),2005,2005-12-31,ice-hockey,Ice Hockey,men,4,,team,Sweden,Sweden,SWE,https://en.wikipedia.org/wiki/List_of_IIHF_World_Championship_medalists
iihf_ice_hockey_world_championship_men,IIHF Ice Hockey World Championship (Men),2006,2006-12-31,ice-hockey,Ice Hockey,men,1,gold,team,Sweden,Sweden,SWE,https://en.wikipedia.org/wiki/List_of_IIHF_World_Championship_medalists
iihf_ice_hockey_world_championship_men,IIHF Ice Hockey World Championship (Men),2006,2006-12-31,ice-hockey,Ice Hockey,men,2,silver,team,Czech Republic,Czech Republic,CZE,https://en.wikipedia.org/wiki/List_of_IIHF_World_Championship_medalists
iihf_ice_hockey_world_championship_men,IIHF Ice Hockey World Championship (Men),2006,2006-12-31,ice-hockey,Ice Hockey,men,3,bronze,team,Finland,Finland,FIN,https://en.wikipedia.org/wiki/List_of_IIHF_World_Championship_medalists
iihf_ice_hockey_world_championship_men,IIHF Ice Hockey World Championship (Men),2006,2006-12-31,ice-hockey,Ice Hockey,men,4,,team,Canada,Canada,CAN,https://en.wikipedia.org/wiki/List_of_IIHF_World_Championship_medalists
