competition_id,sport_id,name,season_year,level,start_date,end_date,source_id
fih_hockey_world_cup_men,hockey,Men's FIH Hockey World Cup,,national_team_tournament,2002-12-31,2023-12-31,fih_hockey_world_cup_history
fih_hockey_world_cup_women,hockey,Women's FIH Hockey World Cup,,national_team_tournament,2002-12-31,2022-12-31,fih_hockey_world_cup_history
