competition_id,competition_name,year,event_date,discipline_key,discipline_name,weight_class,event_name,gender,rank,medal,participant_type,participant_name,country_name,country_code,source_url
world_wrestling_championships_greco_roman,World Wrestling Championships (Greco-Roman),2009,2009-12-31,wrestling-greco-roman,Wrestling Greco-Roman,Lightweight,Lightweight,men,1,gold,athlete,Farid Mansurov,Azerbaijan,AZE,https://en.wikipedia.org/wiki/List_of_World_Championships_medalists_in_wrestling_(Greco-Roman)
world_wrestling_championships_greco_roman,World Wrestling Championships (Greco-Roman),2009,2009-12-31,wrestling-greco-roman,Wrestling Greco-Roman,Lightweight,Lightweight,men,2,silver,athlete,Manuchar Tskhadaia,Georgia,GEO,https://en.wikipedia.org/wiki/List_of_World_Championships_medalists_in_wrestling_(Greco-Roman)
world_wrestling_championships_greco_roman,World Wrestling Championships (Greco-Roman),2009,2009-12-31,wrestling-greco-roman,Wrestling Greco-Roman,Lightweight,Lightweight,men,3,bronze,athlete,Ambako Vachadze,Russian Federation,RUS,https://en.wikipedia.org/wiki/List_of_World_Championships_medalists_in_wrestling_(Greco-Roman)
world_wrestling_championships_greco_roman,World Wrestling Championships (Greco-Roman),2009,2009-12-31,wrestling-greco-roman,Wrestling Greco-Roman,Lightweight,Lightweight,men,3,bronze,athlete,Pedro Mulens,Cuba,CUB,https://en.wikipedia.org/wiki/List_of_World_Championships_medalists_in_wrestling_(Greco-Roman)
world_wrestling_championships_greco_roman,World Wrestling Championships (Greco-Roman),2009,2009-12-31,wrestling-greco-roman,Wrestling Greco-Roman,Middleweight,Middleweight,men,1,gold,athlete,Nazmi Avluca,Türkiye,TUR,https://en.wikipedia.org/wiki/List_of_World_Championships_medalists_in_wrestling_(Greco-Roman)
world_wrestling_championships_greco_roman,World Wrestling Championships (Greco-Roman),2009,2009-12-31,wrestling-greco-roman,Wrestling Greco-Roman,Middleweight,Middleweight,men,2,silver,athlete,Mélonin Noumonvi,France,FRA,https://en.wikipedia.org/wiki/List_of_World_Championships_medalists_in_wrestling_(Greco-Roman)
world_wrestling_championships_greco_roman,World Wrestling Championships (Greco-Roman),2009,2009-12-31,wrestling-greco-roman,Wrestling Greco-Roman,Middleweight,Middleweight,men,3,bronze,athlete,Habibollah Akhlaghi,Iran,IRI,https://en.wikipedia.org/wiki/List_of_World_Championships_medalists_in_wrestling_(Greco-Roman)
world_wrestling_championships_greco_roman,World Wrestling Championships (Greco-Roman),2009,2009-12-31,wrestling-greco-roman,Wrestling Greco-Roman,Middleweight,Middleweight,men,3,bronze,athlete,Pablo Shorey,Cuba,CUB,https://en.wikipedia.org/wiki/List_of_World_Championships_medalists_in_wrestling_(Greco-Roman)
world_wrestling_championships_greco_roman,World Wrestling Championships (Greco-Roman),2009,2009-12-31,wrestling-greco-roman,Wrestling Greco-Roman,Super heavyweight,Super heavyweight,men,1,gold,athlete,Mijaín López,Cuba,CUB,https://en.wikipedia.org/wiki/List_of_World_Championships_medalists_in_wrestling_(Greco-Roman)
world_wrestling_championships_greco_roman,World Wrestling Championships (Greco-Roman),2009,2009-12-31,wrestling-greco-roman,Wrestling Greco-Roman,Super heavyweight,Super heavyweight,men,2,silver,athlete,Dremiel Byers,United States,USA,https://en.wikipedia.org/wiki/List_of_World_Championships_medalists_in_wrestling_(Greco-Roman)
world_wrestling_championships_greco_roman,World Wrestling Championships (Greco-Roman),2009,2009-12-31,wrestling-greco-roman,Wrestling Greco-Roman,Super heavyweight,Super heavyweight,men,3,bronze,athlete,Jalmar Sjöberg,Sweden,SWE,https://en.wikipedia.org/wiki/List_of_World_Championships_medalists_in_wrestling_(Greco-Roman)
world_wrestling_championships_greco_roman,World Wrestling Championships (Greco-Roman),2009,2009-12-31,wrestling-greco-roman,Wrestling Greco-Roman,Super heavyweight,Super heavyweight,men,3,bronze,athlete,Rıza Kayaalp,Türkiye,TUR,https://en.wikipedia.org/wiki/List_of_World_Championships_medalists_in_wrestling_(Greco-Roman)
world_wrestling_championships_greco_roman,World Wrestling Championships (Greco-Roman),2009,2009-12-31,wrestling-greco-roman,Wrestling Greco-Roman,Welterweight,Welterweight,men,1,gold,athlete,Selçuk Çebi,Türkiye,TUR,https://en.wikipedia.org/wiki/List_of_World_Championships_medalists_in_wrestling_(Greco-Roman)
world_wrestling_championships_greco_roman,World Wrestling Championships (Greco-Roman),2009,2009-12-31,wrestling-greco-roman,Wrestling Greco-Roman,Welterweight,Welterweight,men,2,silver,athlete,Mark Madsen,DEN,DEN,https://en.wikipedia.org/wiki/List_of_World_Championships_medalists_in_wrestling_(Greco-Roman)
world_wrestling_championships_greco_roman,World Wrestling Championships (Greco-Roman),2009,2009-12-31,wrestling-greco-roman,Wrestling Greco-Roman,Welterweight,Welterweight,men,3,bronze,athlete,Aliaksandr Kikiniou,Belarus,BLR,https://en.wikipedia.org/wiki/List_of_World_Championships_medalists_in_wrestling_(Greco-Roman)
world_wrestling_championships_greco_roman,World Wrestling Championships (Greco-Roman),2009,2009-12-31,wrestling-greco-roman,Wrestling Greco-Roman,Welterweight,Welterweight,men,3,bronze,athlete,Farshad Alizadeh,Iran,IRI,https://en.wikipedia.org/wiki/List_of_World_Championships_medalists_in_wrestling_(Greco-Roman)
world_wrestling_championships_freestyle,World Wrestling Championships (Freestyle),2010,2010-12-31,wrestling-freestyle,Wrestling Freestyle,Bantamweight,Bantamweight,men,1,gold,athlete,Viktor Lebedev,Russian Federation,RUS,https://en.wikipedia.org/wiki/List_of_World_Championships_medalists_in_wrestling_(freestyle)
world_wrestling_championships_freestyle,World Wrestling Championships (Freestyle),2010,2010-12-31,wrestling-freestyle,Wrestling Freestyle,Bantamweight,Bantamweight,men,2,silver,athlete,Toghrul Asgarov,Azerbaijan,AZE,https://en.wikipedia.org/wiki/List_of_World_Championships_medalists_in_wrestling_(freestyle)
