competition_id,competition_name,year,event_date,discipline_key,discipline_name,gender,rank,medal,participant_type,participant_name,country_name,country_code,source_url
world_baseball_classic,World Baseball Classic,2006,2006-12-31,baseball,Baseball,men,1,gold,team,Japan,Japan,JPN,https://en.wikipedia.org/wiki/World_Baseball_Classic
world_baseball_classic,World Baseball Classic,2006,2006-12-31,baseball,Baseball,men,2,silver,team,Cuba,Cuba,CUB,https://en.wikipedia.org/wiki/World_Baseball_Classic
world_baseball_classic,World Baseball Classic,2006,2006-12-31,baseball,Baseball,men,3,bronze,team,South Korea,South Korea,KOR,https://en.wikipedia.org/wiki/World_Baseball_Classic
world_baseball_classic,World Baseball Classic,2006,2006-12-31,baseball,Baseball,men,4,,team,Dominican Republic,Dominican Republic,DOM,https://en.wikipedia.org/wiki/World_Baseball_Classic
world_baseball_classic,World Baseball Classic,2009,2009-12-31,baseball,Baseball,men,1,gold,team,Japan,Japan,JPN,https://en.wikipedia.org/wiki/World_Baseball_Classic
world_baseball_classic,World Baseball Classic,2009,2009-12-31,baseball,Baseball,men,2,silver,team,South Korea,South Korea,KOR,https://en.wikipedia.org/wiki/World_Baseball_Classic
world_baseball_classic,World Baseball Classic,2009,2009-12-31,baseball,Baseball,men,3,bronze,team,Venezuela,Venezuela,VEN,https://en.wikipedia.org/wiki/World_Baseball_Classic
world_baseball_classic,World Baseball Classic,2009,2009-12-31,baseball,Baseball,men,4,,team,United States,United States,USA,https://en.wikipedia.org/wiki/World_Baseball_Classic
world_baseball_classic,World Baseball Classic,2013,2013-12-31,baseball,Baseball,men,1,gold,team,Dominican Republic,Dominican Republic,DOM,https://en.wikipedia.org/wiki/World_Baseball_Classic
world_baseball_classic,World Baseball Classic,2013,2013-12-31,baseball,Baseball,men,2,silver,team,Puerto Rico,Puerto Rico,PRI,https://en.wikipedia.org/wiki/World_Baseball_Classic
world_baseball_classic,World Baseball Classic,2013,2013-12-31,baseball,Baseball,men,3,bronze,team,Japan,Japan,JPN,https://en.wikipedia.org/wiki/World_Baseball_Classic
world_baseball_classic,World Baseball Classic,2013,2013-12-31,baseball,Baseball,men,4,,team,Netherlands,Netherlands,NED,https://en.wikipedia.org/wiki/World_Baseball_Classic
world_baseball_classic,World Baseball Classic,2017,2017-12-31,baseball,Baseball,men,1,gold,team,United States,United States,USA,https://en.wikipedia.org/wiki/World_Baseball_Classic
world_baseball_classic,World Baseball Classic,2017,2017-12-31,baseball,Baseball,men,2,silver,team,Puerto Rico,Puerto Rico,PRI,https://en.wikipedia.org/wiki/World_Baseball_Classic
world_baseball_classic,World Baseball Classic,2017,2017-12-31,baseball,Baseball,men,3,bronze,team,Japan,Japan,JPN,https://en.wikipedia.org/wiki/World_Baseball_Classic
world_baseball_classic,World Baseball Classic,2017,2017-12-31,baseball,Baseball,men,4,,team,Netherlands,Netherlands,NED,https://en.wikipedia.org/wiki/World_Baseball_Classic
world_baseball_classic,World Baseball Classic,2023,2023-12-31,baseball,Baseball,men,1,gold,team,Japan,Japan,JPN,https://en.wikipedia.org/wiki/World_Baseball_Classic
world_baseball_classic,World Baseball Classic,2023,2023-12-31,baseball,Baseball,men,2,silver,team,United States,United States,USA,https://en.wikipedia.org/wiki/World_Baseball_Classic
world_baseball_classic,World Baseball Classic,2023,2023-12-31,baseball,Baseball,men,3,bronze,team,Mexico,Mexico,MEX,https://en.wikipedia.org/wiki/World_Baseball_Classic
world_baseball_classic,World Baseball Classic,2023,2023-12-31,baseball,Baseball,men,4,,team,Cuba,Cuba,CUB,https://en.wikipedia.org/wiki/World_Baseball_Classic
world_baseball_classic,World Baseball Classic,2026,2026-12-31,baseball,Baseball,men,1,gold,team,Venezuela,Venezuela,VEN,https://en.wikipedia.org/wiki/World_Baseball_Classic
world_baseball_classic,World Baseball Classic,2026,2026-12-31,baseball,Baseball,men,2,silver,team,United States,United States,USA,https://en.wikipedia.org/wiki/World_Baseball_Classic
world_baseball_classic,World Baseball Classic,2026,2026-12-31,baseball,Baseball,men,3,bronze,team,Dominican Republic,Dominican Republic,DOM,https://en.wikipedia.org/wiki/World_Baseball_Classic
world_baseball_classic,World Baseball Classic,2026,2026-12-31,baseball,Baseball,men,4,,team,Italy,Italy,ITA,https://en.wikipedia.org/wiki/World_Baseball_Classic
