competition_id,competition_name,year,event_date,discipline_key,discipline_name,gender,rank,medal,participant_type,participant_name,country_name,country_code,source_url
fifa_beach_soccer_world_cup,FIFA Beach Soccer World Cup,2005,2005-12-31,beach-soccer,Beach soccer,men,1,gold,team,France,France,FRA,https://en.wikipedia.org/wiki/FIFA_Beach_Soccer_World_Cup
fifa_beach_soccer_world_cup,FIFA Beach Soccer World Cup,2005,2005-12-31,beach-soccer,Beach soccer,men,2,silver,team,Portugal,Portugal,PRT,https://en.wikipedia.org/wiki/FIFA_Beach_Soccer_World_Cup
fifa_beach_soccer_world_cup,FIFA Beach Soccer World Cup,2005,2005-12-31,beach-soccer,Beach soccer,men,3,bronze,team,Brazil,Brazil,BRA,https://en.wikipedia.org/wiki/FIFA_Beach_Soccer_World_Cup
fifa_beach_soccer_world_cup,FIFA Beach Soccer World Cup,2005,2005-12-31,beach-soccer,Beach soccer,men,4,,team,Japan,Japan,JPN,https://en.wikipedia.org/wiki/FIFA_Beach_Soccer_World_Cup
fifa_beach_soccer_world_cup,FIFA Beach Soccer World Cup,2006,2006-12-31,beach-soccer,Beach soccer,men,1,gold,team,Brazil,Brazil,BRA,https://en.wikipedia.org/wiki/FIFA_Beach_Soccer_World_Cup
fifa_beach_soccer_world_cup,FIFA Beach Soccer World Cup,2006,2006-12-31,beach-soccer,Beach soccer,men,2,silver,team,Uruguay,Uruguay,URU,https://en.wikipedia.org/wiki/FIFA_Beach_Soccer_World_Cup
fifa_beach_soccer_world_cup,FIFA Beach Soccer World Cup,2006,2006-12-31,beach-soccer,Beach soccer,men,3,bronze,team,France,France,FRA,https://en.wikipedia.org/wiki/FIFA_Beach_Soccer_World_Cup
fifa_beach_soccer_world_cup,FIFA Beach Soccer World Cup,2006,2006-12-31,beach-soccer,Beach soccer,men,4,,team,Portugal,Portugal,PRT,https://en.wikipedia.org/wiki/FIFA_Beach_Soccer_World_Cup
fifa_beach_soccer_world_cup,FIFA Beach Soccer World Cup,2007,2007-12-31,beach-soccer,Beach soccer,men,1,gold,team,Brazil,Brazil,BRA,https://en.wikipedia.org/wiki/FIFA_Beach_Soccer_World_Cup
fifa_beach_soccer_world_cup,FIFA Beach Soccer World Cup,2007,2007-12-31,beach-soccer,Beach soccer,men,2,silver,team,Mexico,Mexico,MEX,https://en.wikipedia.org/wiki/FIFA_Beach_Soccer_World_Cup
fifa_beach_soccer_world_cup,FIFA Beach Soccer World Cup,2007,2007-12-31,beach-soccer,Beach soccer,men,3,bronze,team,Uruguay,Uruguay,URU,https://en.wikipedia.org/wiki/FIFA_Beach_Soccer_World_Cup
fifa_beach_soccer_world_cup,FIFA Beach Soccer World Cup,2007,2007-12-31,beach-soccer,Beach soccer,men,4,,team,France,France,FRA,https://en.wikipedia.org/wiki/FIFA_Beach_Soccer_World_Cup
fifa_beach_soccer_world_cup,FIFA Beach Soccer World Cup,2008,2008-12-31,beach-soccer,Beach soccer,men,1,gold,team,Brazil,Brazil,BRA,https://en.wikipedia.org/wiki/FIFA_Beach_Soccer_World_Cup
fifa_beach_soccer_world_cup,FIFA Beach Soccer World Cup,2008,2008-12-31,beach-soccer,Beach soccer,men,2,silver,team,Italy,Italy,ITA,https://en.wikipedia.org/wiki/FIFA_Beach_Soccer_World_Cup
fifa_beach_soccer_world_cup,FIFA Beach Soccer World Cup,2008,2008-12-31,beach-soccer,Beach soccer,men,3,bronze,team,Portugal,Portugal,PRT,https://en.wikipedia.org/wiki/FIFA_Beach_Soccer_World_Cup
fifa_beach_soccer_world_cup,FIFA Beach Soccer World Cup,2008,2008-12-31,beach-soccer,Beach soccer,men,4,,team,Spain,Spain,ESP,https://en.wikipedia.org/wiki/FIFA_Beach_Soccer_World_Cup
fifa_beach_soccer_world_cup,FIFA Beach Soccer World Cup,2009,2009-12-31,beach-soccer,Beach soccer,men,1,gold,team,Brazil,Brazil,BRA,https://en.wikipedia.org/wiki/FIFA_Beach_Soccer_World_Cup
fifa_beach_soccer_world_cup,FIFA Beach Soccer World Cup,2009,2009-12-31,beach-soccer,Beach soccer,men,2,silver,team,Switzerland,Switzerland,SUI,https://en.wikipedia.org/wiki/FIFA_Beach_Soccer_World_Cup
fifa_beach_soccer_world_cup,FIFA Beach Soccer World Cup,2009,2009-12-31,beach-soccer,Beach soccer,men,3,bronze,team,Portugal,Portugal,PRT,https://en.wikipedia.org/wiki/FIFA_Beach_Soccer_World_Cup
fifa_beach_soccer_world_cup,FIFA Beach Soccer World Cup,2009,2009-12-31,beach-soccer,Beach soccer,men,4,,team,Uruguay,Uruguay,URU,https://en.wikipedia.org/wiki/FIFA_Beach_Soccer_World_Cup
fifa_beach_soccer_world_cup,FIFA Beach Soccer World Cup,2011,2011-12-31,beach-soccer,Beach soccer,men,1,gold,team,Russia,Russia,RUS,https://en.wikipedia.org/wiki/FIFA_Beach_Soccer_World_Cup
fifa_beach_soccer_world_cup,FIFA Beach Soccer World Cup,2011,2011-12-31,beach-soccer,Beach soccer,men,2,silver,team,Brazil,Brazil,BRA,https://en.wikipedia.org/wiki/FIFA_Beach_Soccer_World_Cup
