competition_id,competition_name,year,event_date,discipline_key,discipline_name,gender,rank,medal,participant_type,participant_name,country_name,country_code,source_url
fifa_futsal_world_cup,FIFA Futsal World Cup,2004,2004-12-31,futsal,Futsal,men,1,gold,team,Spain,Spain,ESP,https://en.wikipedia.org/wiki/FIFA_Futsal_World_Cup
fifa_futsal_world_cup,FIFA Futsal World Cup,2004,2004-12-31,futsal,Futsal,men,2,silver,team,Italy,Italy,ITA,https://en.wikipedia.org/wiki/FIFA_Futsal_World_Cup
fifa_futsal_world_cup,FIFA Futsal World Cup,2004,2004-12-31,futsal,Futsal,men,3,bronze,team,Brazil,Brazil,BRA,https://en.wikipedia.org/wiki/FIFA_Futsal_World_Cup
fifa_futsal_world_cup,FIFA Futsal World Cup,2004,2004-12-31,futsal,Futsal,men,4,,team,Argentina,Argentina,ARG,https://en.wikipedia.org/wiki/FIFA_Futsal_World_Cup
fifa_futsal_world_cup,FIFA Futsal World Cup,2008,2008-12-31,futsal,Futsal,men,1,gold,team,Brazil,Brazil,BRA,https://en.wikipedia.org/wiki/FIFA_Futsal_World_Cup
fifa_futsal_world_cup,FIFA Futsal World Cup,2008,2008-12-31,futsal,Futsal,men,2,silver,team,Spain,Spain,ESP,https://en.wikipedia.org/wiki/FIFA_Futsal_World_Cup
fifa_futsal_world_cup,FIFA Futsal World Cup,2008,2008-12-31,futsal,Futsal,men,3,bronze,team,Italy,Italy,ITA,https://en.wikipedia.org/wiki/FIFA_Futsal_World_Cup
fifa_futsal_world_cup,FIFA Futsal World Cup,2008,2008-12-31,futsal,Futsal,men,4,,team,Russia,Russia,RUS,https://en.wikipedia.org/wiki/FIFA_Futsal_World_Cup
fifa_futsal_world_cup,FIFA Futsal World Cup,2012,2012-12-31,futsal,Futsal,men,1,gold,team,Brazil,Brazil,BRA,https://en.wikipedia.org/wiki/FIFA_Futsal_World_Cup
fifa_futsal_world_cup,FIFA Futsal World Cup,2012,2012-12-31,futsal,Futsal,men,2,silver,team,Spain,Spain,ESP,https://en.wikipedia.org/wiki/FIFA_Futsal_World_Cup
fifa_futsal_world_cup,FIFA Futsal World Cup,2012,2012-12-31,futsal,Futsal,men,3,bronze,team,Italy,Italy,ITA,https://en.wikipedia.org/wiki/FIFA_Futsal_World_Cup
fifa_futsal_world_cup,FIFA Futsal World Cup,2012,2012-12-31,futsal,Futsal,men,4,,team,Colombia,Colombia,COL,https://en.wikipedia.org/wiki/FIFA_Futsal_World_Cup
fifa_futsal_world_cup,FIFA Futsal World Cup,2016,2016-12-31,futsal,Futsal,men,1,gold,team,Argentina,Argentina,ARG,https://en.wikipedia.org/wiki/FIFA_Futsal_World_Cup
fifa_futsal_world_cup,FIFA Futsal World Cup,2016,2016-12-31,futsal,Futsal,men,2,silver,team,Russia,Russia,RUS,https://en.wikipedia.org/wiki/FIFA_Futsal_World_Cup
fifa_futsal_world_cup,FIFA Futsal World Cup,2016,2016-12-31,futsal,Futsal,men,3,bronze,team,Iran,Iran,IRN,https://en.wikipedia.org/wiki/FIFA_Futsal_World_Cup
fifa_futsal_world_cup,FIFA Futsal World Cup,2016,2016-12-31,futsal,Futsal,men,4,,team,Portugal,Portugal,PRT,https://en.wikipedia.org/wiki/FIFA_Futsal_World_Cup
fifa_futsal_world_cup,FIFA Futsal World Cup,2021,2021-12-31,futsal,Futsal,men,1,gold,team,Portugal,Portugal,PRT,https://en.wikipedia.org/wiki/FIFA_Futsal_World_Cup
fifa_futsal_world_cup,FIFA Futsal World Cup,2021,2021-12-31,futsal,Futsal,men,2,silver,team,Argentina,Argentina,ARG,https://en.wikipedia.org/wiki/FIFA_Futsal_World_Cup
fifa_futsal_world_cup,FIFA Futsal World Cup,2021,2021-12-31,futsal,Futsal,men,3,bronze,team,Brazil,Brazil,BRA,https://en.wikipedia.org/wiki/FIFA_Futsal_World_Cup
fifa_futsal_world_cup,FIFA Futsal World Cup,2021,2021-12-31,futsal,Futsal,men,4,,team,Kazakhstan,Kazakhstan,KAZ,https://en.wikipedia.org/wiki/FIFA_Futsal_World_Cup
fifa_futsal_world_cup,FIFA Futsal World Cup,2024,2024-12-31,futsal,Futsal,men,1,gold,team,Brazil,Brazil,BRA,https://en.wikipedia.org/wiki/FIFA_Futsal_World_Cup
fifa_futsal_world_cup,FIFA Futsal World Cup,2024,2024-12-31,futsal,Futsal,men,2,silver,team,Argentina,Argentina,ARG,https://en.wikipedia.org/wiki/FIFA_Futsal_World_Cup
fifa_futsal_world_cup,FIFA Futsal World Cup,2024,2024-12-31,futsal,Futsal,men,3,bronze,team,Ukraine,Ukraine,UKR,https://en.wikipedia.org/wiki/FIFA_Futsal_World_Cup
fifa_futsal_world_cup,FIFA Futsal World Cup,2024,2024-12-31,futsal,Futsal,men,4,,team,France,France,FRA,https://en.wikipedia.org/wiki/FIFA_Futsal_World_Cup
