competition_id,competition_name,year,event_date,discipline_key,discipline_name,event_key,event_name,gender,rank,medal,participant_type,participant_name,country_name,country_code,team_members,source_url
fis_alpine_world_ski_championships,FIS Alpine World Ski Championships,2001,2001-12-31,alpine-skiing,Alpine skiing,combined,Combined,men,1,gold,athlete,Kjetil André Aamodt,Norway,NOR,,https://en.wikipedia.org/wiki/FIS_Alpine_World_Ski_Championships_2001
fis_alpine_world_ski_championships,FIS Alpine World Ski Championships,2001,2001-12-31,alpine-skiing,Alpine skiing,combined,Combined,men,2,silver,athlete,Mario Matt,Austria,AUT,,https://en.wikipedia.org/wiki/FIS_Alpine_World_Ski_Championships_2001
fis_alpine_world_ski_championships,FIS Alpine World Ski Championships,2001,2001-12-31,alpine-skiing,Alpine skiing,combined,Combined,men,3,bronze,athlete,Paul Accola,Switzerland,CHE,,https://en.wikipedia.org/wiki/FIS_Alpine_World_Ski_Championships_2001
fis_alpine_world_ski_championships,FIS Alpine World Ski Championships,2001,2001-12-31,alpine-skiing,Alpine skiing,downhill,Downhill,men,1,gold,athlete,Hannes Trinkl,Austria,AUT,,https://en.wikipedia.org/wiki/FIS_Alpine_World_Ski_Championships_2001
fis_alpine_world_ski_championships,FIS Alpine World Ski Championships,2001,2001-12-31,alpine-skiing,Alpine skiing,downhill,Downhill,men,2,silver,athlete,Hermann Maier,Austria,AUT,,https://en.wikipedia.org/wiki/FIS_Alpine_World_Ski_Championships_2001
fis_alpine_world_ski_championships,FIS Alpine World Ski Championships,2001,2001-12-31,alpine-skiing,Alpine skiing,downhill,Downhill,men,3,bronze,athlete,Florian Eckert,Germany,DEU,,https://en.wikipedia.org/wiki/FIS_Alpine_World_Ski_Championships_2001
fis_alpine_world_ski_championships,FIS Alpine World Ski Championships,2001,2001-12-31,alpine-skiing,Alpine skiing,giant-slalom,Giant slalom,men,1,gold,athlete,Michael von Grünigen,Switzerland,CHE,,https://en.wikipedia.org/wiki/FIS_Alpine_World_Ski_Championships_2001
fis_alpine_world_ski_championships,FIS Alpine World Ski Championships,2001,2001-12-31,alpine-skiing,Alpine skiing,giant-slalom,Giant slalom,men,2,silver,athlete,Kjetil André Aamodt,Norway,NOR,,https://en.wikipedia.org/wiki/FIS_Alpine_World_Ski_Championships_2001
fis_alpine_world_ski_championships,FIS Alpine World Ski Championships,2001,2001-12-31,alpine-skiing,Alpine skiing,giant-slalom,Giant slalom,men,3,bronze,athlete,Frédéric Covili,France,FRA,,https://en.wikipedia.org/wiki/FIS_Alpine_World_Ski_Championships_2001
fis_alpine_world_ski_championships,FIS Alpine World Ski Championships,2001,2001-12-31,alpine-skiing,Alpine skiing,slalom,Slalom,men,1,gold,athlete,Mario Matt,Austria,AUT,,https://en.wikipedia.org/wiki/FIS_Alpine_World_Ski_Championships_2001
fis_alpine_world_ski_championships,FIS Alpine World Ski Championships,2001,2001-12-31,alpine-skiing,Alpine skiing,slalom,Slalom,men,2,silver,athlete,Benjamin Raich,Austria,AUT,,https://en.wikipedia.org/wiki/FIS_Alpine_World_Ski_Championships_2001
fis_alpine_world_ski_championships,FIS Alpine World Ski Championships,2001,2001-12-31,alpine-skiing,Alpine skiing,slalom,Slalom,men,3,bronze,athlete,Mitja Kunc,Slovenia,SVN,,https://en.wikipedia.org/wiki/FIS_Alpine_World_Ski_Championships_2001
fis_alpine_world_ski_championships,FIS Alpine World Ski Championships,2001,2001-12-31,alpine-skiing,Alpine skiing,super-g,Super-G,men,1,gold,athlete,Hannes Trinkl,Austria,AUT,,https://en.wikipedia.org/wiki/FIS_Alpine_World_Ski_Championships_2001
fis_alpine_world_ski_championships,FIS Alpine World Ski Championships,2001,2001-12-31,alpine-skiing,Alpine skiing,super-g,Super-G,men,2,silver,athlete,Hermann Maier,Austria,AUT,,https://en.wikipedia.org/wiki/FIS_Alpine_World_Ski_Championships_2001
fis_alpine_world_ski_championships,FIS Alpine World Ski Championships,2001,2001-12-31,alpine-skiing,Alpine skiing,super-g,Super-G,men,3,bronze,athlete,Florian Eckert,Germany,DEU,,https://en.wikipedia.org/wiki/FIS_Alpine_World_Ski_Championships_2001
fis_alpine_world_ski_championships,FIS Alpine World Ski Championships,2001,2001-12-31,alpine-skiing,Alpine skiing,combined,Combined,women,1,gold,athlete,Pernilla Wiberg,Sweden,SWE,,https://en.wikipedia.org/wiki/FIS_Alpine_World_Ski_Championships_2001
fis_alpine_world_ski_championships,FIS Alpine World Ski Championships,2001,2001-12-31,alpine-skiing,Alpine skiing,combined,Combined,women,2,silver,athlete,Renate Götschl,Austria,AUT,,https://en.wikipedia.org/wiki/FIS_Alpine_World_Ski_Championships_2001
fis_alpine_world_ski_championships,FIS Alpine World Ski Championships,2001,2001-12-31,alpine-skiing,Alpine skiing,combined,Combined,women,3,bronze,athlete,Florence Masnada,France,FRA,,https://en.wikipedia.org/wiki/FIS_Alpine_World_Ski_Championships_2001
fis_alpine_world_ski_championships,FIS Alpine World Ski Championships,2001,2001-12-31,alpine-skiing,Alpine skiing,downhill,Downhill,women,1,gold,athlete,Michaela Dorfmeister,Austria,AUT,,https://en.wikipedia.org/wiki/FIS_Alpine_World_Ski_Championships_2001
fis_alpine_world_ski_championships,FIS Alpine World Ski Championships,2001,2001-12-31,alpine-skiing,Alpine skiing,downhill,Downhill,women,2,silver,athlete,Renate Götschl,Austria,AUT,,https://en.wikipedia.org/wiki/FIS_Alpine_World_Ski_Championships_2001
fis_alpine_world_ski_championships,FIS Alpine World Ski Championships,2001,2001-12-31,alpine-skiing,Alpine skiing,downhill,Downhill,women,3,bronze,athlete,Stefanie Schuster,Austria,AUT,,https://en.wikipedia.org/wiki/FIS_Alpine_World_Ski_Championships_2001
fis_alpine_world_ski_championships,FIS Alpine World Ski Championships,2001,2001-12-31,alpine-skiing,Alpine skiing,giant-slalom,Giant slalom,women,1,gold,athlete,Sonja Nef,Switzerland,CHE,,https://en.wikipedia.org/wiki/FIS_Alpine_World_Ski_Championships_2001
fis_alpine_world_ski_championships,FIS Alpine World Ski Championships,2001,2001-12-31,alpine-skiing,Alpine skiing,giant-slalom,Giant slalom,women,2,silver,athlete,Karen Putzer,Italy,ITA,,https://en.wikipedia.org/wiki/FIS_Alpine_World_Ski_Championships_2001
fis_alpine_world_ski_championships,FIS Alpine World Ski Championships,2001,2001-12-31,alpine-skiing,Alpine skiing,giant-slalom,Giant slalom,women,3,bronze,athlete,Anja Pärson,Sweden,SWE,,https://en.wikipedia.org/wiki/FIS_Alpine_World_Ski_Championships_2001
fis_alpine_world_ski_championships,FIS Alpine World Ski Championships,2001,2001-12-31,alpine-skiing,Alpine skiing,slalom,Slalom,women,1,gold,athlete,Anja Pärson,Sweden,SWE,,https://en.wikipedia.org/wiki/FIS_Alpine_World_Ski_Championships_2001
fis_alpine_world_ski_championships,FIS Alpine World Ski Championships,2001,2001-12-31,alpine-skiing,Alpine skiing,slalom,Slalom,women,2,silver,athlete,Christel Pascal,France,FRA,,https://en.wikipedia.org/wiki/FIS_Alpine_World_Ski_Championships_2001
