competition_id,sport_id,name,season_year,level,start_date,end_date,source_id
fide_chess_olympiad_open,chess,FIDE Chess Olympiad (Open),,national_team_tournament,2002-12-31,2024-12-31,fide_chess_olympiad_history
fide_chess_olympiad_women,chess,FIDE Chess Olympiad (Women),,national_team_tournament,2002-12-31,2024-12-31,fide_chess_olympiad_history
