event_id,participant_id,rank,medal,score_raw,points_awarded
fei_world_championships_2002_equestrian-eventing-equestrian_individual-eventing_mixed,equestrian_athlete_Piia_Pantsu_FIN,3,bronze,edition=FEI World Equestrian Games;event=Individual eventing;discipline=equestrian-eventing-equestrian;source_url=https://en.wikipedia.org/wiki/2002_FEI_World_Equestrian_Games,5.0
fei_world_championships_2002_equestrian-eventing-equestrian_team-eventing_mixed,equestrian_team_United_States_USA,1,gold,edition=FEI World Equestrian Games;event=Team eventing;discipline=equestrian-eventing-equestrian;source_url=https://en.wikipedia.org/wiki/2002_FEI_World_Equestrian_Games,10.0
fei_world_championships_2002_equestrian-eventing-equestrian_team-eventing_mixed,equestrian_team_France_FRA,2,silver,edition=FEI World Equestrian Games;event=Team eventing;discipline=equestrian-eventing-equestrian;source_url=https://en.wikipedia.org/wiki/2002_FEI_World_Equestrian_Games,7.0
fei_world_championships_2002_equestrian-eventing-equestrian_team-eventing_mixed,equestrian_team_United_Kingdom_GBR,3,bronze,edition=FEI World Equestrian Games;event=Team eventing;discipline=equestrian-eventing-equestrian;source_url=https://en.wikipedia.org/wiki/2002_FEI_World_Equestrian_Games,5.0
fei_world_championships_2002_equestrian-jumping-equestrian_individual-jumping_mixed,equestrian_athlete_Dermott_Lennon_IRL,1,gold,edition=FEI World Equestrian Games;event=Individual jumping;discipline=equestrian-jumping-equestrian;source_url=https://en.wikipedia.org/wiki/2002_FEI_World_Equestrian_Games,10.0
fei_world_championships_2002_equestrian-jumping-equestrian_individual-jumping_mixed,equestrian_athlete_Eric_Navet_FRA,2,silver,edition=FEI World Equestrian Games;event=Individual jumping;discipline=equestrian-jumping-equestrian;source_url=https://en.wikipedia.org/wiki/2002_FEI_World_Equestrian_Games,7.0
fei_world_championships_2002_equestrian-jumping-equestrian_individual-jumping_mixed,equestrian_athlete_Peter_Wylde_USA,3,bronze,edition=FEI World Equestrian Games;event=Individual jumping;discipline=equestrian-jumping-equestrian;source_url=https://en.wikipedia.org/wiki/2002_FEI_World_Equestrian_Games,5.0
fei_world_championships_2002_equestrian-jumping-equestrian_team-jumping_mixed,equestrian_team_France_FRA,1,gold,edition=FEI World Equestrian Games;event=Team jumping;discipline=equestrian-jumping-equestrian;source_url=https://en.wikipedia.org/wiki/2002_FEI_World_Equestrian_Games,10.0
fei_world_championships_2002_equestrian-jumping-equestrian_team-jumping_mixed,equestrian_team_Sweden_SWE,2,silver,edition=FEI World Equestrian Games;event=Team jumping;discipline=equestrian-jumping-equestrian;source_url=https://en.wikipedia.org/wiki/2002_FEI_World_Equestrian_Games,7.0
fei_world_championships_2002_equestrian-jumping-equestrian_team-jumping_mixed,equestrian_team_Belgium_BEL,3,bronze,edition=FEI World Equestrian Games;event=Team jumping;discipline=equestrian-jumping-equestrian;source_url=https://en.wikipedia.org/wiki/2002_FEI_World_Equestrian_Games,5.0
fei_world_championships_2002_equestrian-reining_individual-reining_mixed,equestrian_athlete_Shawn_Flarida_USA,1,gold,edition=FEI World Equestrian Games;event=Individual reining;discipline=equestrian-reining;source_url=https://en.wikipedia.org/wiki/2002_FEI_World_Equestrian_Games,10.0
fei_world_championships_2002_equestrian-reining_individual-reining_mixed,equestrian_athlete_Tom_McCutcheon_USA,2,silver,edition=FEI World Equestrian Games;event=Individual reining;discipline=equestrian-reining;source_url=https://en.wikipedia.org/wiki/2002_FEI_World_Equestrian_Games,7.0
fei_world_championships_2002_equestrian-reining_individual-reining_mixed,equestrian_athlete_Shawna_Sapergia_CAN,3,bronze,edition=FEI World Equestrian Games;event=Individual reining;discipline=equestrian-reining;source_url=https://en.wikipedia.org/wiki/2002_FEI_World_Equestrian_Games,5.0
fei_world_championships_2002_equestrian-reining_team-reining_mixed,equestrian_team_United_States_USA,1,gold,edition=FEI World Equestrian Games;event=Team reining;discipline=equestrian-reining;source_url=https://en.wikipedia.org/wiki/2002_FEI_World_Equestrian_Games,10.0
fei_world_championships_2002_equestrian-reining_team-reining_mixed,equestrian_team_Canada_CAN,2,silver,edition=FEI World Equestrian Games;event=Team reining;discipline=equestrian-reining;source_url=https://en.wikipedia.org/wiki/2002_FEI_World_Equestrian_Games,7.0
fei_world_championships_2002_equestrian-reining_team-reining_mixed,equestrian_team_Italy_ITA,3,bronze,edition=FEI World Equestrian Games;event=Team reining;discipline=equestrian-reining;source_url=https://en.wikipedia.org/wiki/2002_FEI_World_Equestrian_Games,5.0
fei_world_championships_2002_equestrian-vaulting_men-vaulting_men,equestrian_athlete_Matthias_Lang_FRA,1,gold,edition=FEI World Equestrian Games;event=Men's vaulting;discipline=equestrian-vaulting;source_url=https://en.wikipedia.org/wiki/2002_FEI_World_Equestrian_Games,10.0
fei_world_championships_2002_equestrian-vaulting_men-vaulting_men,equestrian_athlete_Gero_Meyer_DEU,2,silver,edition=FEI World Equestrian Games;event=Men's vaulting;discipline=equestrian-vaulting;source_url=https://en.wikipedia.org/wiki/2002_FEI_World_Equestrian_Games,7.0
fei_world_championships_2002_equestrian-vaulting_men-vaulting_men,equestrian_athlete_Devon_Maitozo_USA,3,bronze,edition=FEI World Equestrian Games;event=Men's vaulting;discipline=equestrian-vaulting;source_url=https://en.wikipedia.org/wiki/2002_FEI_World_Equestrian_Games,5.0
fei_world_championships_2002_equestrian-vaulting_squad-vaulting_mixed,equestrian_team_Germany_DEU,1,gold,edition=FEI World Equestrian Games;event=Squad vaulting;discipline=equestrian-vaulting;source_url=https://en.wikipedia.org/wiki/2002_FEI_World_Equestrian_Games,10.0
fei_world_championships_2002_equestrian-vaulting_squad-vaulting_mixed,equestrian_team_Switzerland_CHE,2,silver,edition=FEI World Equestrian Games;event=Squad vaulting;discipline=equestrian-vaulting;source_url=https://en.wikipedia.org/wiki/2002_FEI_World_Equestrian_Games,7.0
fei_world_championships_2002_equestrian-vaulting_squad-vaulting_mixed,equestrian_team_Sweden_SWE,3,bronze,edition=FEI World Equestrian Games;event=Squad vaulting;discipline=equestrian-vaulting;source_url=https://en.wikipedia.org/wiki/2002_FEI_World_Equestrian_Games,5.0
fei_world_championships_2002_equestrian-vaulting_women-vaulting_women,equestrian_athlete_Nadia_Zulow_DEU,1,gold,edition=FEI World Equestrian Games;event=Women's vaulting;discipline=equestrian-vaulting;source_url=https://en.wikipedia.org/wiki/2002_FEI_World_Equestrian_Games,10.0
fei_world_championships_2002_equestrian-vaulting_women-vaulting_women,equestrian_athlete_Rikke_Laumann_DNK,2,silver,edition=FEI World Equestrian Games;event=Women's vaulting;discipline=equestrian-vaulting;source_url=https://en.wikipedia.org/wiki/2002_FEI_World_Equestrian_Games,7.0
