competition_id,sport_id,name,season_year,level,start_date,end_date,source_id
fih_men_world_ranking,hockey,FIH Men's World Ranking,,national_team_ranking,2003-12-31,2024-12-31,fih_world_ranking_history
fih_women_world_ranking,hockey,FIH Women's World Ranking,,national_team_ranking,2003-12-31,2024-12-31,fih_world_ranking_history
