year,event_date,gender,discipline_name,event_name,rank,medal,participant_type,athlete_name,country_name,country_code,performance,source_url
2001,2001-01-01,women,swimming,Women's 200 breaststroke,2,silver,athlete,Qi Hui,China,CHN,2:25.09,https://en.wikipedia.org/wiki/Swimming_at_the_2001_World_Aquatics_Championships
2001,2001-01-01,women,swimming,Women's 200 breaststroke,3,bronze,athlete,Luo Xuejuan,China,CHN,2:25.29,https://en.wikipedia.org/wiki/Swimming_at_the_2001_World_Aquatics_Championships
2001,2001-01-01,women,swimming,Women's 200 butterfly,1,gold,athlete,Petria Thomas,Australia,AUS,2:06.73 CR,https://en.wikipedia.org/wiki/Swimming_at_the_2001_World_Aquatics_Championships
2001,2001-01-01,women,swimming,Women's 200 butterfly,2,silver,athlete,Annika Mehlhorn,GER,GER,2:06.97,https://en.wikipedia.org/wiki/Swimming_at_the_2001_World_Aquatics_Championships
2001,2001-01-01,women,swimming,Women's 200 butterfly,3,bronze,athlete,Kaitlin Sandeno,United States,USA,2:08.52,https://en.wikipedia.org/wiki/Swimming_at_the_2001_World_Aquatics_Championships
2001,2001-01-01,women,swimming,Women's 200 freestyle,1,gold,athlete,Giaan Rooney,Australia,AUS,1:58.57,https://en.wikipedia.org/wiki/Swimming_at_the_2001_World_Aquatics_Championships
2001,2001-01-01,women,swimming,Women's 200 freestyle,2,silver,athlete,Yang Yu,China,CHN,1:58.78,https://en.wikipedia.org/wiki/Swimming_at_the_2001_World_Aquatics_Championships
2001,2001-01-01,women,swimming,Women's 200 freestyle,3,bronze,athlete,Camelia Potec,ROM,ROM,1:58.85,https://en.wikipedia.org/wiki/Swimming_at_the_2001_World_Aquatics_Championships
2001,2001-01-01,women,swimming,Women's 4 × 100 free relay,1,gold,team,,GER,GER,3:39.58,https://en.wikipedia.org/wiki/Swimming_at_the_2001_World_Aquatics_Championships
2001,2001-01-01,women,swimming,Women's 4 × 100 free relay,2,silver,team,,United Kingdom,GBR,3:40.80,https://en.wikipedia.org/wiki/Swimming_at_the_2001_World_Aquatics_Championships
2001,2001-01-01,women,swimming,Women's 4 × 100 free relay,2,silver,team,,United States,USA,3:40.80,https://en.wikipedia.org/wiki/Swimming_at_the_2001_World_Aquatics_Championships
2001,2001-01-01,women,swimming,Women's 4 × 100 m medley relay,1,gold,team,,Australia,AUS,"4:01.50 CR, OC",https://en.wikipedia.org/wiki/Swimming_at_the_2001_World_Aquatics_Championships
2001,2001-01-01,women,swimming,Women's 4 × 100 m medley relay,2,silver,team,,United States,USA,4:01.81,https://en.wikipedia.org/wiki/Swimming_at_the_2001_World_Aquatics_Championships
2001,2001-01-01,women,swimming,Women's 4 × 100 m medley relay,3,bronze,team,,China,CHN,4:02.53,https://en.wikipedia.org/wiki/Swimming_at_the_2001_World_Aquatics_Championships
2001,2001-01-01,women,swimming,Women's 4 × 200 m freestyle relay,1,gold,team,,United Kingdom,GBR,7:58.69 NR,https://en.wikipedia.org/wiki/Swimming_at_the_2001_World_Aquatics_Championships
2001,2001-01-01,women,swimming,Women's 4 × 200 m freestyle relay,2,silver,team,,GER,GER,8:01.35,https://en.wikipedia.org/wiki/Swimming_at_the_2001_World_Aquatics_Championships
2001,2001-01-01,women,swimming,Women's 4 × 200 m freestyle relay,3,bronze,team,,Japan,JPN,8:02.97 NR,https://en.wikipedia.org/wiki/Swimming_at_the_2001_World_Aquatics_Championships
2001,2001-01-01,women,swimming,Women's 400 I.M.,1,gold,athlete,Yana Klochkova,Ukraine,UKR,4:36.98,https://en.wikipedia.org/wiki/Swimming_at_the_2001_World_Aquatics_Championships
2001,2001-01-01,women,swimming,Women's 400 I.M.,2,silver,athlete,Maggie Bowen,United States,USA,4:39.06,https://en.wikipedia.org/wiki/Swimming_at_the_2001_World_Aquatics_Championships
2001,2001-01-01,women,swimming,Women's 400 I.M.,3,bronze,athlete,Beatrice Câșlaru,ROM,ROM,4:39.33,https://en.wikipedia.org/wiki/Swimming_at_the_2001_World_Aquatics_Championships
2001,2001-01-01,women,swimming,Women's 400 freestyle,1,gold,athlete,Yana Klochkova,Ukraine,UKR,4:07.30,https://en.wikipedia.org/wiki/Swimming_at_the_2001_World_Aquatics_Championships
2001,2001-01-01,women,swimming,Women's 400 freestyle,2,silver,athlete,Claudia Poll,CRC,CRC,4:09.15,https://en.wikipedia.org/wiki/Swimming_at_the_2001_World_Aquatics_Championships
2001,2001-01-01,women,swimming,Women's 400 freestyle,3,bronze,athlete,Hannah Stockbauer,GER,GER,4:09.36,https://en.wikipedia.org/wiki/Swimming_at_the_2001_World_Aquatics_Championships
2001,2001-01-01,women,swimming,Women's 50 backstroke,1,gold,athlete,Haley Cope,United States,USA,28.51,https://en.wikipedia.org/wiki/Swimming_at_the_2001_World_Aquatics_Championships
2001,2001-01-01,women,swimming,Women's 50 backstroke,2,silver,athlete,Antje Buschschulte,GER,GER,28.53,https://en.wikipedia.org/wiki/Swimming_at_the_2001_World_Aquatics_Championships
2001,2001-01-01,women,swimming,Women's 50 backstroke,3,bronze,athlete,Natalie Coughlin,United States,USA,28.54,https://en.wikipedia.org/wiki/Swimming_at_the_2001_World_Aquatics_Championships
2001,2001-01-01,women,swimming,Women's 50 breaststroke,1,gold,athlete,Luo Xuejuan,China,CHN,"30.84 CR, AS",https://en.wikipedia.org/wiki/Swimming_at_the_2001_World_Aquatics_Championships
2001,2001-01-01,women,swimming,Women's 50 breaststroke,2,silver,athlete,Kristy Kowal,United States,USA,31.37,https://en.wikipedia.org/wiki/Swimming_at_the_2001_World_Aquatics_Championships
2001,2001-01-01,women,swimming,Women's 50 breaststroke,3,bronze,athlete,Zoë Baker,United Kingdom,GBR,31.40,https://en.wikipedia.org/wiki/Swimming_at_the_2001_World_Aquatics_Championships
2001,2001-01-01,women,swimming,Women's 50 butterfly,1,gold,athlete,Inge de Bruijn,NED,NED,25.90 CR,https://en.wikipedia.org/wiki/Swimming_at_the_2001_World_Aquatics_Championships
2001,2001-01-01,women,swimming,Women's 50 butterfly,2,silver,athlete,Therese Alshammar,Sweden,SWE,26.18,https://en.wikipedia.org/wiki/Swimming_at_the_2001_World_Aquatics_Championships
2001,2001-01-01,women,swimming,Women's 50 butterfly,3,bronze,athlete,Anna-Karin Kammerling,Sweden,SWE,26.45,https://en.wikipedia.org/wiki/Swimming_at_the_2001_World_Aquatics_Championships
2001,2001-01-01,women,swimming,Women's 50 freestyle,1,gold,athlete,Inge de Bruijn,NED,NED,24.47,https://en.wikipedia.org/wiki/Swimming_at_the_2001_World_Aquatics_Championships
2001,2001-01-01,women,swimming,Women's 50 freestyle,2,silver,athlete,Therese Alshammar,Sweden,SWE,24.88,https://en.wikipedia.org/wiki/Swimming_at_the_2001_World_Aquatics_Championships
2001,2001-01-01,women,swimming,Women's 50 freestyle,3,bronze,athlete,Sandra Völker,GER,GER,24.96,https://en.wikipedia.org/wiki/Swimming_at_the_2001_World_Aquatics_Championships
2001,2001-01-01,women,swimming,Women's 800 freestyle,1,gold,athlete,Hannah Stockbauer,GER,GER,8:24.66,https://en.wikipedia.org/wiki/Swimming_at_the_2001_World_Aquatics_Championships
2001,2001-01-01,women,swimming,Women's 800 freestyle,2,silver,athlete,Diana Munz,United States,USA,8:28.84,https://en.wikipedia.org/wiki/Swimming_at_the_2001_World_Aquatics_Championships
2001,2001-01-01,women,swimming,Women's 800 freestyle,3,bronze,athlete,Kaitlin Sandeno,United States,USA,8:31.45,https://en.wikipedia.org/wiki/Swimming_at_the_2001_World_Aquatics_Championships
2001,2001-01-01,men,water polo,Men,1,gold,team,,Spain,ESP,,https://en.wikipedia.org/wiki/Water_polo_at_the_2001_World_Aquatics_Championships
2001,2001-01-01,women,water polo,Women,1,gold,team,,Italy,ITA,,https://en.wikipedia.org/wiki/Water_polo_at_the_2001_World_Aquatics_Championships
2001,2001-01-01,women,water polo,Women,2,silver,team,,Hungary,HUN,,https://en.wikipedia.org/wiki/Water_polo_at_the_2001_World_Aquatics_Championships
2001,2001-01-01,women,water polo,Women,3,bronze,team,,Canada,CAN,,https://en.wikipedia.org/wiki/Water_polo_at_the_2001_World_Aquatics_Championships
2003,2003-01-01,women,artistic swimming,Women's Combination routine,1,gold,team,,Japan,JPN,,https://en.wikipedia.org/wiki/Synchronised_swimming_at_the_2003_World_Aquatics_Championships
2003,2003-01-01,women,artistic swimming,Women's Combination routine,2,silver,team,,Spain,ESP,,https://en.wikipedia.org/wiki/Synchronised_swimming_at_the_2003_World_Aquatics_Championships
2003,2003-01-01,women,artistic swimming,Women's Combination routine,2,silver,team,,United States,USA,,https://en.wikipedia.org/wiki/Synchronised_swimming_at_the_2003_World_Aquatics_Championships
2003,2003-01-01,women,artistic swimming,Women's Duet routine,1,gold,team,,Russian Federation,RUS,,https://en.wikipedia.org/wiki/Synchronised_swimming_at_the_2003_World_Aquatics_Championships
2003,2003-01-01,women,artistic swimming,Women's Duet routine,2,silver,team,,Japan,JPN,,https://en.wikipedia.org/wiki/Synchronised_swimming_at_the_2003_World_Aquatics_Championships
2003,2003-01-01,women,artistic swimming,Women's Duet routine,3,bronze,team,,Spain,ESP,,https://en.wikipedia.org/wiki/Synchronised_swimming_at_the_2003_World_Aquatics_Championships
2003,2003-01-01,women,artistic swimming,Women's Solo routine,1,gold,athlete,Virginie Dedieu,France,FRA,,https://en.wikipedia.org/wiki/Synchronised_swimming_at_the_2003_World_Aquatics_Championships
2003,2003-01-01,women,artistic swimming,Women's Solo routine,2,silver,athlete,Anastasiya Yermakova,Russian Federation,RUS,,https://en.wikipedia.org/wiki/Synchronised_swimming_at_the_2003_World_Aquatics_Championships
2003,2003-01-01,women,artistic swimming,Women's Solo routine,3,bronze,athlete,Gemma Mengual,Spain,ESP,,https://en.wikipedia.org/wiki/Synchronised_swimming_at_the_2003_World_Aquatics_Championships
2003,2003-01-01,women,artistic swimming,Women's Team routine,1,gold,team,,Russian Federation,RUS,,https://en.wikipedia.org/wiki/Synchronised_swimming_at_the_2003_World_Aquatics_Championships
2003,2003-01-01,women,artistic swimming,Women's Team routine,2,silver,team,,Japan,JPN,,https://en.wikipedia.org/wiki/Synchronised_swimming_at_the_2003_World_Aquatics_Championships
2003,2003-01-01,women,artistic swimming,Women's Team routine,3,bronze,team,,United States,USA,,https://en.wikipedia.org/wiki/Synchronised_swimming_at_the_2003_World_Aquatics_Championships
2003,2003-01-01,men,diving,Men's 1 m springboard,1,gold,athlete,Xiang Xu,China,CHN,,https://en.wikipedia.org/wiki/Diving_at_the_2003_World_Aquatics_Championships
2003,2003-01-01,men,diving,Men's 1 m springboard,2,silver,athlete,Wang Kenan,China,CHN,,https://en.wikipedia.org/wiki/Diving_at_the_2003_World_Aquatics_Championships
2003,2003-01-01,men,diving,Men's 1 m springboard,3,bronze,athlete,Joona Puhakka,Finland,FIN,,https://en.wikipedia.org/wiki/Diving_at_the_2003_World_Aquatics_Championships
2003,2003-01-01,men,diving,Men's 10 m platform,1,gold,athlete,Alexandre Despatie,Canada,CAN,,https://en.wikipedia.org/wiki/Diving_at_the_2003_World_Aquatics_Championships
2003,2003-01-01,men,diving,Men's 10 m platform,2,silver,athlete,Mathew Helm,Australia,AUS,,https://en.wikipedia.org/wiki/Diving_at_the_2003_World_Aquatics_Championships
2003,2003-01-01,men,diving,Men's 10 m platform,3,bronze,athlete,Tian Liang,China,CHN,,https://en.wikipedia.org/wiki/Diving_at_the_2003_World_Aquatics_Championships
2003,2003-01-01,men,diving,Men's 3 m springboard,1,gold,athlete,Aleksandr Dobroskok,Russian Federation,RUS,,https://en.wikipedia.org/wiki/Diving_at_the_2003_World_Aquatics_Championships
2003,2003-01-01,men,diving,Men's 3 m springboard,2,silver,athlete,Peng Bo,China,CHN,,https://en.wikipedia.org/wiki/Diving_at_the_2003_World_Aquatics_Championships
2003,2003-01-01,men,diving,Men's 3 m springboard,3,bronze,athlete,Dmitri Sautin,Russian Federation,RUS,,https://en.wikipedia.org/wiki/Diving_at_the_2003_World_Aquatics_Championships
2003,2003-01-01,men,open water swimming,Men's 10 km,1,gold,athlete,Vladimir Dyatchin,Russian Federation,RUS,,https://en.wikipedia.org/wiki/Open_water_swimming_at_the_2003_World_Aquatics_Championships
2003,2003-01-01,men,open water swimming,Men's 10 km,2,silver,athlete,Christian Hein,GER,GER,,https://en.wikipedia.org/wiki/Open_water_swimming_at_the_2003_World_Aquatics_Championships
2003,2003-01-01,men,open water swimming,Men's 10 km,3,bronze,athlete,David Meca,Spain,ESP,,https://en.wikipedia.org/wiki/Open_water_swimming_at_the_2003_World_Aquatics_Championships
2003,2003-01-01,men,open water swimming,Men's 25 km,1,gold,athlete,Yuri Kudinov,Russian Federation,RUS,,https://en.wikipedia.org/wiki/Open_water_swimming_at_the_2003_World_Aquatics_Championships
2003,2003-01-01,men,open water swimming,Men's 25 km,2,silver,athlete,David Meca,Spain,ESP,,https://en.wikipedia.org/wiki/Open_water_swimming_at_the_2003_World_Aquatics_Championships
2003,2003-01-01,men,open water swimming,Men's 25 km,3,bronze,athlete,Petar Stoychev,BUL,BUL,,https://en.wikipedia.org/wiki/Open_water_swimming_at_the_2003_World_Aquatics_Championships
2003,2003-01-01,men,open water swimming,Men's 5 km,1,gold,athlete,Evgeni Kochkarov,Russian Federation,RUS,,https://en.wikipedia.org/wiki/Open_water_swimming_at_the_2003_World_Aquatics_Championships
2003,2003-01-01,men,open water swimming,Men's 5 km,2,silver,athlete,Christian Hein,GER,GER,,https://en.wikipedia.org/wiki/Open_water_swimming_at_the_2003_World_Aquatics_Championships
2003,2003-01-01,men,open water swimming,Men's 5 km,3,bronze,athlete,Vladimir Dyatchin,Russian Federation,RUS,,https://en.wikipedia.org/wiki/Open_water_swimming_at_the_2003_World_Aquatics_Championships
2003,2003-01-01,women,open water swimming,Women's 10 km,1,gold,athlete,Viola Valli,Italy,ITA,,https://en.wikipedia.org/wiki/Open_water_swimming_at_the_2003_World_Aquatics_Championships
2003,2003-01-01,women,open water swimming,Women's 10 km,2,silver,athlete,Angela Maurer,GER,GER,,https://en.wikipedia.org/wiki/Open_water_swimming_at_the_2003_World_Aquatics_Championships
2003,2003-01-01,women,open water swimming,Women's 10 km,3,bronze,athlete,Edith van Dijk,NED,NED,,https://en.wikipedia.org/wiki/Open_water_swimming_at_the_2003_World_Aquatics_Championships
2003,2003-01-01,women,open water swimming,Women's 25 km,1,gold,athlete,Edith van Dijk,NED,NED,,https://en.wikipedia.org/wiki/Open_water_swimming_at_the_2003_World_Aquatics_Championships
2003,2003-01-01,women,open water swimming,Women's 25 km,2,silver,athlete,Britta Kamrau,GER,GER,,https://en.wikipedia.org/wiki/Open_water_swimming_at_the_2003_World_Aquatics_Championships
2003,2003-01-01,women,open water swimming,Women's 25 km,3,bronze,athlete,Angela Maurer,GER,GER,,https://en.wikipedia.org/wiki/Open_water_swimming_at_the_2003_World_Aquatics_Championships
2003,2003-01-01,women,open water swimming,Women's 5 km,1,gold,athlete,Viola Valli,Italy,ITA,,https://en.wikipedia.org/wiki/Open_water_swimming_at_the_2003_World_Aquatics_Championships
2003,2003-01-01,women,open water swimming,Women's 5 km,2,silver,athlete,Jana Pechanová,Czechia,CZE,,https://en.wikipedia.org/wiki/Open_water_swimming_at_the_2003_World_Aquatics_Championships
2003,2003-01-01,women,open water swimming,Women's 5 km,3,bronze,athlete,Britta Kamrau,GER,GER,,https://en.wikipedia.org/wiki/Open_water_swimming_at_the_2003_World_Aquatics_Championships
2003,2003-01-01,men,swimming,Men's 100 m back,2,silver,athlete,Arkady Vyatchanin Russia Matt Welsh,Australia,AUS,53.92,https://en.wikipedia.org/wiki/Swimming_at_the_2003_World_Aquatics_Championships
2003,2003-01-01,men,swimming,Men's 100 m breast,1,gold,athlete,Kosuke Kitajima,Japan,JPN,59.78 WR,https://en.wikipedia.org/wiki/Swimming_at_the_2003_World_Aquatics_Championships
2003,2003-01-01,men,swimming,Men's 100 m breast,3,bronze,athlete,James Gibson,Great Britain,GBR,1:00.37,https://en.wikipedia.org/wiki/Swimming_at_the_2003_World_Aquatics_Championships
2003,2003-01-01,men,swimming,Men's 100 m fly,3,bronze,athlete,Andrei Serdinov,Ukraine,UKR,51.59 ER,https://en.wikipedia.org/wiki/Swimming_at_the_2003_World_Aquatics_Championships
2003,2003-01-01,men,swimming,Men's 100 m free,2,silver,athlete,Pieter van den Hoogenband,Netherlands,NLD,48.68,https://en.wikipedia.org/wiki/Swimming_at_the_2003_World_Aquatics_Championships
2003,2003-01-01,men,swimming,Men's 100 m free,3,bronze,athlete,Ian Thorpe,Australia,AUS,48.77,https://en.wikipedia.org/wiki/Swimming_at_the_2003_World_Aquatics_Championships
2003,2003-01-01,men,swimming,Men's 1500 m free,1,gold,athlete,Grant Hackett,Australia,AUS,14:43.14,https://en.wikipedia.org/wiki/Swimming_at_the_2003_World_Aquatics_Championships
2003,2003-01-01,men,swimming,Men's 1500 m free,2,silver,athlete,Igor Chervynskyi,Ukraine,UKR,15:01.04 NR,https://en.wikipedia.org/wiki/Swimming_at_the_2003_World_Aquatics_Championships
2003,2003-01-01,men,swimming,Men's 200 m IM,2,silver,athlete,Ian Thorpe,Australia,AUS,1:59.66 OC,https://en.wikipedia.org/wiki/Swimming_at_the_2003_World_Aquatics_Championships
2003,2003-01-01,men,swimming,Men's 200 m IM,3,bronze,athlete,Massimiliano Rosolino,Italy,ITA,1:59.71,https://en.wikipedia.org/wiki/Swimming_at_the_2003_World_Aquatics_Championships
2003,2003-01-01,men,swimming,Men's 200 m back,2,silver,athlete,Gordan Kožulj,Croatia,HRV,1:57.47 NR,https://en.wikipedia.org/wiki/Swimming_at_the_2003_World_Aquatics_Championships
2003,2003-01-01,men,swimming,Men's 200 m back,3,bronze,athlete,Simon Dufour,France,FRA,1:57.90,https://en.wikipedia.org/wiki/Swimming_at_the_2003_World_Aquatics_Championships
2003,2003-01-01,men,swimming,Men's 200 m breast,1,gold,athlete,Kosuke Kitajima,Japan,JPN,2:09.42 WR,https://en.wikipedia.org/wiki/Swimming_at_the_2003_World_Aquatics_Championships
2003,2003-01-01,men,swimming,Men's 200 m breast,2,silver,athlete,Ian Edmond,Great Britain,GBR,2:10.92,https://en.wikipedia.org/wiki/Swimming_at_the_2003_World_Aquatics_Championships
2003,2003-01-01,men,swimming,Men's 200 m fly,2,silver,athlete,Takashi Yamamoto,Japan,JPN,1:55.52,https://en.wikipedia.org/wiki/Swimming_at_the_2003_World_Aquatics_Championships
2003,2003-01-01,men,swimming,Men's 200 m free,1,gold,athlete,Ian Thorpe,Australia,AUS,1:45.14,https://en.wikipedia.org/wiki/Swimming_at_the_2003_World_Aquatics_Championships
2003,2003-01-01,men,swimming,Men's 200 m free,2,silver,athlete,Pieter van den Hoogenband,Netherlands,NLD,1:46.43,https://en.wikipedia.org/wiki/Swimming_at_the_2003_World_Aquatics_Championships
2003,2003-01-01,men,swimming,Men's 200 m free,3,bronze,athlete,Grant Hackett,Australia,AUS,1:46.85,https://en.wikipedia.org/wiki/Swimming_at_the_2003_World_Aquatics_Championships
2003,2003-01-01,men,swimming,Men's 4 × 100 m free relay,3,bronze,team,,France,FRA,3:15.66 NR,https://en.wikipedia.org/wiki/Swimming_at_the_2003_World_Aquatics_Championships
2003,2003-01-01,men,swimming,Men's 4 × 100 m medley relay,3,bronze,team,,Japan,JPN,3:36.12 AS,https://en.wikipedia.org/wiki/Swimming_at_the_2003_World_Aquatics_Championships
2003,2003-01-01,men,swimming,Men's 4 × 200 m free relay,1,gold,team,,Australia,AUS,7:08.58,https://en.wikipedia.org/wiki/Swimming_at_the_2003_World_Aquatics_Championships
2003,2003-01-01,men,swimming,Men's 4 × 200 m free relay,3,bronze,team,,Germany,DEU,7:14.02,https://en.wikipedia.org/wiki/Swimming_at_the_2003_World_Aquatics_Championships
2003,2003-01-01,men,swimming,Men's 400 m IM,2,silver,athlete,László Cseh,Hungary,HUN,4:10.79 ER,https://en.wikipedia.org/wiki/Swimming_at_the_2003_World_Aquatics_Championships
2003,2003-01-01,men,swimming,Men's 400 m IM,3,bronze,athlete,Oussama Mellouli,Tunisia,TUN,4:15.36 AF,https://en.wikipedia.org/wiki/Swimming_at_the_2003_World_Aquatics_Championships
2003,2003-01-01,men,swimming,Men's 400 m free,1,gold,athlete,Ian Thorpe,Australia,AUS,3:42.58,https://en.wikipedia.org/wiki/Swimming_at_the_2003_World_Aquatics_Championships
2003,2003-01-01,men,swimming,Men's 400 m free,2,silver,athlete,Grant Hackett,Australia,AUS,3:45.17,https://en.wikipedia.org/wiki/Swimming_at_the_2003_World_Aquatics_Championships
