competition_id,sport_id,name,season_year,level,start_date,end_date,source_id
formula1_constructors_world_championship,motorsport,Formula 1 World Constructors' Championship,,professional_championship,2001-12-31,2025-12-31,formula1_world_championship_history
formula1_drivers_world_championship,motorsport,Formula 1 World Drivers' Championship,,professional_championship,2001-12-31,2025-12-31,formula1_world_championship_history
