requested_year,discipline_season_id,ranking_id,group_id,group_name,ranking_name,moment_id,effective_date,country_name,country_code,source_rank,points,source_url
2025,444,9,1,World Ranking,UCI World Ranking,195035,2025-10-18,DENMARK,DEN,2,17191.16,https://dataride.uci.org/iframe/RankingDetails/9?disciplineId=10&groupId=1&momentId=195035&disciplineSeasonId=444&rankingTypeId=3&categoryId=22&raceTypeId=0
2025,444,9,1,World Ranking,UCI World Ranking,195035,2025-10-18,SLOVENIA,SLO,3,14953.0,https://dataride.uci.org/iframe/RankingDetails/9?disciplineId=10&groupId=1&momentId=195035&disciplineSeasonId=444&rankingTypeId=3&categoryId=22&raceTypeId=0
2025,444,9,1,World Ranking,UCI World Ranking,195035,2025-10-18,ITALY,ITA,4,14943.07,https://dataride.uci.org/iframe/RankingDetails/9?disciplineId=10&groupId=1&momentId=195035&disciplineSeasonId=444&rankingTypeId=3&categoryId=22&raceTypeId=0
2025,444,9,1,World Ranking,UCI World Ranking,195035,2025-10-18,GREAT BRITAIN,GBR,5,14614.81,https://dataride.uci.org/iframe/RankingDetails/9?disciplineId=10&groupId=1&momentId=195035&disciplineSeasonId=444&rankingTypeId=3&categoryId=22&raceTypeId=0
2025,444,9,1,World Ranking,UCI World Ranking,195035,2025-10-18,FRANCE,FRA,6,13769.23,https://dataride.uci.org/iframe/RankingDetails/9?disciplineId=10&groupId=1&momentId=195035&disciplineSeasonId=444&rankingTypeId=3&categoryId=22&raceTypeId=0
2025,444,9,1,World Ranking,UCI World Ranking,195035,2025-10-18,AUSTRALIA,AUS,7,11498.69,https://dataride.uci.org/iframe/RankingDetails/9?disciplineId=10&groupId=1&momentId=195035&disciplineSeasonId=444&rankingTypeId=3&categoryId=22&raceTypeId=0
2025,444,9,1,World Ranking,UCI World Ranking,195035,2025-10-18,NETHERLANDS,NED,8,11094.29,https://dataride.uci.org/iframe/RankingDetails/9?disciplineId=10&groupId=1&momentId=195035&disciplineSeasonId=444&rankingTypeId=3&categoryId=22&raceTypeId=0
2025,444,9,1,World Ranking,UCI World Ranking,195035,2025-10-18,UNITED STATES,USA,9,10231.76,https://dataride.uci.org/iframe/RankingDetails/9?disciplineId=10&groupId=1&momentId=195035&disciplineSeasonId=444&rankingTypeId=3&categoryId=22&raceTypeId=0
2025,444,9,1,World Ranking,UCI World Ranking,195035,2025-10-18,SPAIN,ESP,10,9076.4,https://dataride.uci.org/iframe/RankingDetails/9?disciplineId=10&groupId=1&momentId=195035&disciplineSeasonId=444&rankingTypeId=3&categoryId=22&raceTypeId=0
2026,464,9,1,World Ranking,UCI World Ranking,199842,2026-03-16,BELGIUM,BEL,1,18307.19,https://dataride.uci.org/iframe/RankingDetails/9?disciplineId=10&groupId=1&momentId=199842&disciplineSeasonId=464&rankingTypeId=3&categoryId=22&raceTypeId=0
2026,464,9,1,World Ranking,UCI World Ranking,199842,2026-03-16,DENMARK,DEN,2,17700.73,https://dataride.uci.org/iframe/RankingDetails/9?disciplineId=10&groupId=1&momentId=199842&disciplineSeasonId=464&rankingTypeId=3&categoryId=22&raceTypeId=0
2026,464,9,1,World Ranking,UCI World Ranking,199842,2026-03-16,ITALY,ITA,3,15202.21,https://dataride.uci.org/iframe/RankingDetails/9?disciplineId=10&groupId=1&momentId=199842&disciplineSeasonId=464&rankingTypeId=3&categoryId=22&raceTypeId=0
2026,464,9,1,World Ranking,UCI World Ranking,199842,2026-03-16,FRANCE,FRA,4,15082.47,https://dataride.uci.org/iframe/RankingDetails/9?disciplineId=10&groupId=1&momentId=199842&disciplineSeasonId=464&rankingTypeId=3&categoryId=22&raceTypeId=0
2026,464,9,1,World Ranking,UCI World Ranking,199842,2026-03-16,SLOVENIA,SLO,5,14947.0,https://dataride.uci.org/iframe/RankingDetails/9?disciplineId=10&groupId=1&momentId=199842&disciplineSeasonId=464&rankingTypeId=3&categoryId=22&raceTypeId=0
2026,464,9,1,World Ranking,UCI World Ranking,199842,2026-03-16,GREAT BRITAIN,GBR,6,14243.14,https://dataride.uci.org/iframe/RankingDetails/9?disciplineId=10&groupId=1&momentId=199842&disciplineSeasonId=464&rankingTypeId=3&categoryId=22&raceTypeId=0
2026,464,9,1,World Ranking,UCI World Ranking,199842,2026-03-16,AUSTRALIA,AUS,7,11942.5,https://dataride.uci.org/iframe/RankingDetails/9?disciplineId=10&groupId=1&momentId=199842&disciplineSeasonId=464&rankingTypeId=3&categoryId=22&raceTypeId=0
2026,464,9,1,World Ranking,UCI World Ranking,199842,2026-03-16,NETHERLANDS,NED,8,11045.72,https://dataride.uci.org/iframe/RankingDetails/9?disciplineId=10&groupId=1&momentId=199842&disciplineSeasonId=464&rankingTypeId=3&categoryId=22&raceTypeId=0
2026,464,9,1,World Ranking,UCI World Ranking,199842,2026-03-16,UNITED STATES,USA,9,10294.04,https://dataride.uci.org/iframe/RankingDetails/9?disciplineId=10&groupId=1&momentId=199842&disciplineSeasonId=464&rankingTypeId=3&categoryId=22&raceTypeId=0
2026,464,9,1,World Ranking,UCI World Ranking,199842,2026-03-16,SPAIN,ESP,10,7855.77,https://dataride.uci.org/iframe/RankingDetails/9?disciplineId=10&groupId=1&momentId=199842&disciplineSeasonId=464&rankingTypeId=3&categoryId=22&raceTypeId=0
