competition_id,competition_name,year,event_date,discipline_id,discipline_name,event_key,event_name,gender,rank,medal,participant_type,participant_name,country_name,country_code,score_raw,source_url
icf_canoe_slalom_world_championships,ICF Canoe Slalom World Championships,2005,2005-12-31,canoe-slalom,Canoe Slalom,slalom_world_championships_men_c2,C2,men,1,gold,team,Christian Bahmann / Michael Senft,Germany,DEU,224.40,https://en.wikipedia.org/wiki/2005_ICF_Canoe_Slalom_World_Championships
icf_canoe_slalom_world_championships,ICF Canoe Slalom World Championships,2005,2005-12-31,canoe-slalom,Canoe Slalom,slalom_world_championships_men_c2,C2,men,2,silver,team,Milan Kubáň / Marián Olejník,Slovakia,SVK,229.02,https://en.wikipedia.org/wiki/2005_ICF_Canoe_Slalom_World_Championships
icf_canoe_slalom_world_championships,ICF Canoe Slalom World Championships,2005,2005-12-31,canoe-slalom,Canoe Slalom,slalom_world_championships_men_c2,C2,men,3,bronze,team,Marcus Becker / Stefan Henze,Germany,DEU,230.49,https://en.wikipedia.org/wiki/2005_ICF_Canoe_Slalom_World_Championships
icf_canoe_slalom_world_championships,ICF Canoe Slalom World Championships,2005,2005-12-31,canoe-slalom,Canoe Slalom,slalom_world_championships_men_c2-team-non-medal-event,C2 team(non-medal event),men,1,gold,team,Christian Bahmann / Michael Senft / Kay Simon / Robby Simon / Marcus Becker / Stefan Henze,Germany,DEU,248.13,https://en.wikipedia.org/wiki/2005_ICF_Canoe_Slalom_World_Championships
icf_canoe_slalom_world_championships,ICF Canoe Slalom World Championships,2005,2005-12-31,canoe-slalom,Canoe Slalom,slalom_world_championships_men_c2-team-non-medal-event,C2 team(non-medal event),men,2,silver,team,Jaroslav Pospíšil / Jaroslav Pollert / Marek Jiras / Tomáš Máder / Jaroslav Volf / Ondřej Štěpánek,Czechia,CZE,260.85,https://en.wikipedia.org/wiki/2005_ICF_Canoe_Slalom_World_Championships
icf_canoe_slalom_world_championships,ICF Canoe Slalom World Championships,2005,2005-12-31,canoe-slalom,Canoe Slalom,slalom_world_championships_men_c2-team-non-medal-event,C2 team(non-medal event),men,3,bronze,team,Remy Alonso / Victor Lamy / Philippe Quémerais / Yann Le Pennec / Cédric Forgit / Martin Braud,France,FRA,963.28,https://en.wikipedia.org/wiki/2005_ICF_Canoe_Slalom_World_Championships
icf_canoe_slalom_world_championships,ICF Canoe Slalom World Championships,2005,2005-12-31,canoe-slalom,Canoe Slalom,slalom_world_championships_men_k1,K1,men,1,gold,athlete,Fabian Dörfler,Germany,DEU,201.35,https://en.wikipedia.org/wiki/2005_ICF_Canoe_Slalom_World_Championships
icf_canoe_slalom_world_championships,ICF Canoe Slalom World Championships,2005,2005-12-31,canoe-slalom,Canoe Slalom,slalom_world_championships_men_k1,K1,men,2,silver,athlete,Fabien Lefèvre,France,FRA,204.09,https://en.wikipedia.org/wiki/2005_ICF_Canoe_Slalom_World_Championships
icf_canoe_slalom_world_championships,ICF Canoe Slalom World Championships,2005,2005-12-31,canoe-slalom,Canoe Slalom,slalom_world_championships_men_k1,K1,men,3,bronze,athlete,Peter Cibák,Slovakia,SVK,207.25,https://en.wikipedia.org/wiki/2005_ICF_Canoe_Slalom_World_Championships
icf_canoe_slalom_world_championships,ICF Canoe Slalom World Championships,2005,2005-12-31,canoe-slalom,Canoe Slalom,slalom_world_championships_men_k1-team,K1 team,men,1,gold,team,Julien Billaut / Fabien Lefèvre / Benoît Peschier,France,FRA,218.49,https://en.wikipedia.org/wiki/2005_ICF_Canoe_Slalom_World_Championships
icf_canoe_slalom_world_championships,ICF Canoe Slalom World Championships,2005,2005-12-31,canoe-slalom,Canoe Slalom,slalom_world_championships_men_k1-team,K1 team,men,2,silver,team,Pierpaolo Ferrazzi / Matteo Pontarollo / Daniele Molmenti,Italy,ITA,222.08,https://en.wikipedia.org/wiki/2005_ICF_Canoe_Slalom_World_Championships
icf_canoe_slalom_world_championships,ICF Canoe Slalom World Championships,2005,2005-12-31,canoe-slalom,Canoe Slalom,slalom_world_championships_men_k1-team,K1 team,men,3,bronze,team,Andrej Nolimal / Dejan Kralj / Peter Kauzer,Slovenia,SVN,223.45,https://en.wikipedia.org/wiki/2005_ICF_Canoe_Slalom_World_Championships
icf_canoe_slalom_world_championships,ICF Canoe Slalom World Championships,2005,2005-12-31,canoe-slalom,Canoe Slalom,slalom_world_championships_women_k1,K1,women,1,gold,athlete,Elena Kaliská,Slovakia,SVK,219.86,https://en.wikipedia.org/wiki/2005_ICF_Canoe_Slalom_World_Championships
icf_canoe_slalom_world_championships,ICF Canoe Slalom World Championships,2005,2005-12-31,canoe-slalom,Canoe Slalom,slalom_world_championships_women_k1,K1,women,2,silver,athlete,Mandy Planert,Germany,DEU,222.69,https://en.wikipedia.org/wiki/2005_ICF_Canoe_Slalom_World_Championships
icf_canoe_slalom_world_championships,ICF Canoe Slalom World Championships,2005,2005-12-31,canoe-slalom,Canoe Slalom,slalom_world_championships_women_k1,K1,women,3,bronze,athlete,Peggy Dickens,France,FRA,229.38,https://en.wikipedia.org/wiki/2005_ICF_Canoe_Slalom_World_Championships
icf_canoe_slalom_world_championships,ICF Canoe Slalom World Championships,2005,2005-12-31,canoe-slalom,Canoe Slalom,slalom_world_championships_women_k1-team,K1 team,women,1,gold,team,Irena Pavelková / Marcela Sadilová / Štěpánka Hilgertová,Czechia,CZE,254.37,https://en.wikipedia.org/wiki/2005_ICF_Canoe_Slalom_World_Championships
icf_canoe_slalom_world_championships,ICF Canoe Slalom World Championships,2005,2005-12-31,canoe-slalom,Canoe Slalom,slalom_world_championships_women_k1-team,K1 team,women,2,silver,team,Heather Corrie / Kimberley Walsh / Laura Blakeman,United Kingdom,GBR,260.57,https://en.wikipedia.org/wiki/2005_ICF_Canoe_Slalom_World_Championships
icf_canoe_slalom_world_championships,ICF Canoe Slalom World Championships,2005,2005-12-31,canoe-slalom,Canoe Slalom,slalom_world_championships_women_k1-team,K1 team,women,3,bronze,team,Julia Schmid / Corinna Kuhnle / Violetta Oblinger-Peters,Austria,AUT,277.54,https://en.wikipedia.org/wiki/2005_ICF_Canoe_Slalom_World_Championships
icf_canoe_slalom_world_championships,ICF Canoe Slalom World Championships,2006,2006-12-31,canoe-slalom,Canoe Slalom,slalom_world_championships_men_c1,C1,men,1,gold,athlete,Tony Estanguet,France,FRA,207.69,https://en.wikipedia.org/wiki/2006_ICF_Canoe_Slalom_World_Championships
icf_canoe_slalom_world_championships,ICF Canoe Slalom World Championships,2006,2006-12-31,canoe-slalom,Canoe Slalom,slalom_world_championships_men_c1,C1,men,2,silver,athlete,Michal Martikán,Slovakia,SVK,209.00,https://en.wikipedia.org/wiki/2006_ICF_Canoe_Slalom_World_Championships
